Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,,2022-12-08,31-162,LAC,@,MIA,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,95.0,5.0,0.0,99.5,5.2368421052631575
28,28,8,2022-12-10,31-164,LAC,@,WAS,W (+7),1,30:25,5.0,13.0,.385,1.0,5.0,.200,2,2.0,1.000,0.0,8.0,8.0,6.0,1.0,0.0,0.0,0.0,13.0,13.5,0,8.0,4.0,0.5,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,13.0,83.0,4.368421052631579,12.699999999999998,91.4,4.810526315789474
29,29,9,2022-12-12,31-166,LAC,,BOS,W (+20),1,29:12,10.0,12.0,.833,2.0,3.0,.667,3,6.0,.500,0.0,9.0,9.0,6.0,1.0,0.0,2.0,2.0,25.0,24.5,+23,9.0,8.0,0.8888888888888888,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,21.0,58.0,3.0526315789473686,23.300000000000008,63.3,3.331578947368421
30,30,10,2022-12-14,31-168,LAC,,MIN,W (+11),1,30:37,7.0,18.0,.389,1.0,6.0,.167,4,6.0,.667,3.0,5.0,8.0,1.0,2.0,1.0,1.0,3.0,19.0,13.2,+11,12.0,6.0,0.5,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,6.0,47.0,2.473684210526316,11.599999999999994,50.0,2.6315789473684212
31,31,,2022-12-15,31-169,LAC,,PHO,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,59.0,3.1052631578947367,0.0,70.5,3.710526315789474
32,32,11,2022-12-17,31-171,LAC,,WAS,W (+9),1,31:52,12.0,26.0,.462,2.0,5.0,.400,5,8.0,.625,3.0,6.0,9.0,1.0,3.0,1.0,3.0,1.0,31.0,21.3,+9,21.0,10.0,0.4761904761904761,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,8.0,51.0,2.6842105263157894,19.300000000000004,54.39999999999999,2.8631578947368417
33,33,12,2022-12-21,31-175,LAC,,CHO,W (+21),1,30:54,5.0,12.0,.417,1.0,4.0,.250,5,6.0,.833,0.0,7.0,7.0,4.0,1.0,0.0,1.0,0.0,16.0,14.1,+28,8.0,4.0,0.5,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,9.0,89.0,4.684210526315789,12.100000000000003,93.2,4.905263157894737
34,34,13,2022-12-23,31-177,LAC,@,PHI,L (-5),1,33:35,12.0,19.0,.632,1.0,2.0,.500,3,4.0,.750,0.0,3.0,3.0,5.0,0.0,0.0,2.0,0.0,28.0,21.5,-2,17.0,11.0,0.6470588235294118,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,11.0,107.0,5.631578947368421,20.3,110.3,5.8052631578947365
35,35,,2022-12-26,31-180,LAC,@,DET,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,87.0,4.578947368421052,0.0,101.0,5.315789473684211
36,36,14,2022-12-27,31-181,LAC,@,TOR,W (+11),1,34:36,5.0,12.0,.417,1.0,2.0,.500,4,5.0,.800,3.0,4.0,7.0,8.0,1.0,1.0,1.0,3.0,15.0,16.6,+10,10.0,4.0,0.4,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,14.0,96.0,5.052631578947368,15.0,113.40000000000002,5.96842105263158
37,37,15,2022-12-29,31-183,LAC,@,BOS,L (-6),1,36:53,11.0,16.0,.688,3.0,6.0,.500,1,1.0,1.000,0.0,8.0,8.0,3.0,0.0,1.0,3.0,4.0,26.0,19.8,0,10.0,8.0,0.8,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,18.0,80.0,4.2105263157894735,19.4,93.3,4.910526315789474
38,38,16,2022-12-31,31-185,LAC,@,IND,L (-1),1,35:06,8.0,17.0,.471,1.0,5.0,.200,7,7.0,1.000,2.0,3.0,5.0,7.0,2.0,0.0,2.0,0.0,24.0,22.5,-5,12.0,7.0,0.5833333333333334,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,12.0,87.0,4.578947368421052,19.7,108.79999999999998,5.726315789473683
39,39,,2023-01-02,31-187,LAC,,MIA,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,82.0,4.315789473684211,0.0,88.19999999999999,4.6421052631578945
40,40,17,2023-01-05,31-190,LAC,@,DEN,L (-31),1,18:17,2.0,7.0,.286,0.0,2.0,.000,2,2.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,6.0,4.2,-24,5.0,2.0,0.4,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,2.0,86.0,4.526315789473684,3.4000000000000004,104.8,5.515789473684211
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-06,31-191,LAC,@,MIN,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,75.0,3.947368421052632,0.0,109.59999999999998,5.768421052631578
43,42,18,2023-01-08,31-193,LAC,,ATL,L (-4),1,38:26,9.0,23.0,.391,2.0,4.0,.500,9,10.0,.900,2.0,5.0,7.0,4.0,2.0,0.0,0.0,2.0,29.0,23.0,+4,19.0,7.0,0.3684210526315789,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,9.0,77.0,4.052631578947368,19.4,97.2,5.11578947368421
44,43,19,2023-01-10,31-195,LAC,,DAL,W (+12),1,35:55,9.0,12.0,.750,3.0,5.0,.600,12,12.0,1.000,1.0,8.0,9.0,4.0,4.0,1.0,2.0,0.0,33.0,36.8,+3,7.0,6.0,0.8571428571428571,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,25.0,98.0,5.157894736842105,32.0,108.60000000000002,5.715789473684212
45,44,20,2023-01-13,31-198,LAC,,DEN,L (-12),1,38:00,10.0,20.0,.500,0.0,3.0,.000,4,4.0,1.000,3.0,5.0,8.0,4.0,1.0,0.0,3.0,1.0,24.0,18.0,-15,17.0,10.0,0.5882352941176471,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,10.0,63.0,3.3157894736842106,16.4,83.3,4.38421052631579
46,45,21,2023-01-15,31-200,LAC,,HOU,W (+21),1,32:04,12.0,24.0,.500,3.0,5.0,.600,3,3.0,1.000,1.0,5.0,6.0,4.0,2.0,1.0,4.0,2.0,30.0,20.9,+9,19.0,9.0,0.4736842105263157,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,12.0,91.0,4.789473684210527,19.700000000000003,112.9,5.942105263157895
47,46,22,2023-01-17,31-202,LAC,,PHI,L (-10),1,35:59,10.0,20.0,.500,2.0,6.0,.333,5,7.0,.714,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,27.0,16.4,-12,14.0,8.0,0.5714285714285714,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,4.0,73.0,3.842105263157895,14.400000000000006,95.4,5.021052631578947
48,47,,2023-01-18,31-203,LAC,@,UTA,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,85.0,4.473684210526316,0.0,96.5,5.078947368421052
49,48,23,2023-01-20,31-205,LAC,@,SAS,W (+5),1,38:23,13.0,18.0,.722,4.0,5.0,.800,6,6.0,1.000,2.0,2.0,4.0,7.0,2.0,0.0,2.0,0.0,36.0,35.5,+14,13.0,9.0,0.6923076923076923,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,23.0,79.0,4.157894736842105,33.1,103.5,5.447368421052632
50,49,24,2023-01-22,31-207,LAC,@,DAL,W (+14),1,38:43,10.0,18.0,.556,3.0,4.0,.750,7,7.0,1.000,2.0,7.0,9.0,3.0,1.0,0.0,0.0,1.0,30.0,27.6,+7,14.0,7.0,0.5,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,18.0,58.0,3.0526315789473686,24.8,73.60000000000001,3.8736842105263163
51,50,25,2023-01-24,31-209,LAC,@,LAL,W (+18),1,35:19,11.0,16.0,.688,0.0,4.0,.000,3,4.0,.750,2.0,7.0,9.0,3.0,2.0,2.0,1.0,3.0,25.0,24.6,+16,12.0,11.0,0.9166666666666666,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,20.0,108.0,5.684210526315789,23.4,124.1,6.531578947368421
52,51,26,2023-01-26,31-211,LAC,,SAS,W (+38),1,31:21,10.0,16.0,.625,2.0,6.0,.333,5,6.0,.833,1.0,2.0,3.0,7.0,1.0,0.0,0.0,2.0,27.0,25.8,+24,10.0,8.0,0.8,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,16.0,95.0,5.0,23.8,114.1,6.005263157894737
53,52,27,2023-01-28,31-213,LAC,@,ATL,W (+7),1,38:43,12.0,20.0,.600,5.0,10.0,.500,3,3.0,1.000,1.0,7.0,8.0,4.0,1.0,1.0,2.0,1.0,32.0,27.7,+3,10.0,7.0,0.7,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,21.0,92.0,4.842105263157895,26.500000000000004,99.6,5.242105263157894
54,53,,2023-01-29,31-214,LAC,@,CLE,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,36.0,1.894736842105263,0.0,61.50000000000001,3.2368421052631584
55,54,28,2023-01-31,31-216,LAC,@,CHI,W (+5),1,39:51,11.0,24.0,.458,3.0,6.0,.500,8,9.0,.889,2.0,2.0,4.0,5.0,5.0,2.0,1.0,0.0,33.0,31.1,+10,18.0,8.0,0.4444444444444444,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,15.0,77.0,4.052631578947368,27.9,95.8,5.042105263157895
