Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-07,31-131,LAC,,CLE,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,84.0,4.421052631578948,0.0,111.6,5.873684210526315
11,12,,2022-11-09,31-133,LAC,,LAL,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,84.0,4.421052631578948,0.0,92.2,4.852631578947369
12,13,,2022-11-12,31-136,LAC,,BRK,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,69.0,3.631578947368421,0.0,72.59999999999998,3.8210526315789464
13,14,,2022-11-14,31-138,LAC,@,HOU,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,79.0,4.157894736842105,0.0,90.39999999999998,4.757894736842104
14,15,,2022-11-15,31-139,LAC,@,DAL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,85.0,4.473684210526316,0.0,92.6,4.873684210526315
15,16,3,2022-11-17,31-141,LAC,,DET,W (+5),1,24:31,2.0,8.0,.250,0.0,3.0,.000,2,4.0,.500,0.0,5.0,5.0,4.0,0.0,0.0,0.0,2.0,6.0,3.9,+26,5.0,2.0,0.4,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,3.0,67.0,3.526315789473684,3.1000000000000014,92.2,4.852631578947369
16,17,4,2022-11-19,31-143,LAC,,SAS,W (+22),1,22:08,5.0,8.0,.625,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,11.0,9.5,0,5.0,4.0,0.8,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,7.0,52.0,2.736842105263158,9.500000000000002,63.8,3.357894736842105
17,18,5,2022-11-21,31-145,LAC,,UTA,W (+7),1,23:06,4.0,11.0,.364,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,8.0,6.4,+12,8.0,4.0,0.5,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,4.0,57.0,3.0,6.4,64.8,3.4105263157894736
18,19,,2022-11-23,31-147,LAC,@,GSW,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,79.0,4.157894736842105,0.0,94.5,4.973684210526316
19,20,,2022-11-25,31-149,LAC,,DEN,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,53.0,2.789473684210526,0.0,62.6,3.294736842105263
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-27,31-151,LAC,,IND,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,92.0,4.842105263157895,0.0,87.39999999999998,4.599999999999999
22,22,,2022-11-29,31-153,LAC,@,POR,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,88.0,4.631578947368421,0.0,105.8,5.568421052631579
23,23,,2022-11-30,31-154,LAC,@,UTA,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,54.0,2.8421052631578947,0.0,69.09999999999998,3.636842105263157
24,24,,2022-12-03,31-157,LAC,,SAC,L (-27),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,,83.0,4.368421052631579,0.0,88.5,4.657894736842105
25,25,6,2022-12-05,31-159,LAC,@,CHO,W (+2),1,27:58,7.0,15.0,.467,0.0,3.0,.000,2,2.0,1.000,1.0,5.0,6.0,2.0,0.0,0.0,1.0,3.0,16.0,9.7,-8,12.0,7.0,0.5833333333333334,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,6.0,91.0,4.789473684210527,8.899999999999999,98.0,5.157894736842105
26,26,7,2022-12-07,31-161,LAC,@,ORL,L (-5),1,30:12,4.0,15.0,.267,2.0,6.0,.333,4,4.0,1.000,1.0,6.0,7.0,3.0,0.0,0.0,4.0,1.0,14.0,5.3,+4,9.0,2.0,0.2222222222222222,25,10,48,6,15,18,40,16,13,50,36,38,28,28,52,50.0,22.0,76.0,14.0,34.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.5,0.4545454545454545,0.631578947368421,0.4285714285714285,0.4411764705882353,0.3050847457627119,0.6153846153846154,0.4444444444444444,0.5909090909090909,0.6410256410256411,0.6,0.6785714285714286,0.4117647058823529,0.5833333333333334,0.6419753086419753,0.0,19,12,18,18,56.0,69.0,46.0,79.0,73.0,0.240506329113924,0.2142857142857142,0.2608695652173913,0.0,0.2465753424657534,19,1.0,91.0,4.789473684210527,3.700000000000003,96.4,5.0736842105263165
