Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Darius Days,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Bones Hyland,Shared Games with Mason Plumlee,Shared Games with Russell Westbrook,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Mason Plumlee,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Russell Westbrook,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Bones Hyland,co_inf with Mason Plumlee,co_inf with Russell Westbrook,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,26,2022-12-19,33-359,HOU,,SAS,L (-19),1,27:54,2.0,7.0,.286,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.6,-26,5.0,1.0,0.2,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,0.0,53.0,1.5588235294117647,2.6000000000000005,59.0,1.7352941176470589
31,31,27,2022-12-21,33-361,HOU,,ORL,L (-6),1,32:17,3.0,11.0,.273,2.0,6.0,.333,0,0.0,,1.0,4.0,5.0,4.0,1.0,0.0,1.0,2.0,8.0,5.4,+2,5.0,1.0,0.2,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,6.0,53.0,1.5588235294117647,5.4,65.1,1.914705882352941
32,32,,2022-12-23,33-363,HOU,,DAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,,59.0,1.7352941176470589,0.0,73.7,2.1676470588235297
33,33,28,2022-12-26,34-001,HOU,@,CHI,W (+15),1,35:54,4.0,11.0,.364,1.0,6.0,.167,3,4.0,.750,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,12.0,7.2,+22,5.0,3.0,0.6,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,1.0,97.0,2.8529411764705883,5.999999999999998,99.29999999999998,2.920588235294117
34,34,,2022-12-27,34-002,HOU,@,BOS,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,,118.0,3.4705882352941178,0.0,130.6,3.841176470588235
35,35,29,2022-12-29,34-004,HOU,@,DAL,L (-15),1,26:47,0.0,7.0,.000,0.0,3.0,.000,4,6.0,.667,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,-0.5,-13,4.0,0.0,0.0,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,-5.0,92.0,2.7058823529411766,-2.099999999999999,103.1,3.0323529411764705
36,36,30,2022-12-31,34-006,HOU,,NYK,L (-20),1,27:10,5.0,10.0,.500,2.0,4.0,.500,0,1.0,.000,0.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,12.0,5.0,-13,6.0,3.0,0.5,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,1.0,109.0,3.2058823529411766,5.0,123.4,3.6294117647058823
37,37,31,2023-01-02,34-008,HOU,,DAL,L (-5),1,33:18,7.0,12.0,.583,4.0,6.0,.667,1,1.0,1.000,0.0,4.0,4.0,3.0,0.0,0.0,2.0,3.0,19.0,13.5,-6,6.0,3.0,0.5,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,11.0,87.0,2.5588235294117645,13.100000000000003,99.6,2.929411764705882
38,38,32,2023-01-04,34-010,HOU,@,NOP,L (-11),1,28:55,5.0,12.0,.417,2.0,6.0,.333,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,6.2,-17,6.0,3.0,0.5,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,0.0,99.0,2.911764705882353,5.800000000000001,122.69999999999996,3.6088235294117634
39,39,33,2023-01-05,34-011,HOU,,UTA,L (-17),1,30:46,3.0,6.0,.500,3.0,6.0,.500,3,3.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,12.0,11.3,-1,0.0,0.0,,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,8.0,74.0,2.176470588235294,10.1,78.1,2.2970588235294116
40,40,34,2023-01-08,34-014,HOU,,MIN,L (-8),1,29:08,4.0,7.0,.571,1.0,3.0,.333,2,2.0,1.000,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,11.9,+1,4.0,3.0,0.75,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,8.0,80.0,2.3529411764705883,11.099999999999998,97.1,2.855882352941176
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,,0.0,0.0,0.0,0.0,0.0
42,41,35,2023-01-11,34-017,HOU,@,SAC,L (-20),1,27:59,6.0,12.0,.500,3.0,7.0,.429,4,5.0,.800,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,19.0,14.3,-12,5.0,3.0,0.6,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,5.0,70.0,2.0588235294117645,12.7,96.9,2.85
43,42,36,2023-01-13,34-019,HOU,@,SAC,L (-25),1,27:22,3.0,7.0,.429,1.0,4.0,.250,2,5.0,.400,0.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,9.0,5.8,-3,3.0,2.0,0.6666666666666666,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,2.0,84.0,2.4705882352941178,5.000000000000001,111.6,3.2823529411764705
44,43,37,2023-01-15,34-021,HOU,@,LAC,L (-21),1,29:34,8.0,16.0,.500,1.0,5.0,.200,7,8.0,.875,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,24.0,17.6,-8,11.0,7.0,0.6363636363636364,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,5.0,118.0,3.4705882352941178,14.8,125.8,3.6999999999999997
45,44,38,2023-01-16,34-022,HOU,@,LAL,L (-8),1,31:58,5.0,11.0,.455,0.0,2.0,.000,9,11.0,.818,0.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0,19.0,18.3,-9,9.0,5.0,0.5555555555555556,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,7.0,66.0,1.9411764705882355,14.700000000000005,84.99999999999999,2.4999999999999996
46,45,39,2023-01-18,34-024,HOU,,CHO,L (-5),1,30:59,4.0,10.0,.400,1.0,5.0,.200,2,3.0,.667,0.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,11.0,3.7,-21,5.0,3.0,0.6,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,0.0,103.0,3.0294117647058822,2.900000000000001,129.7,3.814705882352941
47,46,40,2023-01-21,34-027,HOU,@,MIN,L (-9),1,33:31,7.0,13.0,.538,2.0,6.0,.333,0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,16.0,13.2,-1,7.0,5.0,0.7142857142857143,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,11.0,66.0,1.9411764705882355,13.2,96.6,2.841176470588235
48,47,41,2023-01-23,34-029,HOU,,MIN,W (+5),1,30:27,5.0,13.0,.385,2.0,5.0,.400,2,2.0,1.000,1.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,14.0,10.6,-3,8.0,3.0,0.375,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,7.0,78.0,2.294117647058824,9.799999999999995,86.69999999999999,2.55
49,48,42,2023-01-25,34-031,HOU,,WAS,L (-5),1,31:12,4.0,14.0,.286,1.0,6.0,.167,0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,3.0,1.0,9.0,1.3,-21,8.0,3.0,0.375,43,14,25,33,1,38,44,16,43,29,47,34,47,16,41,75.0,31.0,39.0,57.0,4.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.5733333333333334,0.4516129032258064,0.6410256410256411,0.5789473684210527,0.25,0.7037037037037037,0.5569620253164557,0.5161290322580645,0.5657894736842105,0.453125,0.573170731707317,0.576271186440678,0.573170731707317,0.0,0.5161290322580645,0.5466666666666666,,10,2,18,1,16,18,26,17,18,6,21,11,17,26,11,22,12,21,19,50.0,56.0,22.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.2,0.0909090909090909,0.2368421052631578,0.0714285714285714,0.0,0.3461538461538461,0.2615384615384615,0.2727272727272727,0.2692307692307692,0.1833333333333333,0.3035714285714285,0.2291666666666666,0.2716049382716049,0.2142857142857142,0.2658227848101265,0.2602739726027397,0.0,34,0.0,102.0,3.0,1.299999999999999,135.29999999999998,3.979411764705882
