Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Terry Taylor,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Clint Capela,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Robert Williams,Terry Taylor,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Clint Capela,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Robert Williams,co_inf with Terry Taylor,co_inf with Tony Bradley,co_inf with Zach LaVine,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,9.0,2022-11-09,34-120,LAL,LAC,1,34.583333333333336,2.0,8.0,.250,2.0,5.0,.400,1,2.0,.500,0.0,2.0,2.0,4.0,1.0,0.0,1.0,5.0,7.0,3.2,+3,3.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,3.0,87.0,2.71875,2.8,86.19999999999999,2.69375,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-13),L (-13)
12.0,10.0,2022-11-11,34-122,LAL,SAC,1,26.4,2.0,8.0,.250,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,5.0,4.8,-3,5.0,1.0,0.2,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,5.0,97.0,3.03125,4.8,96.0,3.0,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-6),L (-6)
13.0,11.0,2022-11-13,34-124,LAL,BRK,1,25.53333333333333,1.0,5.0,.200,0.0,4.0,.000,0,1.0,.000,0.0,4.0,4.0,5.0,0.0,1.0,1.0,5.0,2.0,0.9,+8,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,5.0,70.0,2.1875,0.8999999999999999,75.39999999999999,2.35625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+13),W (+13)
14.0,12.0,2022-11-18,34-129,LAL,DET,1,25.066666666666663,1.0,3.0,.333,1.0,3.0,.333,1,2.0,.500,0.0,3.0,3.0,2.0,0.0,1.0,3.0,5.0,4.0,-0.1,-2,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,2.0,67.0,2.09375,-0.4999999999999982,70.69999999999999,2.209375,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+7),W (+7)
15.0,13.0,2022-11-20,34-131,LAL,SAS,1,19.7,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.9,+27,1.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,2.0,65.0,2.03125,1.899999999999999,73.8,2.30625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+31),W (+31)
16.0,14.0,2022-11-22,34-133,LAL,PHO,1,29.183333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,10.0,10.0,2.0,0.0,0.0,1.0,2.0,0.0,1.2,-15,1.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,9.0,89.0,2.78125,1.2000000000000002,95.5,2.984375,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-10),L (-10)
17.0,,2022-11-25,34-136,LAL,SAS,Player Suspended,0.0,0.0,0.0,Player Suspended,,,Player Suspended,Player Suspended,0.0,Player Suspended,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Player Suspended,Player Suspended,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,,107.0,3.34375,0.0,101.3,3.165625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+11),W (+11)
18.0,,2022-11-26,34-137,LAL,SAS,Player Suspended,0.0,0.0,0.0,Player Suspended,,,Player Suspended,Player Suspended,0.0,Player Suspended,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Player Suspended,Player Suspended,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,,105.0,3.28125,0.0,107.7,3.365625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+5),W (+5)
19.0,,2022-11-28,34-139,LAL,IND,Not With Team,0.0,0.0,0.0,Not With Team,,,Not With Team,Not With Team,0.0,Not With Team,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Not With Team,Not With Team,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,,67.0,2.09375,0.0,78.3,2.446875,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-1),L (-1)
20.0,15.0,2022-11-30,34-141,LAL,POR,1,22.433333333333334,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,5.0,2.6,-1,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,4.0,65.0,2.03125,2.6,70.1,2.190625,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+19),W (+19)
21.0,16.0,2022-12-02,34-143,LAL,MIL,1,23.366666666666667,3.0,5.0,.600,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,3.0,7.0,5.5,-7,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,7.0,69.0,2.15625,5.499999999999999,75.0,2.34375,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,,
22.0,17.0,2022-12-04,34-145,LAL,WAS,1,24.08333333333333,0.0,4.0,.000,0.0,4.0,.000,1,2.0,.500,2.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.4,+5,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,2.0,71.0,2.21875,1.0000000000000004,81.9,2.559375,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+4),W (+4)
23.0,18.0,2022-12-06,34-147,LAL,CLE,1,21.466666666666665,1.0,5.0,.200,1.0,5.0,.200,2,2.0,1.000,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,4.9,-5,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,3.0,59.0,1.84375,4.099999999999999,74.19999999999999,2.31875,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+11),W (+11)
24.0,,2022-12-07,34-148,LAL,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,,92.0,2.875,0.0,96.8,3.025,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-14),L (-14)
25.0,19.0,2022-12-09,34-150,LAL,PHI,1,38.266666666666666,4.0,4.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,9.0,9.9,+5,3.0,3.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,12.0,126.0,3.9375,9.9,127.2,3.975,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-13),L (-13)
26.0,20.0,2022-12-11,34-152,LAL,DET,1,24.45,1.0,5.0,.200,1.0,4.0,.250,2,4.0,.500,0.0,5.0,5.0,3.0,2.0,0.0,0.0,4.0,5.0,5.1,+5,1.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,6.0,93.0,2.90625,4.300000000000001,90.6,2.83125,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-11),L (-11)
27.0,21.0,2022-12-13,34-154,LAL,BOS,1,18.75,2.0,5.0,.400,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,6.0,2.2,-10,2.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,2.0,91.0,2.84375,2.2,103.10000000000002,3.2218750000000007,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,W (+7),W (+7)
28.0,22.0,2022-12-16,34-157,LAL,DEN,1,20.666666666666668,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,10.0,11.7,-11,3.0,2.0,0.6666666666666666,26,30,4,19,33,24,31,36,31,10,25,42,5,34,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411,22,16,21,22,22,14,19,15,3,1,3,22,22,4,1,22,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,35.0,31.0,12.0,77.0,0.2388059701492537,0.3134328358208955,0.275,0.0,0.0,0.2972972972972973,0.3684210526315789,0.2567567567567567,0.234375,0.09375,,,0.2,0.4285714285714285,0.2682926829268293,0.2682926829268293,0.0,0.1290322580645161,0.0833333333333333,0.2857142857142857,32,13.0,52.0,1.625,11.699999999999998,48.39999999999999,1.5124999999999995,8.9,3.0,-1.2,-2.9,1.7,0.0299750208159866,0.534,0.664,0.181,0.3,0.8,L (-4),L (-4)
