Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,19.0,2022-12-14,22-301,CHI,NYK,0.0,27.55,5.0,8.0,0.625,2.0,4.0,0.5,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,12.0,10.0,3.0,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,84.0,4.941176470588236,9.999999999999998,95.3,5.605882352941176,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-1),L (-1)
28.0,20.0,2022-12-16,22-303,CHI,NYK,0.0,22.2,3.0,7.0,0.429,1.0,4.0,0.25,0.0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,2.0,3.0,7.0,2.3,0.0,3.0,2.0,0.6666666666666666,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,61.0,3.588235294117647,2.299999999999999,57.79999999999999,3.3999999999999995,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-8),L (-8)
29.0,21.0,2022-12-18,22-305,CHI,MIN,0.0,19.133333333333333,3.0,5.0,0.6,2.0,4.0,0.5,2.0,3.0,0.667,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,10.0,8.1,-4.0,1.0,1.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,73.0,4.294117647058823,7.299999999999998,97.09999999999998,5.711764705882352,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-23),L (-23)
30.0,22.0,2022-12-20,22-307,CHI,MIA,0.0,23.78333333333333,3.0,10.0,0.3,3.0,8.0,0.375,5.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,14.0,8.5,3.0,2.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,78.0,4.588235294117647,6.5,87.2,5.129411764705883,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-24),L (-24)
31.0,23.0,2022-12-21,22-308,CHI,ATL,0.0,29.73333333333333,2.0,8.0,0.25,1.0,5.0,0.2,5.0,6.0,0.833,0.0,4.0,4.0,5.0,2.0,0.0,3.0,2.0,10.0,7.7,-9.0,3.0,1.0,0.3333333333333333,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,86.0,5.0588235294117645,5.699999999999999,92.79999999999998,5.458823529411764,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+10),W (+10)
32.0,24.0,2022-12-23,22-310,CHI,NYK,0.0,19.366666666666667,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.5,-11.0,1.0,1.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,101.0,5.941176470588236,3.499999999999999,100.4,5.905882352941177,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+2),W (+2)
33.0,25.0,2022-12-26,22-313,CHI,HOU,0.0,28.883333333333333,5.0,9.0,0.556,4.0,8.0,0.5,0.0,0.0,,1.0,2.0,3.0,4.0,2.0,0.0,0.0,3.0,14.0,14.6,17.0,1.0,1.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,72.0,4.235294117647059,14.6,74.6,4.388235294117647,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+1),W (+1)
34.0,26.0,2022-12-28,22-315,CHI,MIL,0.0,5.683333333333334,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,87.0,5.117647058823529,0.0,88.6,5.211764705882352,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-15),L (-15)
35.0,27.0,2022-12-30,22-317,CHI,DET,0.0,13.8,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,3.6,10.0,1.0,1.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,113.0,6.647058823529412,3.6000000000000005,112.8,6.635294117647058,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+6),W (+6)
36.0,28.0,2022-12-31,22-318,CHI,CLE,0.0,21.28333333333333,4.0,9.0,0.444,1.0,4.0,0.25,0.0,0.0,,1.0,5.0,6.0,2.0,3.0,0.0,2.0,0.0,9.0,8.9,-9.0,5.0,3.0,0.6,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,71.0,4.176470588235294,8.899999999999999,86.79999999999998,5.105882352941175,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+14),W (+14)
37.0,29.0,2023-01-02,22-320,CHI,CLE,0.0,10.35,1.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,5.3,-4.0,1.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,86.0,5.0588235294117645,4.500000000000001,91.29999999999998,5.370588235294116,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-1),L (-1)
38.0,30.0,2023-01-04,22-322,CHI,BRK,0.0,28.2,3.0,6.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,10.0,8.5,-3.0,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,68.0,4.0,7.699999999999998,80.29999999999998,4.723529411764705,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-11),L (-11)
39.0,31.0,2023-01-06,22-324,CHI,PHI,0.0,24.516666666666666,3.0,7.0,0.429,3.0,7.0,0.429,0.0,2.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,9.0,5.6,6.0,0.0,0.0,,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,105.0,6.176470588235294,5.599999999999998,102.6,6.035294117647059,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+9),W (+9)
40.0,32.0,2023-01-07,22-325,CHI,UTA,0.0,29.133333333333333,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,,1.0,5.0,6.0,3.0,1.0,0.0,0.0,3.0,5.0,5.7,3.0,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,88.0,5.176470588235294,5.7,93.6,5.505882352941176,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+14),W (+14)
41.0,33.0,2023-01-09,22-327,CHI,BOS,0.0,19.666666666666668,1.0,7.0,0.143,0.0,5.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,0.3,0.0,2.0,1.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-1.0,72.0,4.235294117647059,-0.4999999999999986,71.8,4.223529411764706,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+8),W (+8)
42.0,34.0,2023-01-11,22-329,CHI,WAS,0.0,29.08333333333333,5.0,11.0,0.455,3.0,5.0,0.6,0.0,0.0,,0.0,4.0,4.0,1.0,2.0,0.0,1.0,2.0,13.0,9.4,6.0,6.0,2.0,0.3333333333333333,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,46.0,2.7058823529411766,9.4,53.7,3.158823529411765,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,,
43.0,35.0,2023-01-13,22-331,CHI,OKC,0.0,32.833333333333336,7.0,15.0,0.467,4.0,9.0,0.444,1.0,1.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,19.0,16.3,4.0,6.0,3.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,14.0,57.0,3.3529411764705883,15.900000000000002,66.1,3.888235294117647,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-8),L (-8)
44.0,36.0,2023-01-15,22-333,CHI,GSW,0.0,25.95,6.0,7.0,0.857,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,15.0,13.3,-7.0,5.0,4.0,0.8,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,118.0,6.941176470588236,12.899999999999997,133.99999999999997,7.882352941176469,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-3),L (-3)
45.0,37.0,2023-01-19,22-337,CHI,DET,0.0,17.233333333333334,4.0,5.0,0.8,2.0,2.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,9.4,0.0,3.0,2.0,0.6666666666666666,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,108.0,6.352941176470588,9.4,119.90000000000002,7.05294117647059,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-14),L (-14)
46.0,38.0,2023-01-23,22-341,CHI,ATL,0.0,21.65,4.0,12.0,0.333,2.0,9.0,0.222,0.0,0.0,,0.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,10.0,5.0,-1.0,3.0,2.0,0.6666666666666666,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,105.0,6.176470588235294,5.000000000000003,114.4,6.729411764705882,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+14),W (+14)
47.0,39.0,2023-01-24,22-342,CHI,IND,0.0,22.7,3.0,11.0,0.273,2.0,7.0,0.286,0.0,0.0,,0.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,8.0,5.3,-8.0,4.0,1.0,0.25,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,88.0,5.176470588235294,5.3,92.4,5.435294117647059,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+18),W (+18)
48.0,40.0,2023-01-26,22-344,CHI,CHO,0.0,25.933333333333334,2.0,9.0,0.222,2.0,5.0,0.4,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,1.0,7.0,4.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,55.0,3.235294117647059,0.9999999999999998,69.1,4.064705882352941,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+11),W (+11)
49.0,41.0,2023-01-28,22-346,CHI,ORL,0.0,19.23333333333333,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,-1.5,-4.0,2.0,0.0,0.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,125.0,7.352941176470588,-1.5000000000000004,148.5,8.735294117647058,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-6),L (-6)
50.0,42.0,2023-01-31,22-349,CHI,LAC,0.0,18.016666666666666,3.0,8.0,0.375,2.0,4.0,0.5,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,8.0,3.4,-2.0,4.0,1.0,0.25,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,125.0,7.352941176470588,3.3999999999999995,118.29999999999998,6.958823529411764,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-15),L (-15)
51.0,43.0,2023-02-02,22-351,CHI,CHO,0.0,26.65,7.0,13.0,0.538,3.0,5.0,0.6,3.0,4.0,0.75,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,20.0,14.8,19.0,8.0,4.0,0.5,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,75.0,4.411764705882353,13.599999999999998,72.39999999999999,4.258823529411764,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+19),W (+19)
52.0,44.0,2023-02-04,22-353,CHI,POR,0.0,21.183333333333334,4.0,5.0,0.8,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,10.0,9.4,-4.0,2.0,2.0,1.0,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,103.0,6.0588235294117645,9.4,110.1,6.476470588235294,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,L (-5),L (-5)
53.0,45.0,2023-02-06,22-355,CHI,SAS,0.0,33.46666666666667,4.0,8.0,0.5,1.0,4.0,0.25,3.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,12.0,12.7,20.0,4.0,3.0,0.75,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,120.0,7.0588235294117645,11.499999999999998,97.2,5.7176470588235295,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+16),W (+16)
54.0,46.0,2023-02-07,22-356,CHI,MEM,0.0,25.1,1.0,8.0,0.125,0.0,5.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.4,-13.0,3.0,1.0,0.3333333333333333,59,64,72,7,33,66,56,43,24,4,7,74,74,9,70,67.0,67.0,80.0,7.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8805970149253731,0.9552238805970148,0.9,1.0,0.868421052631579,0.8918918918918919,0.875,0.7413793103448276,0.75,,,0.8,1.0,0.902439024390244,0.902439024390244,0.75,0.9090909090909092,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,93.0,5.470588235294118,-0.3999999999999993,95.29999999999995,5.605882352941173,12.5,3.1,-0.8,-1.0,0.2,0.0770806382061233,0.572,0.579,0.118,0.5,1.2,W (+8),W (+8)
