Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-30,33-115,CHI,@,PHO,L (-19),1,31:47,11.0,17.0,.647,0.0,1.0,.000,7,8.0,.875,0.0,7.0,7.0,4.0,0.0,1.0,2.0,3.0,29.0,23.5,-8,16.0,11.0,0.6875,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,14.0,62.0,3.647058823529412,20.700000000000003,59.79999999999999,3.517647058823529
22,22,22,2022-12-02,33-117,CHI,@,GSW,L (-8),1,35:45,4.0,15.0,.267,0.0,0.0,,8,9.0,.889,1.0,5.0,6.0,7.0,0.0,0.0,1.0,4.0,16.0,11.2,-12,15.0,4.0,0.2666666666666666,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,4.0,69.0,4.0588235294117645,8.0,74.9,4.405882352941177
23,23,23,2022-12-04,33-119,CHI,@,SAC,L (-9),1,35:24,6.0,18.0,.333,0.0,0.0,,6,6.0,1.000,1.0,4.0,5.0,4.0,0.0,0.0,2.0,3.0,18.0,9.3,-8,18.0,6.0,0.3333333333333333,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,1.0,61.0,3.588235294117647,6.899999999999999,71.39999999999999,4.199999999999999
24,24,24,2022-12-07,33-122,CHI,,WAS,W (+4),1,37:15,11.0,21.0,.524,0.0,1.0,.000,5,6.0,.833,0.0,7.0,7.0,4.0,0.0,1.0,5.0,3.0,27.0,15.7,+5,20.0,11.0,0.55,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,7.0,85.0,5.0,13.7,83.1,4.888235294117647
25,25,25,2022-12-10,33-125,CHI,,DAL,W (+29),1,31:34,9.0,13.0,.692,1.0,2.0,.500,9,9.0,1.000,0.0,9.0,9.0,5.0,0.0,0.0,2.0,1.0,28.0,26.3,+38,11.0,8.0,0.7272727272727273,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,18.0,120.0,7.0588235294117645,22.700000000000003,114.39999999999998,6.729411764705881
26,26,26,2022-12-11,33-126,CHI,@,ATL,L (-1),1,45:19,10.0,21.0,.476,0.0,0.0,,14,15.0,.933,1.0,12.0,13.0,8.0,0.0,0.0,1.0,2.0,34.0,31.0,+3,21.0,10.0,0.4761904761904761,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,18.0,81.0,4.764705882352941,25.4,69.5,4.088235294117647
27,27,27,2022-12-14,33-129,CHI,,NYK,L (-8),1,39:48,8.0,18.0,.444,0.0,2.0,.000,16,17.0,.941,0.0,5.0,5.0,2.0,0.0,2.0,2.0,3.0,32.0,23.3,-9,16.0,8.0,0.5,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,4.0,89.0,5.235294117647059,16.9,88.4,5.2
28,28,28,2022-12-16,33-131,CHI,,NYK,L (-23),1,30:46,6.0,14.0,.429,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,4.0,1.0,0.0,4.0,3.0,14.0,6.4,-23,13.0,6.0,0.4615384615384615,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,3.0,62.0,3.647058823529412,5.599999999999998,54.49999999999999,3.205882352941176
29,29,29,2022-12-18,33-133,CHI,@,MIN,L (-24),1,38:52,10.0,19.0,.526,2.0,4.0,.500,7,9.0,.778,1.0,3.0,4.0,6.0,2.0,0.0,1.0,2.0,29.0,24.9,-5,15.0,8.0,0.5333333333333333,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,12.0,66.0,3.882352941176471,22.1,82.29999999999998,4.841176470588234
30,30,30,2022-12-20,33-135,CHI,@,MIA,W (+10),1,39:31,9.0,14.0,.643,0.0,1.0,.000,6,6.0,1.000,1.0,4.0,5.0,5.0,0.0,0.0,2.0,2.0,24.0,20.4,+11,13.0,9.0,0.6923076923076923,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,12.0,67.0,3.941176470588236,18.000000000000004,75.7,4.452941176470588
31,31,31,2022-12-21,33-136,CHI,@,ATL,W (+2),1,37:50,12.0,23.0,.522,0.0,1.0,.000,4,6.0,.667,2.0,4.0,6.0,5.0,1.0,0.0,1.0,5.0,28.0,20.0,+5,22.0,12.0,0.5454545454545454,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,10.0,80.0,4.705882352941177,18.4,80.1,4.711764705882352
32,32,32,2022-12-23,33-138,CHI,@,NYK,W (+1),1,36:58,9.0,21.0,.429,1.0,3.0,.333,6,7.0,.857,0.0,7.0,7.0,10.0,2.0,1.0,0.0,5.0,25.0,23.3,+2,18.0,8.0,0.4444444444444444,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,17.0,86.0,5.0588235294117645,20.90000000000001,82.99999999999999,4.88235294117647
33,33,33,2022-12-26,33-141,CHI,,HOU,L (-15),1,40:57,11.0,18.0,.611,0.0,0.0,,9,10.0,.900,1.0,4.0,5.0,9.0,1.0,0.0,2.0,3.0,31.0,28.4,-17,18.0,11.0,0.6111111111111112,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,16.0,70.0,4.117647058823529,24.8,64.4,3.7882352941176474
34,34,34,2022-12-28,33-143,CHI,,MIL,W (+6),1,44:25,15.0,25.0,.600,0.0,0.0,,12,14.0,.857,1.0,9.0,10.0,5.0,2.0,2.0,1.0,0.0,42.0,39.0,+2,25.0,15.0,0.6,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,21.0,66.0,3.882352941176471,34.2,54.39999999999999,3.1999999999999993
35,35,35,2022-12-30,33-145,CHI,,DET,W (+14),1,34:39,9.0,19.0,.474,0.0,2.0,.000,4,5.0,.800,0.0,6.0,6.0,5.0,1.0,0.0,2.0,4.0,22.0,14.6,+5,17.0,9.0,0.5294117647058824,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,8.0,108.0,6.352941176470588,13.000000000000002,103.4,6.082352941176471
36,36,36,2022-12-31,33-146,CHI,,CLE,L (-1),1,38:08,7.0,17.0,.412,0.0,1.0,.000,7,7.0,1.000,1.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,21.0,13.3,+1,16.0,7.0,0.4375,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,4.0,76.0,4.470588235294118,10.5,85.19999999999999,5.011764705882352
37,37,37,2023-01-02,33-148,CHI,@,CLE,L (-11),1,45:55,16.0,32.0,.500,2.0,6.0,.333,10,12.0,.833,1.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,44.0,33.4,-9,26.0,14.0,0.5384615384615384,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,11.0,78.0,4.588235294117647,29.4,66.39999999999998,3.905882352941175
38,38,38,2023-01-04,33-150,CHI,,BRK,W (+9),1,35:21,8.0,20.0,.400,0.0,1.0,.000,6,6.0,1.000,0.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,22.0,15.7,+13,19.0,8.0,0.4210526315789473,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,7.0,67.0,3.941176470588236,13.299999999999995,74.69999999999999,4.394117647058823
39,39,39,2023-01-06,33-152,CHI,@,PHI,W (+14),1,37:09,4.0,13.0,.308,0.0,2.0,.000,4,5.0,.800,0.0,5.0,5.0,6.0,1.0,1.0,2.0,0.0,12.0,9.5,+9,11.0,4.0,0.3636363636363636,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,5.0,106.0,6.235294117647059,7.9,100.3,5.8999999999999995
40,40,40,2023-01-07,33-153,CHI,,UTA,W (+8),1,39:38,13.0,22.0,.591,0.0,0.0,,9,10.0,.900,0.0,2.0,2.0,7.0,0.0,0.0,2.0,2.0,35.0,27.1,+16,22.0,13.0,0.5909090909090909,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,10.0,87.0,5.117647058823529,23.500000000000004,75.8,4.458823529411765
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-09,33-155,CHI,@,BOS,L (-8),1,23:06,6.0,9.0,.667,0.0,0.0,,1,1.0,1.000,0.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,13.0,10.7,-12,9.0,6.0,0.6666666666666666,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,8.0,63.0,3.7058823529411766,10.299999999999995,61.0,3.588235294117647
43,42,,2023-01-11,33-157,CHI,@,WAS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,54.0,3.176470588235294,0.0,63.10000000000001,3.7117647058823535
44,43,,2023-01-13,33-159,CHI,,OKC,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,71.0,4.176470588235294,0.0,82.0,4.823529411764706
45,44,,2023-01-15,33-161,CHI,,GSW,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,,129.0,7.588235294117647,0.0,146.89999999999998,8.641176470588235
46,45,42,2023-01-19,33-165,CHI,@,DET,W (+18),1,37:43,9.0,18.0,.500,0.0,1.0,.000,8,8.0,1.000,0.0,9.0,9.0,5.0,2.0,1.0,5.0,1.0,26.0,20.5,+15,17.0,9.0,0.5294117647058824,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,12.0,103.0,6.0588235294117645,17.300000000000008,112.0,6.588235294117647
47,46,43,2023-01-23,33-169,CHI,,ATL,W (+11),1,37:19,11.0,21.0,.524,1.0,2.0,.500,3,4.0,.750,0.0,1.0,1.0,6.0,3.0,0.0,1.0,2.0,26.0,21.0,+20,19.0,10.0,0.5263157894736842,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,10.0,99.0,5.823529411764706,19.800000000000004,99.6,5.858823529411764
48,47,44,2023-01-24,33-170,CHI,@,IND,L (-6),1,39:36,14.0,21.0,.667,0.0,0.0,,5,5.0,1.000,1.0,4.0,5.0,3.0,0.0,1.0,1.0,5.0,33.0,25.6,-9,21.0,14.0,0.6666666666666666,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,15.0,78.0,4.588235294117647,23.60000000000001,74.1,4.358823529411764
49,48,45,2023-01-26,33-172,CHI,@,CHO,L (-15),1,35:17,9.0,21.0,.429,0.0,1.0,.000,10,11.0,.909,1.0,2.0,3.0,5.0,1.0,0.0,2.0,4.0,28.0,18.7,-5,20.0,9.0,0.45,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,3.0,53.0,3.117647058823529,14.700000000000005,55.399999999999984,3.258823529411764
50,49,46,2023-01-28,33-174,CHI,@,ORL,W (+19),1,38:18,11.0,14.0,.786,5.0,5.0,1.000,5,6.0,.833,0.0,2.0,2.0,8.0,0.0,1.0,3.0,4.0,32.0,28.5,+17,9.0,6.0,0.6666666666666666,60,62,72,6,66,32,58,47,31,4,6,74,74,11,70,67.0,67.0,80.0,7.0,74.0,38.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.8955223880597015,0.9253731343283582,0.9,0.8571428571428571,0.8918918918918919,0.8421052631578947,0.90625,0.8103448275862069,0.96875,,,0.8,0.8571428571428571,0.902439024390244,0.902439024390244,0.9166666666666666,0.9090909090909092,4,19,65.0,67.0,35.0,31.0,0.1290322580645161,0.0,0.2835820895522388,0.0,17,20.0,105.0,6.176470588235294,26.500000000000007,120.5,7.088235294117647
