Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
1.0,1.0,2022-10-19,28-233,CHI,MIA,1.0,29.65,2.0,10.0,0.2,1.0,6.0,0.167,1.0,2.0,0.5,2.0,3.0,5.0,4.0,2.0,0.0,4.0,4.0,6.0,0.9,9.0,4.0,1.0,0.25,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,1.0,80.0,4.705882352941177,0.4999999999999982,83.7,4.923529411764706,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+8),W (+8)
2.0,2.0,2022-10-21,28-235,CHI,WAS,1.0,30.75,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.1,-8.0,2.0,1.0,0.5,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,1.0,60.0,3.5294117647058822,0.6999999999999993,68.1,4.005882352941176,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-2),L (-2)
3.0,3.0,2022-10-22,28-236,CHI,CLE,0.0,16.6,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.6,-15.0,0.0,0.0,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,68.0,4.0,2.8000000000000003,79.9,4.7,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-32),L (-32)
4.0,4.0,2022-10-24,28-238,CHI,BOS,0.0,18.35,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,4.0,0.0,2.0,2.0,2.0,7.0,8.7,29.0,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,10.0,101.0,5.941176470588236,7.899999999999999,97.4,5.729411764705882,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+18),W (+18)
5.0,5.0,2022-10-26,28-240,CHI,IND,0.0,23.266666666666666,3.0,4.0,0.75,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,8.0,11.3,18.0,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,13.0,86.0,5.0588235294117645,11.299999999999995,78.29999999999998,4.605882352941175,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+15),W (+15)
6.0,6.0,2022-10-28,28-242,CHI,SAS,1.0,23.53333333333333,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,,3.0,0.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,4.4,-11.0,2.0,0.0,0.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,5.0,75.0,4.411764705882353,4.4,78.2,4.6000000000000005,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-5),L (-5)
7.0,7.0,2022-10-29,28-243,CHI,PHI,1.0,35.166666666666664,2.0,5.0,0.4,1.0,2.0,0.5,4.0,4.0,1.0,0.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,9.0,13.7,7.0,3.0,1.0,0.3333333333333333,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,12.0,54.0,3.176470588235294,12.099999999999998,70.09999999999998,4.1235294117647046,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-5),L (-5)
8.0,8.0,2022-11-01,28-246,CHI,BRK,0.0,25.016666666666666,1.0,4.0,0.25,1.0,2.0,0.5,1.0,2.0,0.5,0.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,4.8,11.0,2.0,0.0,0.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,6.0,71.0,4.176470588235294,4.4,80.5,4.735294117647059,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+9),W (+9)
9.0,9.0,2022-11-02,28-247,CHI,CHO,0.0,24.183333333333334,2.0,3.0,0.667,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,6.0,5.9,12.0,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,5.0,89.0,5.235294117647059,5.499999999999998,84.39999999999999,4.96470588235294,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+18),W (+18)
10.0,10.0,2022-11-04,28-249,CHI,BOS,0.0,22.65,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,5.0,2.6,-14.0,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,71.0,4.176470588235294,2.5999999999999988,79.39999999999999,4.670588235294117,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-4),L (-4)
11.0,11.0,2022-11-06,28-251,CHI,TOR,1.0,32.233333333333334,1.0,11.0,0.091,0.0,6.0,0.0,2.0,2.0,1.0,3.0,8.0,11.0,11.0,2.0,2.0,2.0,2.0,4.0,9.5,15.0,5.0,1.0,0.2,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,15.0,75.0,4.411764705882353,8.7,80.29999999999998,4.723529411764705,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-9),L (-9)
12.0,12.0,2022-11-07,28-252,CHI,TOR,0.0,28.016666666666666,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0.0,6.0,6.0,5.0,2.0,2.0,3.0,1.0,4.0,7.9,16.0,1.0,0.0,0.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,12.0,90.0,5.294117647058823,7.499999999999998,93.3,5.488235294117647,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+14),W (+14)
13.0,13.0,2022-11-09,28-254,CHI,NOP,0.0,22.83333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,1.0,0.0,0.0,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,71.0,4.176470588235294,0.2999999999999996,76.0,4.470588235294118,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-4),L (-4)
14.0,14.0,2022-11-13,28-258,CHI,DEN,0.0,21.23333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,-2.0,0.0,0.0,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,2.0,67.0,3.941176470588236,1.0,69.19999999999999,4.070588235294117,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-23),L (-23)
