Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
15.0,15.0,2022-11-16,28-261,CHI,NOP,0.0,27.266666666666666,5.0,7.0,0.714,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,13.0,11.3,-4.0,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,10.0,57.0,3.3529411764705883,11.3,64.39999999999999,3.788235294117648,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-14),L (-14)
16.0,16.0,2022-11-18,28-263,CHI,ORL,0.0,22.866666666666667,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,,1.0,0.0,1.0,5.0,0.0,0.0,1.0,5.0,7.0,5.9,-8.0,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,7.0,91.0,5.352941176470588,5.899999999999999,90.8,5.341176470588235,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-1),L (-1)
17.0,17.0,2022-11-21,28-266,CHI,BOS,0.0,28.566666666666663,4.0,7.0,0.571,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,4.0,4.0,0.0,0.0,3.0,10.0,12.6,6.0,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,12.0,95.0,5.588235294117647,12.6,88.7,5.2176470588235295,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+14),W (+14)
18.0,18.0,2022-11-23,28-268,CHI,MIL,0.0,27.3,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.8,14.0,0.0,0.0,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,3.0,102.0,6.0,0.7999999999999994,106.9,6.288235294117648,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+5),W (+5)
19.0,19.0,2022-11-25,28-270,CHI,OKC,0.0,28.183333333333334,4.0,5.0,0.8,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,12.0,13.0,1.0,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,12.0,55.0,3.235294117647059,12.2,66.1,3.888235294117647,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-4),L (-4)
20.0,20.0,2022-11-28,28-273,CHI,UTA,0.0,26.73333333333333,1.0,2.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,0.0,6.0,6.0,2.0,0.0,1.0,1.0,0.0,5.0,6.5,11.0,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,7.0,62.0,3.647058823529412,5.299999999999999,67.39999999999998,3.96470588235294,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+7),W (+7)
21.0,21.0,2022-11-30,28-275,CHI,PHO,0.0,21.216666666666665,4.0,7.0,0.571,2.0,4.0,0.5,4.0,5.0,0.8,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,14.0,10.0,-12.0,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,5.0,71.0,4.176470588235294,8.400000000000002,72.1,4.241176470588235,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,,
22.0,22.0,2022-12-02,28-277,CHI,GSW,1.0,27.85,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,2.0,2.6,-17.0,1.0,1.0,1.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,4.0,69.0,4.0588235294117645,2.6,80.30000000000001,4.723529411764707,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-19),L (-19)
23.0,23.0,2022-12-04,28-279,CHI,SAC,1.0,29.7,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,3.9,-4.0,3.0,0.0,0.0,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,7.0,55.0,3.235294117647059,3.9,74.39999999999999,4.376470588235294,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-8),L (-8)
24.0,24.0,2022-12-07,28-282,CHI,WAS,1.0,32.166666666666664,2.0,4.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,9.0,4.0,0.0,1.0,3.0,5.0,12.3,17.0,3.0,2.0,0.6666666666666666,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,16.0,76.0,4.470588235294118,11.9,84.9,4.994117647058824,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,L (-9),L (-9)
25.0,25.0,2022-12-10,28-285,CHI,DAL,1.0,6.216666666666667,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.6,16.0,0.0,0.0,,52,65,5,59,28,60,54,42,28,4,5,67,67,10,62,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.7761194029850746,0.8125,0.7142857142857143,0.7972972972972973,0.7368421052631579,0.8108108108108109,0.84375,0.7241379310344828,0.875,,,0.8,0.7142857142857143,0.8170731707317073,0.8170731707317073,0.8333333333333334,0.8051948051948052,3,16,65.0,67.0,35.0,31.0,0.0967741935483871,0.0,0.2388059701492537,0.0,17,2.0,136.0,8.0,2.2,134.89999999999998,7.935294117647057,11.5,3.6,1.1,-2.2,3.3,0.0403191030616645,0.588,0.528,0.255,1.2,1.0,W (+4),W (+4)
