Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,20.0,2022-11-30,22-317,CHI,PHO,1.0,26.78333333333333,5.0,8.0,0.625,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,11.0,7.1,-7.0,7.0,5.0,0.7142857142857143,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,73.0,4.294117647058823,6.699999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,,
22.0,21.0,2022-12-02,22-319,CHI,GSW,0.0,20.916666666666668,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,1.0,2.0,9.0,9.6,-1.0,3.0,3.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,61.0,3.588235294117647,9.599999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-19),L (-19)
23.0,22.0,2022-12-04,22-321,CHI,SAC,0.0,23.316666666666663,2.0,7.0,0.286,1.0,3.0,0.333,1.0,2.0,0.5,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,3.8,-5.0,4.0,1.0,0.25,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,60.0,3.5294117647058822,3.3999999999999995,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-8),L (-8)
24.0,23.0,2022-12-07,22-324,CHI,WAS,0.0,19.866666666666667,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,8.0,6.5,-14.0,4.0,3.0,0.75,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,87.0,5.117647058823529,5.699999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-9),L (-9)
25.0,24.0,2022-12-10,22-327,CHI,DAL,0.0,31.416666666666668,6.0,9.0,0.667,3.0,5.0,0.6,2.0,3.0,0.667,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,17.0,14.5,10.0,4.0,3.0,0.75,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,127.0,7.470588235294118,13.699999999999996,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+4),W (+4)
26.0,25.0,2022-12-11,22-328,CHI,ATL,1.0,13.8,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,-5.0,4.0,1.0,0.25,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,97.0,5.705882352941177,2.0,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+29),W (+29)
27.0,,2022-12-14,22-331,CHI,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,93.0,5.470588235294118,0.0,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-1),L (-1)
28.0,26.0,2022-12-16,22-333,CHI,NYK,0.0,14.683333333333334,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,2.3,11.0,3.0,1.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,64.0,3.764705882352941,2.3000000000000003,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-8),L (-8)
29.0,27.0,2022-12-18,22-335,CHI,MIN,0.0,19.33333333333333,2.0,7.0,0.286,0.0,3.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,1.8,-21.0,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,78.0,4.588235294117647,1.4000000000000008,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-23),L (-23)
30.0,28.0,2022-12-20,22-337,CHI,MIA,0.0,5.383333333333334,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.2,-7.0,0.0,0.0,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,79.0,4.647058823529412,0.7999999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-24),L (-24)
31.0,29.0,2022-12-21,22-338,CHI,ATL,0.0,34.43333333333333,4.0,6.0,0.667,1.0,3.0,0.333,0.0,0.0,,2.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,9.0,9.3,13.0,3.0,3.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,81.0,4.764705882352941,9.3,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+10),W (+10)
32.0,30.0,2022-12-23,22-340,CHI,NYK,1.0,32.71666666666667,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,9.0,9.9,9.0,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,91.0,5.352941176470588,9.9,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+2),W (+2)
33.0,31.0,2022-12-26,22-343,CHI,HOU,1.0,23.05,3.0,7.0,0.429,2.0,4.0,0.5,1.0,2.0,0.5,2.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,9.0,4.7,-15.0,3.0,1.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,83.0,4.882352941176471,4.299999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+1),W (+1)
34.0,32.0,2022-12-28,22-345,CHI,MIL,1.0,37.78333333333333,2.0,7.0,0.286,0.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,6.0,2.0,0.0,1.0,0.0,2.0,6.0,5.4,14.0,5.0,2.0,0.4,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,81.0,4.764705882352941,4.6000000000000005,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-15),L (-15)
35.0,33.0,2022-12-30,22-347,CHI,DET,1.0,25.4,5.0,11.0,0.455,1.0,3.0,0.333,0.0,0.0,,3.0,3.0,6.0,2.0,0.0,0.0,1.0,3.0,11.0,7.5,10.0,8.0,4.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,109.0,6.411764705882353,7.5,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+6),W (+6)
36.0,34.0,2022-12-31,22-348,CHI,CLE,1.0,34.13333333333333,7.0,10.0,0.7,2.0,3.0,0.667,3.0,6.0,0.5,0.0,2.0,2.0,2.0,5.0,0.0,2.0,2.0,19.0,17.8,-7.0,7.0,5.0,0.7142857142857143,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,70.0,4.117647058823529,16.599999999999998,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+14),W (+14)
37.0,35.0,2023-01-02,22-350,CHI,CLE,1.0,32.75,4.0,8.0,0.5,0.0,3.0,0.0,3.0,4.0,0.75,0.0,3.0,3.0,5.0,0.0,0.0,1.0,5.0,11.0,8.0,-9.0,5.0,4.0,0.8,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,83.0,4.882352941176471,6.800000000000001,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-1),L (-1)
38.0,36.0,2023-01-04,22-352,CHI,BRK,1.0,34.333333333333336,7.0,14.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,3.0,4.0,7.0,1.0,2.0,1.0,2.0,3.0,17.0,13.5,8.0,11.0,6.0,0.5454545454545454,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,10.0,64.0,3.764705882352941,12.699999999999996,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-11),L (-11)
39.0,37.0,2023-01-06,22-354,CHI,PHI,1.0,32.416666666666664,4.0,9.0,0.444,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,1.8,15.0,7.0,4.0,0.5714285714285714,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-1.0,112.0,6.588235294117647,1.799999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+9),W (+9)
40.0,38.0,2023-01-07,22-355,CHI,UTA,1.0,27.416666666666668,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,7.0,5.4,-1.0,2.0,1.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,92.0,5.411764705882353,4.6,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+14),W (+14)
41.0,39.0,2023-01-09,22-357,CHI,BOS,1.0,28.433333333333334,3.0,6.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.7,-6.0,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,70.0,4.117647058823529,3.700000000000001,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+8),W (+8)
42.0,40.0,2023-01-11,22-359,CHI,WAS,1.0,29.383333333333333,4.0,6.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,8.0,6.3,-4.0,5.0,4.0,0.8,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,47.0,2.764705882352941,6.299999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,,
43.0,41.0,2023-01-13,22-361,CHI,OKC,1.0,23.25,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,4.0,2.0,-2.7,-18.0,4.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,73.0,4.294117647058823,-3.5,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-8),L (-8)
44.0,42.0,2023-01-15,22-363,CHI,GSW,1.0,40.36666666666667,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,,0.0,1.0,1.0,6.0,2.0,0.0,0.0,2.0,12.0,13.4,11.0,4.0,3.0,0.75,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,117.0,6.882352941176471,13.4,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-3),L (-3)
45.0,43.0,2023-01-19,23-002,CHI,DET,1.0,25.25,6.0,8.0,0.75,1.0,3.0,0.333,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,13.0,7.6,17.0,5.0,5.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,109.0,6.411764705882353,7.600000000000001,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,L (-14),L (-14)
46.0,44.0,2023-01-23,23-006,CHI,ATL,1.0,28.816666666666663,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,2.1,7.0,3.0,1.0,0.3333333333333333,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,104.0,6.117647058823529,2.1,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+14),W (+14)
47.0,45.0,2023-01-24,23-007,CHI,IND,1.0,24.616666666666667,3.0,7.0,0.429,0.0,3.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,7.0,5.2,4.0,4.0,3.0,0.75,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,89.0,5.235294117647059,4.799999999999999,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+18),W (+18)
48.0,46.0,2023-01-26,23-009,CHI,CHO,1.0,27.866666666666667,5.0,7.0,0.714,0.0,1.0,0.0,2.0,4.0,0.5,1.0,3.0,4.0,2.0,0.0,1.0,2.0,3.0,12.0,8.8,-24.0,6.0,5.0,0.8333333333333334,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,50.0,2.9411764705882355,8.0,10.2,2.9,-2.5,-3.0,0.6,0.0740620957309185,0.567,0.332,0.144,-0.2,0.7,W (+11),W (+11)
