Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2023-01-04,25-012,CHI,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,90.0,4.285714285714286,0.0,88.99999999999999,4.238095238095237,0.0021561017680034,W (+9),W (+9)
12.0,,2023-01-06,25-014,CHI,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,102.0,4.857142857142857,0.0,100.8,4.8,0.0021561017680034,W (+14),W (+14)
13.0,,2023-01-07,25-015,CHI,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,75.0,3.571428571428572,0.0,76.3,3.633333333333333,0.0021561017680034,W (+8),W (+8)
14.0,,2023-01-09,25-017,CHI,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,69.0,3.2857142857142856,0.0,70.19999999999999,3.3428571428571425,0.0021561017680034,L (-8),L (-8)
15.0,,2023-01-11,25-019,CHI,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,67.0,3.1904761904761907,0.0,75.7,3.604761904761905,0.0021561017680034,L (-3),L (-3)
16.0,,2023-01-13,25-021,CHI,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,98.0,4.666666666666667,0.0,96.7,4.604761904761905,0.0021561017680034,L (-14),L (-14)
17.0,,2023-01-15,25-023,CHI,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,107.0,5.095238095238095,0.0,101.3,4.823809523809524,0.0021561017680034,W (+14),W (+14)
18.0,1.0,2023-01-19,25-027,CHI,DET,0,1.1,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,-2,1.0,1.0,1.0,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,1.0,104.0,4.9523809523809526,1.7,106.0,5.047619047619048,0.0021561017680034,W (+18),W (+18)
19.0,,2023-01-23,25-031,CHI,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,67.0,3.1904761904761907,0.0,78.3,3.7285714285714286,0.0021561017680034,W (+11),W (+11)
20.0,,2023-01-24,25-032,CHI,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,69.0,3.2857142857142856,0.0,72.69999999999999,3.461904761904761,0.0021561017680034,L (-6),L (-6)
21.0,,2023-01-26,25-034,CHI,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,76.0,3.619047619047619,0.0,80.5,3.8333333333333335,0.0021561017680034,,
22.0,,2023-01-28,25-036,CHI,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,73.0,3.4761904761904763,0.0,82.9,3.947619047619048,0.0021561017680034,L (-15),L (-15)
23.0,,2023-01-31,25-039,CHI,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,62.0,2.952380952380953,0.0,78.29999999999998,3.728571428571428,0.0021561017680034,W (+19),W (+19)
24.0,,2023-02-02,25-041,CHI,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,92.0,4.380952380952381,0.0,96.8,4.609523809523809,0.0021561017680034,L (-5),L (-5)
25.0,,2023-02-04,25-043,CHI,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,138.0,6.571428571428571,0.0,137.1,6.5285714285714285,0.0021561017680034,W (+16),W (+16)
26.0,,2023-02-06,25-045,CHI,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,99.0,4.714285714285714,0.0,94.9,4.519047619047619,0.0021561017680034,W (+8),W (+8)
27.0,,2023-02-07,25-046,CHI,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,93.0,4.428571428571429,0.0,105.3,5.014285714285714,0.0021561017680034,W (+24),W (+24)
28.0,,2023-02-09,25-048,CHI,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,65.0,3.095238095238096,0.0,60.09999999999999,2.861904761904761,0.0021561017680034,L (-15),L (-15)
29.0,,2023-02-11,25-050,CHI,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,78.0,3.7142857142857135,0.0,104.39999999999998,4.971428571428571,0.0021561017680034,L (-11),L (-11)
30.0,,2023-02-13,25-052,CHI,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,79.0,3.761904761904762,0.0,93.7,4.461904761904762,0.0021561017680034,L (-8),L (-8)
31.0,,2023-02-15,25-054,CHI,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,,90.0,4.285714285714286,0.0,98.5,4.690476190476191,0.0021561017680034,L (-9),L (-9)
32.0,2.0,2023-02-16,25-055,CHI,MIL,0,21.73333333333333,0.0,4.0,.000,0.0,1.0,.000,1,4.0,.250,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,-1.7,+4,3.0,0.0,0.0,5,6,7,7,1,6,5,6,1,7,7,1,7,67.0,67.0,80.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.0746268656716417,0.0895522388059701,0.0875,0.0945945945945946,0.0263157894736842,0.081081081081081,0.078125,0.1034482758620689,0.03125,,,0.0,0.0,0.0853658536585365,0.0853658536585365,0.0833333333333333,0.0909090909090909,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,21,-3.0,106.0,5.047619047619048,-2.1,106.0,5.047619047619048,0.0021561017680034,L (-4),L (-4)
