Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-30,27-035,CHI,@,PHO,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,76.0,5.066666666666666,0.0,80.5,5.366666666666666
22,22,,2022-12-02,27-037,CHI,@,GSW,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,73.0,4.866666666666666,0.0,82.9,5.526666666666667
23,23,,2022-12-04,27-039,CHI,@,SAC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,62.0,4.133333333333334,0.0,78.29999999999998,5.219999999999999
24,24,,2022-12-07,27-042,CHI,,WAS,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,92.0,6.133333333333334,0.0,96.8,6.453333333333333
25,25,,2022-12-10,27-045,CHI,,DAL,W (+29),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,138.0,9.2,0.0,137.1,9.139999999999999
26,26,,2022-12-11,27-046,CHI,@,ATL,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,99.0,6.6,0.0,94.9,6.326666666666667
27,27,,2022-12-14,27-049,CHI,,NYK,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,93.0,6.2,0.0,105.3,7.02
28,28,,2022-12-16,27-051,CHI,,NYK,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,65.0,4.333333333333333,0.0,60.09999999999999,4.006666666666666
29,29,,2022-12-18,27-053,CHI,@,MIN,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,78.0,5.2,0.0,104.39999999999998,6.959999999999998
30,30,,2022-12-20,27-055,CHI,@,MIA,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,79.0,5.266666666666667,0.0,93.7,6.246666666666667
31,31,,2022-12-21,27-056,CHI,@,ATL,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,90.0,6.0,0.0,98.5,6.566666666666666
32,32,,2022-12-23,27-058,CHI,@,NYK,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,103.0,6.866666666666666,0.0,103.9,6.926666666666667
33,33,,2022-12-26,27-061,CHI,,HOU,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,86.0,5.733333333333333,0.0,89.19999999999999,5.946666666666666
34,34,,2022-12-28,27-063,CHI,,MIL,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,87.0,5.8,0.0,88.6,5.906666666666666
35,35,,2022-12-30,27-065,CHI,,DET,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,116.0,7.733333333333333,0.0,116.4,7.760000000000001
36,36,,2022-12-31,27-066,CHI,,CLE,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,80.0,5.333333333333333,0.0,95.7,6.38
37,37,,2023-01-02,27-068,CHI,@,CLE,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,89.0,5.933333333333334,0.0,95.79999999999998,6.386666666666666
38,38,,2023-01-04,27-070,CHI,,BRK,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,74.0,4.933333333333334,0.0,87.99999999999999,5.866666666666665
39,39,,2023-01-06,27-072,CHI,@,PHI,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,111.0,7.4,0.0,108.2,7.213333333333334
40,40,,2023-01-07,27-073,CHI,,UTA,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,97.0,6.466666666666667,0.0,99.3,6.62
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-09,27-075,CHI,@,BOS,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,71.0,4.733333333333333,0.0,71.3,4.753333333333333
43,42,,2023-01-11,27-077,CHI,@,WAS,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,54.0,3.6,0.0,63.10000000000001,4.206666666666667
44,43,,2023-01-13,27-079,CHI,,OKC,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,71.0,4.733333333333333,0.0,82.0,5.466666666666667
45,44,,2023-01-15,27-081,CHI,,GSW,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,129.0,8.6,0.0,146.89999999999998,9.793333333333331
46,45,4,2023-01-19,27-085,CHI,@,DET,W (+18),0,1:06,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,0.0,115.0,7.666666666666667,0.0,129.3,8.620000000000001
47,46,,2023-01-23,27-089,CHI,,ATL,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,109.0,7.266666666666667,0.0,119.4,7.96
48,47,,2023-01-24,27-090,CHI,@,IND,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,93.0,6.2,0.0,97.7,6.513333333333334
49,48,,2023-01-26,27-092,CHI,@,CHO,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,56.0,3.733333333333333,0.0,70.1,4.673333333333333
50,49,,2023-01-28,27-094,CHI,@,ORL,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,125.0,8.333333333333334,0.0,147.0,9.8
51,50,,2023-01-31,27-097,CHI,,LAC,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,3,5,4,5,4,4,4,3,2,5,5,4,5,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,7.0,82.0,82.0,12.0,77.0,0.0597014925373134,0.044776119402985,0.0625,0.0,0.054054054054054,0.131578947368421,0.054054054054054,0.0625,0.0689655172413793,0.09375,,,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.3333333333333333,0.0649350649350649,1,65.0,67.0,35.0,31.0,0.0,0.0,0.0149253731343283,0.0,15,,128.0,8.533333333333333,0.0,121.7,8.113333333333333
