Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,16,2022-11-30,24-163,IND,@,SAC,L (-23),0,15:03,2.0,4.0,.500,0.0,1.0,.000,4,5.0,.800,0.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,8.0,6.7,-6,3.0,2.0,0.6666666666666666,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,4.0,67.0,3.7222222222222223,5.1,66.69999999999999,3.705555555555555
22,22,17,2022-12-02,24-165,IND,@,UTA,L (-20),0,14:46,2.0,4.0,.500,0.0,0.0,,7,8.0,.875,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,11.0,10.2,+5,4.0,2.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,3.0,70.0,3.888888888888889,7.399999999999999,84.19999999999999,4.677777777777777
23,23,18,2022-12-04,24-167,IND,@,POR,L (-16),0,26:52,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,1.0,2.0,5.0,6.8,-4,1.0,1.0,1.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,10.0,60.0,3.333333333333333,6.800000000000002,71.20000000000002,3.9555555555555566
24,24,19,2022-12-05,24-168,IND,@,GSW,W (+8),0,31:31,5.0,9.0,.556,3.0,6.0,.500,1,2.0,.500,2.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,14.0,13.8,+7,3.0,2.0,0.6666666666666666,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,14.0,67.0,3.7222222222222223,13.399999999999997,74.39999999999999,4.133333333333333
25,25,20,2022-12-07,24-170,IND,@,MIN,L (-6),0,6:56,0.0,1.0,.000,0.0,1.0,.000,2,4.0,.500,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.7,-6,0.0,0.0,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,2.0,64.0,3.555555555555556,1.9,82.4,4.577777777777778
26,26,21,2022-12-09,24-172,IND,,WAS,W (+10),0,25:48,3.0,7.0,.429,3.0,6.0,.500,7,8.0,.875,3.0,5.0,8.0,0.0,0.0,0.0,0.0,2.0,16.0,14.7,+13,1.0,0.0,0.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,9.0,62.0,3.4444444444444446,11.9,74.8,4.155555555555555
27,27,22,2022-12-10,24-173,IND,,BRK,L (-3),0,19:11,4.0,7.0,.571,3.0,5.0,.600,3,5.0,.600,0.0,3.0,3.0,0.0,0.0,0.0,1.0,6.0,14.0,7.4,-1,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,4.0,84.0,4.666666666666667,6.200000000000001,98.39999999999998,5.466666666666665
28,28,23,2022-12-12,24-175,IND,,MIA,L (-5),0,15:03,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,-4.0,-10,3.0,0.0,0.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,-3.0,59.0,3.2777777777777777,-4.0,65.19999999999999,3.622222222222222
29,29,24,2022-12-14,24-177,IND,,GSW,W (+6),0,20:16,4.0,8.0,.500,0.0,2.0,.000,3,4.0,.750,0.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,11.0,9.1,+15,6.0,4.0,0.6666666666666666,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,4.0,85.0,4.722222222222222,7.899999999999999,93.79999999999998,5.21111111111111
30,30,25,2022-12-16,24-179,IND,@,CLE,L (-6),0,13:49,1.0,2.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.3,+1,0.0,0.0,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,1.0,79.0,4.388888888888889,2.500000000000001,88.4,4.911111111111111
31,31,26,2022-12-18,24-181,IND,,NYK,L (-3),0,3:16,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,-10,0.0,0.0,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,-1.0,65.0,3.611111111111111,-0.2,63.50000000000001,3.527777777777778
32,32,27,2022-12-21,24-184,IND,@,BOS,W (+5),0,16:59,3.0,5.0,.600,1.0,2.0,.500,1,2.0,.500,2.0,3.0,5.0,0.0,1.0,0.0,2.0,1.0,8.0,6.2,+2,3.0,2.0,0.6666666666666666,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,5.0,85.0,4.722222222222222,5.799999999999999,86.79999999999997,4.82222222222222
33,33,28,2022-12-23,24-186,IND,@,MIA,W (+3),0,26:26,2.0,6.0,.333,0.0,2.0,.000,2,5.0,.400,2.0,4.0,6.0,2.0,0.0,0.0,1.0,1.0,6.0,4.0,-14,4.0,2.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,2.0,92.0,5.111111111111111,3.2,78.8,4.377777777777777
34,34,29,2022-12-26,24-189,IND,@,NOP,L (-20),0,12:04,1.0,4.0,.250,0.0,2.0,.000,0,2.0,.000,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.7,-1,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,0.0,61.0,3.388888888888889,0.7,58.0,3.2222222222222223
35,35,30,2022-12-27,24-190,IND,,ATL,W (+15),0,19:30,5.0,6.0,.833,2.0,3.0,.667,4,6.0,.667,0.0,5.0,5.0,1.0,0.0,0.0,2.0,1.0,16.0,12.8,+28,3.0,3.0,1.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,8.0,84.0,4.666666666666667,11.2,87.2,4.844444444444445
36,36,31,2022-12-29,24-192,IND,,CLE,W (+9),0,13:39,2.0,6.0,.333,1.0,3.0,.333,2,2.0,1.000,1.0,3.0,4.0,2.0,1.0,0.0,0.0,2.0,7.0,6.8,-3,3.0,1.0,0.3333333333333333,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,6.0,94.0,5.222222222222222,6.000000000000002,110.4,6.133333333333334
37,37,32,2022-12-31,24-194,IND,,LAC,W (+1),0,6:38,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-3,0.0,0.0,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,1.0,95.0,5.277777777777778,0.3,103.3,5.738888888888889
38,38,33,2023-01-02,24-196,IND,,TOR,W (+8),0,16:17,2.0,8.0,.250,1.0,2.0,.500,0,0.0,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,1.8,+9,6.0,1.0,0.1666666666666666,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,0.0,94.0,5.222222222222222,1.7999999999999996,88.50000000000001,4.916666666666668
39,39,34,2023-01-04,24-198,IND,@,PHI,L (-3),0,12:44,1.0,3.0,.333,0.0,1.0,.000,1,3.0,.333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.5,-3,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,-1.0,106.0,5.888888888888889,1.0999999999999996,108.5,6.027777777777778
40,40,35,2023-01-06,24-200,IND,,POR,W (+9),0,20:13,2.0,4.0,.500,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,3.8,0,3.0,1.0,0.3333333333333333,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,5.0,72.0,4.0,3.8000000000000007,72.6,4.033333333333333
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,36,2023-01-08,24-202,IND,,CHO,W (+5),0,23:00,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,3.0,7.0,10.0,0.0,1.0,0.0,2.0,2.0,5.0,4.0,-10,2.0,1.0,0.5,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,8.0,73.0,4.055555555555555,4.000000000000001,81.60000000000001,4.533333333333334
43,42,,2023-01-11,24-205,IND,@,NYK,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,,75.0,4.166666666666667,0.0,88.1,4.894444444444444
44,43,37,2023-01-13,24-207,IND,,ATL,L (-2),0,31:05,7.0,12.0,.583,0.0,3.0,.000,3,3.0,1.000,5.0,5.0,10.0,1.0,1.0,0.0,0.0,2.0,17.0,17.3,+3,9.0,7.0,0.7777777777777778,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,14.0,51.0,2.833333333333333,16.1,61.79999999999999,3.4333333333333327
45,44,38,2023-01-14,24-208,IND,,MEM,L (-18),0,18:41,0.0,6.0,.000,0.0,5.0,.000,3,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,-1.7,-5,1.0,0.0,0.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,-6.0,76.0,4.222222222222222,-2.8999999999999995,84.79999999999998,4.71111111111111
46,45,39,2023-01-16,24-210,IND,@,MIL,L (-13),0,17:20,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,6.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,7.9,+7,1.0,1.0,1.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,12.0,88.0,4.888888888888889,7.899999999999999,89.79999999999998,4.988888888888888
47,46,40,2023-01-18,24-212,IND,@,OKC,L (-20),0,22:13,1.0,11.0,.091,1.0,6.0,.167,2,2.0,1.000,4.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,5.0,3.9,-3,5.0,0.0,0.0,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,2.0,82.0,4.555555555555555,3.0999999999999988,74.49999999999999,4.138888888888888
48,47,41,2023-01-20,24-214,IND,@,DEN,L (-23),1,15:36,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.6,-2,3.0,1.0,0.3333333333333333,58,59,61,63,31,3,17,50,55,15,6,50,58,20,6,41,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,75.0,31.0,7.0,56.0,0.7945205479452054,0.7866666666666666,0.782051282051282,0.7875,0.6739130434782609,0.4285714285714285,0.0,0.4473684210526316,0.7936507936507936,0.8088235294117647,0.8333333333333334,1.0,0.8064516129032258,0.7733333333333333,0.6451612903225806,0.8571428571428571,0.7321428571428571,7,15,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2419354838709677,0.0,18,0.0,46.0,2.555555555555556,0.5999999999999996,65.49999999999999,3.638888888888888
