Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-30,20-164,IND,@,SAC,L (-23),0,25:58,6.0,17.0,.353,0.0,4.0,.000,10,11.0,.909,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,22.0,11.3,-11,13.0,6.0,0.4615384615384615,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-5.0,76.0,4.222222222222222,7.299999999999999,64.49999999999999,3.5833333333333326
22,22,22,2022-12-02,20-166,IND,@,UTA,L (-20),0,25:09,3.0,10.0,.300,0.0,1.0,.000,6,9.0,.667,1.0,3.0,4.0,3.0,0.0,0.0,0.0,4.0,12.0,7.1,-23,9.0,3.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,73.0,4.055555555555555,4.699999999999999,86.89999999999998,4.827777777777777
23,23,23,2022-12-04,20-168,IND,@,POR,L (-16),0,32:11,5.0,15.0,.333,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,10.0,3.3,-10,13.0,5.0,0.3846153846153846,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,70.0,3.888888888888889,3.3,74.70000000000002,4.150000000000001
24,24,24,2022-12-05,20-169,IND,@,GSW,W (+8),1,39:56,4.0,16.0,.250,0.0,6.0,.000,6,8.0,.750,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,14.0,4.5,+9,10.0,4.0,0.4,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-7.0,88.0,4.888888888888889,2.099999999999999,85.69999999999999,4.76111111111111
25,25,25,2022-12-07,20-171,IND,@,MIN,L (-6),0,31:55,5.0,16.0,.313,1.0,5.0,.200,3,6.0,.500,1.0,4.0,5.0,1.0,1.0,0.0,2.0,0.0,14.0,5.2,-7,11.0,4.0,0.3636363636363636,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-3.0,69.0,3.8333333333333335,3.9999999999999982,80.30000000000001,4.461111111111112
26,26,26,2022-12-09,20-173,IND,,WAS,W (+10),0,32:19,8.0,15.0,.533,2.0,7.0,.286,0,0.0,,3.0,5.0,8.0,1.0,1.0,0.0,4.0,1.0,18.0,11.6,+18,8.0,6.0,0.75,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,9.0,62.0,3.4444444444444446,11.599999999999996,75.1,4.172222222222222
27,27,27,2022-12-10,20-174,IND,,BRK,L (-3),0,26:22,4.0,9.0,.444,0.0,3.0,.000,5,5.0,1.000,1.0,6.0,7.0,3.0,0.0,0.0,2.0,2.0,13.0,10.1,+12,6.0,4.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,7.0,81.0,4.5,8.099999999999994,96.5,5.361111111111111
28,28,28,2022-12-12,20-176,IND,,MIA,L (-5),0,28:02,2.0,7.0,.286,1.0,6.0,.167,4,4.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,3.8,+3,1.0,1.0,1.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,58.0,3.2222222222222223,2.200000000000002,58.99999999999999,3.2777777777777772
29,29,29,2022-12-14,20-178,IND,,GSW,W (+6),0,36:21,8.0,14.0,.571,4.0,7.0,.571,4,4.0,1.000,0.0,6.0,6.0,3.0,1.0,0.0,1.0,5.0,24.0,19.3,+34,7.0,4.0,0.5714285714285714,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,15.0,74.0,4.111111111111111,17.700000000000003,83.99999999999999,4.666666666666666
30,30,30,2022-12-16,20-180,IND,@,CLE,L (-6),0,29:15,7.0,16.0,.438,2.0,6.0,.333,6,8.0,.750,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,22.0,15.7,-8,10.0,5.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,76.0,4.222222222222222,13.3,77.6,4.311111111111111
31,31,31,2022-12-18,20-182,IND,,NYK,L (-3),0,29:15,4.0,16.0,.250,0.0,2.0,.000,7,7.0,1.000,1.0,5.0,6.0,0.0,0.0,1.0,2.0,1.0,15.0,5.9,+6,14.0,4.0,0.2857142857142857,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-3.0,67.0,3.7222222222222223,3.1,60.20000000000001,3.344444444444445
32,32,32,2022-12-21,20-185,IND,@,BOS,W (+5),0,23:41,3.0,9.0,.333,1.0,4.0,.250,0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,7.0,2.7,+1,5.0,2.0,0.4,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,2.0,88.0,4.888888888888889,2.7,89.89999999999999,4.994444444444444
33,33,33,2022-12-23,20-187,IND,@,MIA,W (+3),1,19:34,2.0,6.0,.333,1.0,1.0,1.000,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,+1,5.0,1.0,0.2,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,96.0,5.333333333333333,-0.3999999999999997,82.4,4.577777777777778
34,34,34,2022-12-26,20-190,IND,@,NOP,L (-20),0,22:25,4.0,11.0,.364,1.0,5.0,.200,6,6.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,15.0,9.4,-13,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,60.0,3.333333333333333,7.0,51.7,2.8722222222222222
35,35,35,2022-12-27,20-191,IND,,ATL,W (+15),0,25:33,6.0,10.0,.600,0.0,4.0,.000,6,6.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,18.0,13.3,+11,6.0,6.0,1.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,87.0,4.833333333333333,10.9,87.5,4.861111111111111
36,36,36,2022-12-29,20-193,IND,,CLE,W (+9),0,31:07,7.0,14.0,.500,1.0,3.0,.333,8,9.0,.889,0.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,23.0,15.4,+12,11.0,6.0,0.5454545454545454,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,97.0,5.388888888888889,12.2,104.20000000000002,5.78888888888889
37,37,37,2022-12-31,20-195,IND,,LAC,W (+1),0,20:26,4.0,9.0,.444,0.0,3.0,.000,7,10.0,.700,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,15.0,9.0,-6,6.0,4.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-1.0,97.0,5.388888888888889,6.1999999999999975,97.4,5.411111111111111
38,38,38,2023-01-02,20-197,IND,,TOR,W (+8),0,27:03,6.0,9.0,.667,2.0,2.0,1.000,7,10.0,.700,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,21.0,15.8,+21,7.0,4.0,0.5714285714285714,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,90.0,5.0,12.999999999999996,77.30000000000003,4.294444444444446
39,39,39,2023-01-04,20-199,IND,@,PHI,L (-3),0,30:52,5.0,15.0,.333,0.0,2.0,.000,9,10.0,.900,3.0,1.0,4.0,2.0,1.0,0.0,1.0,4.0,19.0,12.3,-7,13.0,5.0,0.3846153846153846,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,105.0,5.833333333333333,8.700000000000001,100.9,5.605555555555556
40,40,40,2023-01-06,20-201,IND,,POR,W (+9),0,21:04,6.0,10.0,.600,0.0,1.0,.000,7,7.0,1.000,0.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,19.0,11.4,+1,9.0,6.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,2.0,75.0,4.166666666666667,8.6,67.79999999999998,3.7666666666666657
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-08,20-203,IND,,CHO,W (+5),0,26:03,1.0,9.0,.111,0.0,3.0,.000,2,3.0,.667,1.0,4.0,5.0,3.0,0.0,1.0,2.0,2.0,4.0,-0.4,-11,6.0,1.0,0.1666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-1.0,82.0,4.555555555555555,-1.2000000000000004,86.80000000000001,4.822222222222223
43,42,42,2023-01-11,20-206,IND,@,NYK,L (-6),0,27:47,7.0,13.0,.538,1.0,4.0,.250,5,9.0,.556,1.0,5.0,6.0,1.0,0.0,0.0,2.0,3.0,20.0,11.8,+4,9.0,6.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,72.0,4.0,9.8,78.3,4.35
44,43,43,2023-01-13,20-208,IND,,ATL,L (-2),1,39:13,9.0,18.0,.500,0.0,1.0,.000,8,11.0,.727,2.0,3.0,5.0,3.0,1.0,0.0,3.0,3.0,26.0,17.0,+13,17.0,9.0,0.5294117647058824,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,62.0,3.4444444444444446,13.8,64.1,3.561111111111111
45,44,44,2023-01-14,20-209,IND,,MEM,L (-18),1,23:45,5.0,13.0,.385,2.0,4.0,.500,4,4.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,16.0,7.4,-20,9.0,3.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,70.0,3.888888888888889,5.799999999999999,76.1,4.227777777777778
46,45,45,2023-01-16,20-211,IND,@,MIL,L (-13),1,28:04,3.0,8.0,.375,0.0,2.0,.000,6,6.0,1.000,2.0,6.0,8.0,1.0,0.0,0.0,4.0,2.0,12.0,6.7,-8,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,97.0,5.388888888888889,4.299999999999997,93.39999999999998,5.188888888888887
47,46,46,2023-01-18,20-213,IND,@,OKC,L (-20),1,22:28,4.0,10.0,.400,3.0,6.0,.500,2,2.0,1.000,0.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,13.0,6.3,-19,4.0,1.0,0.25,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,80.0,4.444444444444445,5.500000000000001,72.1,4.0055555555555555
48,47,47,2023-01-20,20-215,IND,@,DEN,L (-23),0,31:32,5.0,10.0,.500,0.0,2.0,.000,9,11.0,.818,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,19.0,13.5,-22,8.0,5.0,0.625,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,0.0,46.0,2.555555555555556,9.9,56.2,3.1222222222222222
49,48,48,2023-01-21,20-216,IND,@,PHO,L (-5),0,37:36,6.0,17.0,.353,0.0,3.0,.000,11,11.0,1.000,1.0,4.0,5.0,0.0,1.0,0.0,0.0,5.0,23.0,14.4,-9,14.0,6.0,0.4285714285714285,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,64.0,3.555555555555556,9.999999999999998,59.49999999999999,3.3055555555555554
