Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
22,22,3,2022-12-02,19-205,IND,@,UTA,L (-20),0,7:18,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.3,+1,2.0,2.0,1.0,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,4.0,69.0,4.928571428571429,4.299999999999999,69.29999999999998,4.949999999999998
23,23,4,2022-12-04,19-207,IND,@,POR,L (-16),0,2:09,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+1,1.0,0.0,0.0,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,-1.0,71.0,5.071428571428571,-0.7,71.30000000000001,5.092857142857143
24,24,5,2022-12-05,19-208,IND,@,GSW,W (+8),0,17:59,1.0,3.0,.333,0.0,1.0,.000,1,2.0,.500,2.0,3.0,5.0,2.0,0.0,0.0,1.0,3.0,3.0,2.4,+7,2.0,1.0,0.5,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,4.0,77.0,5.5,2.0,82.49999999999999,5.8928571428571415
25,25,6,2022-12-07,19-210,IND,@,MIN,L (-6),0,4:58,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,-1.2,-9,0.0,0.0,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,0.0,66.0,4.714285714285714,-1.2000000000000002,78.1,5.578571428571428
26,26,,2022-12-09,19-212,IND,,WAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,71.0,5.071428571428571,0.0,87.4,6.242857142857143
27,27,,2022-12-10,19-213,IND,,BRK,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,88.0,6.285714285714286,0.0,98.79999999999998,7.057142857142856
28,28,,2022-12-12,19-215,IND,,MIA,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,56.0,4.0,0.0,50.29999999999999,3.592857142857142
29,29,,2022-12-14,19-217,IND,,GSW,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,89.0,6.357142857142857,0.0,93.5,6.678571428571429
30,30,,2022-12-16,19-219,IND,@,CLE,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,80.0,5.714285714285714,0.0,90.9,6.492857142857143
31,31,,2022-12-18,19-221,IND,,NYK,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,64.0,4.571428571428571,0.0,63.20000000000001,4.514285714285715
32,32,,2022-12-21,19-224,IND,@,BOS,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,90.0,6.428571428571429,0.0,80.69999999999999,5.764285714285713
33,33,,2022-12-23,19-226,IND,@,MIA,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,94.0,6.714285714285714,0.0,78.80000000000001,5.628571428571429
34,34,,2022-12-26,19-229,IND,@,NOP,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,61.0,4.357142857142857,0.0,54.2,3.8714285714285714
35,35,,2022-12-27,19-230,IND,,ATL,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,92.0,6.571428571428571,0.0,98.7,7.05
36,36,,2022-12-29,19-232,IND,,CLE,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,100.0,7.142857142857143,0.0,116.10000000000002,8.292857142857144
37,37,,2022-12-31,19-234,IND,,LAC,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,96.0,6.857142857142857,0.0,105.9,7.564285714285715
38,38,,2023-01-02,19-236,IND,,TOR,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,94.0,6.714285714285714,0.0,87.5,6.25
39,39,,2023-01-04,19-238,IND,@,PHI,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,105.0,7.5,0.0,98.9,7.064285714285715
40,40,,2023-01-06,19-240,IND,,POR,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,77.0,5.5,0.0,77.39999999999999,5.528571428571428
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,19-242,IND,,CHO,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,81.0,5.785714285714286,0.0,85.70000000000002,6.121428571428573
43,42,,2023-01-11,19-245,IND,@,NYK,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,75.0,5.357142857142857,0.0,76.39999999999999,5.457142857142856
44,43,,2023-01-13,19-247,IND,,ATL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,65.0,4.642857142857143,0.0,76.7,5.478571428571429
45,44,,2023-01-14,19-248,IND,,MEM,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,70.0,5.0,0.0,42.3,3.0214285714285714
46,45,,2023-01-16,19-250,IND,@,MIL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,100.0,7.142857142857143,0.0,87.79999999999998,6.2714285714285705
47,46,,2023-01-18,19-252,IND,@,OKC,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,84.0,6.0,0.0,63.19999999999999,4.514285714285713
48,47,,2023-01-20,19-254,IND,@,DEN,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,46.0,3.2857142857142856,0.0,50.8,3.6285714285714286
49,48,,2023-01-21,19-255,IND,@,PHO,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,65.0,4.642857142857143,0.0,64.39999999999999,4.6
50,49,,2023-01-24,19-258,IND,,CHI,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,82.0,5.857142857142857,0.0,76.10000000000001,5.435714285714286
51,50,,2023-01-25,19-259,IND,@,ORL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,82.0,5.857142857142857,0.0,72.29999999999998,5.164285714285713
52,51,,2023-01-27,19-261,IND,,MIL,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,6,3,5,5,1,5,6,4,4,2,4,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0821917808219178,0.0533333333333333,0.0769230769230769,0.075,0.0,0.0,0.0,0.0789473684210526,0.0793650793650793,0.0735294117647058,0.0555555555555555,0.0806451612903225,0.0923076923076923,0.0533333333333333,0.1290322580645161,0.2857142857142857,0.0714285714285714,46.0,71.0,62.0,16.0,0.0,0.0,0.0,0.0,14,,80.0,5.714285714285714,0.0,77.99999999999999,5.57142857142857
