Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
27,27,24,2022-12-10,30-260,IND,,BRK,L (-3),0,22:46,3.0,8.0,.375,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,6.0,8.2,+6,6.0,3.0,0.5,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,8.0,80.0,4.444444444444445,8.200000000000001,96.39999999999998,5.355555555555554
28,28,25,2022-12-12,30-262,IND,,MIA,L (-5),0,17:04,3.0,5.0,.600,0.0,1.0,.000,0,1.0,.000,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,6.0,6.3,-14,4.0,3.0,0.75,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,6.0,50.0,2.7777777777777777,6.299999999999999,54.89999999999999,3.0499999999999994
29,29,26,2022-12-14,30-264,IND,,GSW,W (+6),0,16:04,1.0,4.0,.250,0.0,0.0,,3,3.0,1.000,0.0,3.0,3.0,9.0,1.0,0.0,2.0,0.0,5.0,8.8,+15,4.0,1.0,0.25,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,9.0,80.0,4.444444444444445,7.600000000000001,94.09999999999998,5.227777777777777
30,30,27,2022-12-16,30-266,IND,@,CLE,L (-6),0,14:52,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,6.0,0.0,0.0,2.0,3.0,4.0,3.6,-7,3.0,2.0,0.6666666666666666,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,6.0,74.0,4.111111111111111,3.599999999999998,87.30000000000001,4.8500000000000005
31,31,28,2022-12-18,30-268,IND,,NYK,L (-3),0,16:13,1.0,4.0,.250,0.0,0.0,,0,0.0,,1.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,3.1,-5,4.0,1.0,0.25,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,4.0,60.0,3.333333333333333,3.1,60.2,3.3444444444444446
32,32,29,2022-12-21,30-271,IND,@,BOS,W (+5),0,10:16,3.0,7.0,.429,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,6.0,4.9,-1,7.0,3.0,0.4285714285714285,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,3.0,87.0,4.833333333333333,4.9,87.69999999999997,4.872222222222221
33,33,30,2022-12-23,30-273,IND,@,MIA,W (+3),0,20:15,1.0,6.0,.167,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,-0.4,-4,5.0,1.0,0.2,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,0.0,94.0,5.222222222222222,-0.3999999999999997,82.4,4.577777777777778
34,34,31,2022-12-26,30-276,IND,@,NOP,L (-20),0,14:37,1.0,1.0,1.000,0.0,0.0,,0,1.0,.000,0.0,4.0,4.0,6.0,1.0,0.0,1.0,1.0,2.0,6.3,-11,1.0,1.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,10.0,51.0,2.833333333333333,6.299999999999999,52.400000000000006,2.9111111111111114
35,35,32,2022-12-27,30-277,IND,,ATL,W (+15),0,20:39,3.0,7.0,.429,0.0,0.0,,0,0.0,,1.0,4.0,5.0,6.0,0.0,0.0,2.0,0.0,6.0,6.4,+5,7.0,3.0,0.4285714285714285,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,8.0,84.0,4.666666666666667,6.399999999999999,92.0,5.111111111111111
36,36,33,2022-12-29,30-279,IND,,CLE,W (+9),0,13:45,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,7.0,7.9,-3,2.0,2.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,7.0,93.0,5.166666666666667,7.9,108.5,6.027777777777778
37,37,34,2022-12-31,30-281,IND,,LAC,W (+1),0,15:35,4.0,7.0,.571,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,9.0,8.7,-4,6.0,3.0,0.5,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,7.0,89.0,4.944444444444445,8.700000000000001,94.9,5.272222222222222
38,38,35,2023-01-02,30-283,IND,,TOR,W (+8),0,21:14,4.0,6.0,.667,0.0,1.0,.000,7,7.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,15.0,12.9,+11,5.0,4.0,0.8,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,6.0,88.0,4.888888888888889,10.100000000000003,80.2,4.455555555555556
39,39,36,2023-01-04,30-285,IND,@,PHI,L (-3),0,13:12,3.0,3.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,6.0,4.3,-7,3.0,3.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,100.0,5.555555555555555,4.3,105.29999999999998,5.849999999999999
40,40,37,2023-01-06,30-287,IND,,POR,W (+9),0,16:35,2.0,5.0,.400,0.0,0.0,,0,0.0,,0.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,4.0,5.7,+3,5.0,2.0,0.4,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,7.0,70.0,3.888888888888889,5.6999999999999975,70.69999999999999,3.927777777777777
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,38,2023-01-08,30-289,IND,,CHO,W (+5),0,9:07,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1,-6,2.0,0.0,0.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,-1.0,82.0,4.555555555555555,-1.1,86.70000000000002,4.816666666666667
43,42,39,2023-01-11,30-292,IND,@,NYK,L (-6),0,26:02,6.0,11.0,.545,0.0,1.0,.000,2,2.0,1.000,3.0,5.0,8.0,7.0,2.0,0.0,1.0,1.0,14.0,17.8,+2,10.0,6.0,0.6,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,17.0,58.0,3.2222222222222223,17.0,71.1,3.9499999999999997
44,43,40,2023-01-13,30-294,IND,,ATL,L (-2),0,24:17,6.0,10.0,.600,0.0,0.0,,1,1.0,1.000,2.0,5.0,7.0,7.0,2.0,0.0,1.0,3.0,13.0,16.0,+5,10.0,6.0,0.6,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,17.0,48.0,2.6666666666666665,15.6,62.29999999999999,3.4611111111111104
45,44,41,2023-01-14,30-295,IND,,MEM,L (-18),0,24:22,6.0,10.0,.600,1.0,2.0,.500,0,0.0,,2.0,6.0,8.0,11.0,2.0,0.0,5.0,1.0,13.0,15.9,+6,8.0,5.0,0.625,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,19.0,51.0,2.833333333333333,15.900000000000002,65.99999999999999,3.666666666666666
46,45,42,2023-01-16,30-297,IND,@,MIL,L (-13),0,31:39,11.0,16.0,.688,4.0,4.0,1.000,3,3.0,1.000,1.0,4.0,5.0,9.0,3.0,0.0,1.0,0.0,29.0,32.4,0,12.0,7.0,0.5833333333333334,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,26.0,74.0,4.111111111111111,31.200000000000003,66.49999999999999,3.6944444444444438
47,46,43,2023-01-18,30-299,IND,@,OKC,L (-20),0,25:07,5.0,7.0,.714,0.0,0.0,,0,0.0,,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,10.0,10.9,-5,7.0,5.0,0.7142857142857143,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,9.0,75.0,4.166666666666667,10.9,66.69999999999999,3.705555555555555
48,47,44,2023-01-20,30-301,IND,@,DEN,L (-23),0,19:07,3.0,3.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,6.0,0.0,0.0,4.0,1.0,8.0,7.8,-16,3.0,3.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,8.0,38.0,2.111111111111111,6.999999999999998,59.1,3.283333333333333
49,48,45,2023-01-21,30-302,IND,@,PHO,L (-5),1,39:10,8.0,15.0,.533,1.0,1.0,1.000,1,1.0,1.000,2.0,8.0,10.0,12.0,2.0,0.0,4.0,1.0,18.0,20.5,0,14.0,7.0,0.5,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,22.0,43.0,2.388888888888889,20.099999999999994,49.4,2.7444444444444445
50,49,46,2023-01-24,30-305,IND,,CHI,W (+6),1,40:32,9.0,14.0,.643,1.0,1.0,1.000,1,1.0,1.000,1.0,2.0,3.0,10.0,3.0,0.0,2.0,0.0,20.0,23.1,+9,13.0,8.0,0.6153846153846154,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,19.0,63.0,3.5,22.70000000000001,60.6,3.3666666666666667
51,50,47,2023-01-25,30-306,IND,@,ORL,L (-6),1,33:14,8.0,8.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,3.0,3.0,8.0,0.0,0.0,4.0,1.0,17.0,16.7,-15,8.0,8.0,1.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,15.0,67.0,3.7222222222222223,16.299999999999997,78.7,4.372222222222223
52,51,48,2023-01-27,30-308,IND,,MIL,L (-10),1,32:20,8.0,11.0,.727,0.0,1.0,.000,3,4.0,.750,0.0,6.0,6.0,9.0,3.0,0.0,2.0,2.0,19.0,22.4,+9,10.0,8.0,0.8,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,20.0,60.0,3.333333333333333,21.2,74.49999999999999,4.138888888888888
53,52,49,2023-01-29,30-310,IND,@,MEM,L (-12),1,22:30,0.0,5.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,7.0,0.0,0.0,5.0,1.0,0.0,-2.7,-13,5.0,0.0,0.0,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,0.0,57.0,3.1666666666666665,-2.7000000000000006,66.3,3.683333333333333
54,53,50,2023-02-02,30-314,IND,,LAL,L (-1),0,16:31,5.0,10.0,.500,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0,11.0,5.6,+1,9.0,4.0,0.4444444444444444,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,4.0,86.0,4.777777777777778,5.599999999999998,80.9,4.4944444444444445
55,54,51,2023-02-03,30-315,IND,,SAC,W (+3),0,13:56,4.0,8.0,.500,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,8.0,5.2,-15,7.0,4.0,0.5714285714285714,67,68,73,73,43,7,20,56,63,14,4,61,58,24,5,55,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,31.0,7.0,56.0,0.9178082191780822,0.9066666666666666,0.935897435897436,0.9125,0.9347826086956522,1.0,0.0,0.5263157894736842,0.8888888888888888,0.9264705882352942,0.7777777777777778,0.6666666666666666,0.9838709677419356,0.8923076923076924,0.7741935483870968,0.7142857142857143,0.9821428571428572,9,22,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3548387096774194,0.0,18,5.0,85.0,4.722222222222222,5.2,80.49999999999999,4.472222222222221
