Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,33,2023-02-02,22-078,DAL,,NOP,W (+5),0,30:19,7.0,10.0,.700,1.0,2.0,.500,0,0.0,,1.0,3.0,4.0,0.0,2.0,0.0,0.0,3.0,15.0,13.2,-4,8.0,6.0,0.75,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,11.0,28.0,1.4736842105263157,13.2,38.400000000000006,2.021052631578948
55,54,34,2023-02-04,22-080,DAL,@,GSW,L (-6),1,26:41,5.0,12.0,.417,0.0,4.0,.000,2,4.0,.500,1.0,0.0,1.0,4.0,1.0,0.0,1.0,5.0,12.0,6.3,-28,8.0,5.0,0.625,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,1.0,43.0,2.263157894736842,5.500000000000002,53.2,2.8000000000000003
56,55,35,2023-02-06,22-082,DAL,@,UTA,W (+13),1,37:29,10.0,17.0,.588,3.0,6.0,.500,6,6.0,1.000,1.0,5.0,6.0,2.0,0.0,0.0,0.0,2.0,29.0,23.9,+39,11.0,7.0,0.6363636363636364,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,14.0,76.0,4.0,21.500000000000004,91.8,4.8315789473684205
57,56,36,2023-02-08,22-084,DAL,@,LAC,W (+6),1,40:16,5.0,7.0,.714,1.0,2.0,.500,3,4.0,.750,0.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,14.0,12.0,+1,5.0,4.0,0.8,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,10.0,79.0,4.157894736842105,10.8,81.89999999999999,4.310526315789473
58,57,37,2023-02-10,22-086,DAL,@,SAC,W (+8),1,37:55,7.0,12.0,.583,2.0,6.0,.333,1,1.0,1.000,1.0,3.0,4.0,7.0,0.0,0.0,2.0,1.0,17.0,15.5,-8,6.0,5.0,0.8333333333333334,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,13.0,89.0,4.684210526315789,15.1,102.70000000000002,5.405263157894738
59,58,38,2023-02-11,22-087,DAL,@,SAC,L (-5),1,40:23,8.0,12.0,.667,5.0,8.0,.625,2,3.0,.667,0.0,5.0,5.0,1.0,1.0,0.0,2.0,4.0,23.0,17.0,-7,4.0,3.0,0.75,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,13.0,51.0,2.6842105263157894,16.2,60.79999999999999,3.1999999999999993
60,59,39,2023-02-13,22-089,DAL,,MIN,L (-3),1,37:55,3.0,11.0,.273,0.0,5.0,.000,0,2.0,.000,3.0,1.0,4.0,4.0,1.0,0.0,2.0,4.0,6.0,1.3,-1,6.0,3.0,0.5,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,0.0,49.0,2.5789473684210527,1.300000000000003,70.30000000000001,3.7000000000000006
61,60,40,2023-02-15,22-091,DAL,@,DEN,L (-9),1,28:59,2.0,8.0,.250,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,-1.6,-20,3.0,0.0,0.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,-3.0,78.0,4.105263157894737,-1.6,98.2,5.1684210526315795
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,,0.0,0.0,0.0,0.0,0.0
63,61,41,2023-02-23,22-099,DAL,,SAS,W (+26),1,25:31,4.0,8.0,.500,2.0,4.0,.500,1,2.0,.500,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,6.2,-1,4.0,2.0,0.5,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,3.0,85.0,4.473684210526316,5.8,99.8,5.252631578947368
64,62,42,2023-02-26,22-102,DAL,,LAL,L (-3),0,15:33,3.0,6.0,.500,3.0,5.0,.600,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,9.0,6.4,-3,1.0,0.0,0.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,7.0,63.0,3.3157894736842106,6.399999999999999,78.0,4.105263157894737
65,63,43,2023-02-28,22-104,DAL,,IND,L (-2),0,22:03,4.0,5.0,.800,0.0,0.0,,0,0.0,,1.0,5.0,6.0,2.0,0.0,0.0,0.0,3.0,8.0,8.5,-10,5.0,4.0,0.8,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,11.0,64.0,3.3684210526315788,8.5,89.7,4.721052631578948
66,64,44,2023-03-02,22-106,DAL,,PHI,W (+7),1,32:18,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,4.0,1.0,5.0,3.6,+18,1.0,1.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,6.0,76.0,4.0,3.6,98.4,5.178947368421053
67,65,45,2023-03-05,22-109,DAL,,PHO,L (-4),1,28:18,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.3,+4,1.0,0.0,0.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,1.0,44.0,2.3157894736842106,-1.3000000000000005,73.39999999999999,3.8631578947368417
68,66,46,2023-03-07,22-111,DAL,,UTA,W (+4),1,26:50,3.0,10.0,.300,1.0,5.0,.200,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,1.7,-5,5.0,2.0,0.4,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,1.0,46.0,2.421052631578948,1.7000000000000002,46.60000000000001,2.452631578947369
69,67,47,2023-03-08,22-112,DAL,@,NOP,L (-7),1,23:42,1.0,5.0,.200,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,-3.0,+7,2.0,0.0,0.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,-3.0,54.0,2.8421052631578947,-3.0000000000000004,68.10000000000001,3.5842105263157897
70,68,48,2023-03-11,22-115,DAL,@,MEM,L (-4),1,33:36,9.0,16.0,.563,3.0,6.0,.500,0,0.0,,3.0,7.0,10.0,4.0,0.0,0.0,3.0,4.0,21.0,15.8,-2,10.0,6.0,0.6,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,16.0,53.0,2.789473684210526,15.800000000000004,67.9,3.573684210526316
71,69,49,2023-03-13,22-117,DAL,,MEM,L (-16),1,27:05,10.0,15.0,.667,3.0,6.0,.500,0,0.0,,2.0,3.0,5.0,7.0,0.0,0.0,4.0,5.0,23.0,17.7,-2,9.0,7.0,0.7777777777777778,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,16.0,43.0,2.263157894736842,17.699999999999996,52.20000000000002,2.7473684210526326
72,70,50,2023-03-15,22-119,DAL,@,SAS,W (+9),1,45:16,9.0,18.0,.500,2.0,5.0,.400,1,2.0,.500,1.0,2.0,3.0,7.0,1.0,0.0,2.0,5.0,21.0,14.8,+17,13.0,7.0,0.5384615384615384,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,10.0,80.0,4.2105263157894735,14.400000000000002,100.10000000000002,5.26842105263158
73,71,51,2023-03-17,22-121,DAL,@,LAL,W (+1),1,25:29,4.0,9.0,.444,0.0,3.0,.000,1,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,9.0,2.4,0,6.0,4.0,0.6666666666666666,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,0.0,47.0,2.473684210526316,1.9999999999999984,48.4,2.5473684210526315
74,72,52,2023-03-20,22-124,DAL,@,MEM,L (-4),1,34:14,5.0,8.0,.625,0.0,1.0,.000,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,12.0,8.0,-1,7.0,5.0,0.7142857142857143,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,4.0,67.0,3.526315789473684,7.1999999999999975,71.1,3.7421052631578946
75,73,53,2023-03-22,22-126,DAL,,GSW,L (-2),1,36:25,4.0,8.0,.500,2.0,3.0,.667,2,2.0,1.000,2.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,12.0,11.0,+7,5.0,2.0,0.4,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,8.0,58.0,3.0526315789473686,10.2,88.29999999999998,4.64736842105263
76,74,54,2023-03-24,22-128,DAL,,CHO,L (-8),0,21:09,1.0,3.0,.333,0.0,1.0,.000,1,2.0,.500,0.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,3.0,0.1,-12,2.0,1.0,0.5,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,0.0,77.0,4.052631578947368,-0.2999999999999994,84.39999999999999,4.442105263157894
77,75,55,2023-03-26,22-130,DAL,@,CHO,L (-6),1,14:00,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.8,-25,1.0,1.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,1.0,69.0,3.631578947368421,0.7999999999999998,80.29999999999998,4.226315789473683
78,76,56,2023-03-27,22-131,DAL,@,IND,W (+23),0,20:32,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,2.4,+26,1.0,1.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,6.0,79.0,4.157894736842105,2.3999999999999995,97.9,5.152631578947369
79,77,57,2023-03-29,22-133,DAL,@,PHI,L (-8),0,19:44,2.0,5.0,.400,1.0,3.0,.333,1,1.0,1.000,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,6.0,5.3,-15,2.0,1.0,0.5,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,4.0,61.0,3.210526315789474,4.899999999999999,80.3,4.226315789473684
80,78,58,2023-04-01,22-136,DAL,@,MIA,L (-7),0,21:53,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,-3.3,-4,1.0,0.0,0.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,-2.0,90.0,4.7368421052631575,-3.3,101.3,5.3315789473684205
81,79,59,2023-04-02,22-137,DAL,@,ATL,L (-2),0,39:56,6.0,9.0,.667,1.0,4.0,.250,0,0.0,,2.0,3.0,5.0,4.0,1.0,0.0,0.0,1.0,13.0,14.8,+6,5.0,5.0,1.0,48,34,57,26,26,33,29,49,36,12,58,34,22,53,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.7164179104477612,0.5151515151515151,0.75,0.5777777777777777,0.0,0.5531914893617021,0.6875,0.6904761904761905,0.0,0.7424242424242424,0.972972972972973,0.4444444444444444,0.7435897435897436,0.430379746835443,0.55,0.7464788732394366,0.3333333333333333,17,20,8,10,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2285714285714285,0.6666666666666666,,19,14.0,46.0,2.421052631578948,14.8,56.900000000000006,2.9947368421052634
