Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
54,53,,2023-02-02,31-004,DAL,,NOP,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,39.0,2.0526315789473686,0.0,51.6,2.7157894736842105
55,54,,2023-02-04,31-006,DAL,@,GSW,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,44.0,2.3157894736842106,0.0,58.70000000000001,3.089473684210527
56,55,,2023-02-06,31-008,DAL,@,UTA,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,90.0,4.7368421052631575,0.0,113.3,5.963157894736842
57,56,,2023-02-08,31-010,DAL,@,LAC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,89.0,4.684210526315789,0.0,92.7,4.878947368421053
58,57,,2023-02-10,31-012,DAL,@,SAC,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,102.0,5.368421052631579,0.0,117.8,6.2
59,58,,2023-02-11,31-013,DAL,@,SAC,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,64.0,3.3684210526315788,0.0,77.0,4.052631578947368
60,59,,2023-02-13,31-015,DAL,,MIN,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,49.0,2.5789473684210527,0.0,71.60000000000001,3.7684210526315796
61,60,,2023-02-15,31-017,DAL,@,DEN,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,75.0,3.947368421052632,0.0,96.6,5.084210526315789
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-23,31-025,DAL,,SAS,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,88.0,4.631578947368421,0.0,105.6,5.557894736842105
64,62,,2023-02-26,31-028,DAL,,LAL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,70.0,3.684210526315789,0.0,84.4,4.442105263157895
65,63,23,2023-02-28,31-030,DAL,,IND,L (-2),0,23:39,4.0,6.0,.667,1.0,2.0,.500,0,2.0,.000,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,9.0,6.9,+9,4.0,3.0,0.75,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,4.0,71.0,3.736842105263158,6.9,91.3,4.8052631578947365
66,64,24,2023-03-02,31-032,DAL,,PHI,W (+7),0,19:45,3.0,5.0,.600,2.0,4.0,.500,1,4.0,.250,0.0,6.0,6.0,3.0,0.0,0.0,0.0,5.0,9.0,7.4,-3,1.0,1.0,1.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,9.0,73.0,3.842105263157895,7.0,95.0,5.0
67,65,,2023-03-05,31-035,DAL,,PHO,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,45.0,2.3684210526315788,0.0,72.1,3.7947368421052627
68,66,25,2023-03-07,31-037,DAL,,UTA,W (+4),0,26:17,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,1.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,5.0,6.1,+5,1.0,1.0,1.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,9.0,38.0,2.0,6.1,42.2,2.2210526315789476
69,67,,2023-03-08,31-038,DAL,@,NOP,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,51.0,2.6842105263157894,0.0,65.10000000000001,3.426315789473685
70,68,26,2023-03-11,31-041,DAL,@,MEM,L (-4),0,25:51,1.0,3.0,.333,1.0,3.0,.333,1,2.0,.500,1.0,7.0,8.0,4.0,0.0,1.0,0.0,3.0,4.0,7.0,-8,0.0,0.0,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,12.0,57.0,3.0,6.6,77.1,4.057894736842105
71,69,27,2023-03-13,31-043,DAL,,MEM,L (-16),0,25:04,0.0,3.0,.000,0.0,2.0,.000,1,2.0,.500,2.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,-0.5,-18,1.0,0.0,0.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,0.0,59.0,3.1052631578947367,-0.9000000000000008,70.80000000000001,3.7263157894736847
72,70,28,2023-03-15,31-045,DAL,@,SAS,W (+9),1,27:31,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,-1.2,+5,1.0,0.0,0.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,0.0,90.0,4.7368421052631575,-1.1999999999999995,115.70000000000002,6.089473684210527
73,71,29,2023-03-17,31-047,DAL,@,LAL,W (+1),1,28:55,2.0,4.0,.500,1.0,3.0,.333,5,6.0,.833,0.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0,10.0,8.6,-11,1.0,1.0,1.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,6.0,41.0,2.1578947368421053,6.600000000000001,43.79999999999999,2.3052631578947365
74,72,30,2023-03-20,31-050,DAL,@,MEM,L (-4),1,33:02,0.0,3.0,.000,0.0,2.0,.000,2,2.0,1.000,2.0,6.0,8.0,4.0,1.0,1.0,2.0,1.0,2.0,5.2,+1,1.0,0.0,0.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,9.0,62.0,3.263157894736842,4.4,73.89999999999999,3.8894736842105258
75,73,31,2023-03-22,31-052,DAL,,GSW,L (-2),1,28:49,1.0,3.0,.333,1.0,3.0,.333,1,1.0,1.000,2.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,5.2,-12,0.0,0.0,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,6.0,60.0,3.1578947368421053,4.8,93.7,4.931578947368421
76,74,32,2023-03-24,31-054,DAL,,CHO,L (-8),1,19:30,2.0,5.0,.400,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.5,-16,2.0,2.0,1.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,1.0,76.0,4.0,1.4999999999999998,82.6,4.347368421052631
77,75,33,2023-03-26,31-056,DAL,@,CHO,L (-6),0,32:05,4.0,9.0,.444,4.0,7.0,.571,2,2.0,1.000,1.0,3.0,4.0,1.0,1.0,2.0,0.0,5.0,14.0,12.0,+2,2.0,0.0,0.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,11.0,59.0,3.1052631578947367,11.199999999999996,69.89999999999999,3.6789473684210523
78,76,,2023-03-27,31-057,DAL,@,IND,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,,85.0,4.473684210526316,0.0,100.29999999999998,5.2789473684210515
79,77,34,2023-03-29,31-059,DAL,@,PHI,L (-8),0,25:56,1.0,4.0,.250,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,5.0,1.1,0,0.0,0.0,,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,1.0,64.0,3.3684210526315788,0.2999999999999998,84.9,4.468421052631579
80,78,35,2023-04-01,31-062,DAL,@,MIA,L (-7),0,27:00,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,5.0,5.0,3.0,1.0,0.0,3.0,3.0,8.0,6.8,+2,1.0,1.0,1.0,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,10.0,78.0,4.105263157894737,6.800000000000001,91.2,4.8
81,79,36,2023-04-02,31-063,DAL,@,ATL,L (-2),0,7:30,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,-20,2.0,1.0,0.5,33,22,34,12,9,17,17,36,32,5,36,22,8,33,1,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.3333333333333333,0.4473684210526316,0.2666666666666666,0.0,0.1914893617021276,0.3541666666666667,0.4047619047619047,0.6,0.0,0.4848484848484848,0.1851851851851851,0.4615384615384615,0.2784810126582278,0.2,0.4647887323943662,0.3333333333333333,12,10,4,6,15.0,,46.0,60.0,35.0,0.2608695652173913,0.1666666666666666,0.1142857142857142,0.4,,19,0.0,60.0,3.1578947368421053,1.0,70.7,3.7210526315789476
