Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-29,23-165,NYK,@,DET,W (+30),0,22:20,7.0,12.0,.583,0.0,2.0,.000,1,1.0,1.000,0.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,15.0,8.3,-3,10.0,7.0,0.7,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,119.0,7.0,7.900000000000002,120.8,7.105882352941176
22,22,22,2022-11-30,23-166,NYK,,MIL,L (-6),0,18:10,2.0,9.0,.222,0.0,5.0,.000,0,0.0,,2.0,4.0,6.0,2.0,0.0,0.0,0.0,1.0,4.0,2.1,-3,4.0,2.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,57.0,3.3529411764705883,2.099999999999999,64.3,3.7823529411764705
23,23,23,2022-12-03,23-169,NYK,,DAL,L (-21),0,29:46,7.0,11.0,.636,2.0,5.0,.400,7,10.0,.700,2.0,4.0,6.0,0.0,0.0,0.0,4.0,1.0,23.0,15.1,-13,6.0,5.0,0.8333333333333334,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,58.0,3.411764705882353,12.3,50.6,2.976470588235294
24,24,24,2022-12-04,23-170,NYK,,CLE,W (+11),0,24:11,6.0,8.0,.750,0.0,0.0,,0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,3.0,2.0,12.0,8.3,+13,8.0,6.0,0.75,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,54.0,3.176470588235294,8.299999999999999,59.2,3.4823529411764707
25,25,25,2022-12-07,23-173,NYK,,ATL,W (+24),0,25:21,2.0,8.0,.250,1.0,2.0,.500,3,3.0,1.000,0.0,3.0,3.0,3.0,0.0,0.0,1.0,4.0,8.0,3.6,+7,6.0,1.0,0.1666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,101.0,5.941176470588236,2.400000000000001,90.6,5.329411764705882
26,26,26,2022-12-09,23-175,NYK,@,CHO,W (+19),0,27:39,4.0,11.0,.364,3.0,7.0,.429,0,0.0,,1.0,1.0,2.0,4.0,0.0,0.0,2.0,2.0,11.0,5.9,+11,4.0,1.0,0.25,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,104.0,6.117647058823529,5.9,97.0,5.705882352941177
27,27,27,2022-12-11,23-177,NYK,,SAC,W (+13),0,25:06,4.0,11.0,.364,1.0,5.0,.200,3,4.0,.750,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,12.0,8.3,+9,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,91.0,5.352941176470588,7.1000000000000005,79.0,4.647058823529412
28,28,28,2022-12-14,23-180,NYK,@,CHI,W (+8),0,34:41,4.0,10.0,.400,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,9.0,9.1,+6,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,90.0,5.294117647058823,9.1,92.6,5.447058823529411
29,29,29,2022-12-16,23-182,NYK,@,CHI,W (+23),0,26:12,1.0,12.0,.083,0.0,7.0,.000,1,1.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,-3.1,+6,5.0,1.0,0.2,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-6.0,79.0,4.647058823529412,-3.499999999999999,93.3,5.488235294117647
30,30,30,2022-12-18,23-184,NYK,@,IND,W (+3),0,22:23,2.0,8.0,.250,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,2.5,-5,6.0,1.0,0.1666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,74.0,4.352941176470588,2.5000000000000004,85.7,5.041176470588235
31,31,31,2022-12-20,23-186,NYK,,GSW,W (+38),0,22:34,6.0,10.0,.600,5.0,6.0,.833,5,5.0,1.000,0.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,22.0,17.5,+15,4.0,1.0,0.25,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,84.0,4.941176470588236,15.499999999999996,98.5,5.794117647058823
32,32,32,2022-12-21,23-187,NYK,,TOR,L (-7),1,34:38,7.0,10.0,.700,6.0,9.0,.667,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,20.0,15.3,+2,1.0,1.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,12.0,66.0,3.882352941176471,15.3,66.69999999999999,3.9235294117647053
33,33,33,2022-12-23,23-189,NYK,,CHI,L (-1),0,21:07,6.0,10.0,.600,1.0,5.0,.200,2,2.0,1.000,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,13.8,+11,5.0,5.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,84.0,4.941176470588236,12.999999999999996,89.1,5.241176470588235
34,34,34,2022-12-25,23-191,NYK,,PHI,L (-7),0,21:33,4.0,7.0,.571,2.0,5.0,.400,1,2.0,.500,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,7.6,+1,2.0,2.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,97.0,5.705882352941177,7.1999999999999975,95.0,5.588235294117647
35,35,35,2022-12-27,23-193,NYK,@,DAL,L (-5),1,50:38,5.0,21.0,.238,1.0,10.0,.100,2,3.0,.667,0.0,3.0,3.0,15.0,1.0,0.0,1.0,5.0,13.0,9.3,0,11.0,4.0,0.3636363636363636,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,94.0,5.529411764705882,8.5,90.59999999999998,5.329411764705881
36,36,36,2022-12-29,23-195,NYK,@,SAS,L (-7),1,43:15,12.0,27.0,.444,5.0,12.0,.417,7,8.0,.875,3.0,4.0,7.0,7.0,1.0,0.0,1.0,3.0,36.0,28.5,-12,15.0,7.0,0.4666666666666667,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,15.0,45.0,2.647058823529412,25.700000000000003,54.1,3.182352941176471
37,37,37,2022-12-31,23-197,NYK,@,HOU,W (+20),1,40:28,9.0,25.0,.360,4.0,13.0,.308,5,6.0,.833,2.0,3.0,5.0,7.0,3.0,0.0,2.0,4.0,27.0,19.3,+25,12.0,5.0,0.4166666666666667,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,50.0,2.9411764705882355,17.299999999999997,59.80000000000001,3.5176470588235302
38,38,38,2023-01-02,23-199,NYK,,PHO,W (+19),1,35:47,6.0,12.0,.500,3.0,6.0,.500,0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,1.0,3.0,15.0,10.8,+12,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,92.0,5.411764705882353,10.8,85.69999999999997,5.041176470588233
39,39,39,2023-01-04,23-201,NYK,,SAS,W (+3),1,45:32,6.0,13.0,.462,1.0,5.0,.200,2,2.0,1.000,2.0,6.0,8.0,5.0,1.0,0.0,1.0,1.0,15.0,14.6,+2,8.0,5.0,0.625,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,57.0,3.3529411764705883,13.799999999999995,79.19999999999999,4.658823529411764
40,40,40,2023-01-06,23-203,NYK,@,TOR,W (+4),1,37:06,4.0,8.0,.500,0.0,3.0,.000,5,6.0,.833,0.0,5.0,5.0,4.0,0.0,0.0,0.0,3.0,13.0,11.7,+9,5.0,4.0,0.8,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,82.0,4.823529411764706,9.700000000000005,81.9,4.81764705882353
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-09,23-206,NYK,,MIL,L (-4),1,42:57,9.0,14.0,.643,3.0,6.0,.500,2,3.0,.667,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,23.0,16.4,+5,8.0,6.0,0.75,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,50.0,2.9411764705882355,15.6,58.99999999999999,3.4705882352941173
43,42,42,2023-01-11,23-208,NYK,,IND,W (+6),0,25:59,3.0,9.0,.333,1.0,7.0,.143,4,4.0,1.000,1.0,4.0,5.0,4.0,0.0,0.0,1.0,2.0,11.0,8.8,-3,2.0,2.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,82.0,4.823529411764706,7.1999999999999975,94.3,5.547058823529412
44,43,43,2023-01-13,23-210,NYK,@,WAS,W (+4),0,32:15,7.0,13.0,.538,1.0,4.0,.250,3,4.0,.750,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,18.0,13.5,+3,9.0,6.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,60.0,3.5294117647058822,12.3,68.0,4.0
45,44,44,2023-01-15,23-212,NYK,@,DET,W (+13),0,34:06,6.0,13.0,.462,3.0,6.0,.500,2,2.0,1.000,1.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,17.0,12.3,+6,7.0,3.0,0.4285714285714285,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,70.0,4.117647058823529,11.499999999999996,82.7,4.864705882352942
46,45,45,2023-01-16,23-213,NYK,,TOR,L (-2),0,21:14,3.0,7.0,.429,1.0,4.0,.250,7,7.0,1.000,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,14.0,9.3,+5,3.0,2.0,0.6666666666666666,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,57.0,3.3529411764705883,6.5,72.69999999999999,4.276470588235293
47,46,46,2023-01-18,23-215,NYK,,WAS,L (-11),0,31:43,6.0,13.0,.462,2.0,6.0,.333,4,4.0,1.000,1.0,4.0,5.0,0.0,1.0,0.0,1.0,4.0,18.0,11.6,+9,7.0,4.0,0.5714285714285714,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,60.0,3.5294117647058822,9.999999999999998,75.60000000000001,4.447058823529412
48,47,47,2023-01-20,23-217,NYK,@,ATL,L (-15),0,35:36,5.0,5.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,11.0,9.0,+2,4.0,4.0,1.0,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,89.0,5.235294117647059,9.0,102.3,6.017647058823529
49,48,,2023-01-22,23-219,NYK,@,TOR,L (-9),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,84.0,4.941176470588236,0.0,86.7,5.1000000000000005
50,49,48,2023-01-24,23-221,NYK,,CLE,W (+2),0,27:17,4.0,8.0,.500,1.0,2.0,.500,0,1.0,.000,0.0,5.0,5.0,6.0,1.0,0.0,2.0,2.0,9.0,8.5,+14,6.0,3.0,0.5,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,79.0,4.647058823529412,8.499999999999996,68.0,4.0
51,50,49,2023-01-26,23-223,NYK,@,BOS,W (+3),0,28:07,7.0,12.0,.583,2.0,3.0,.667,1,2.0,.500,3.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,17.0,14.6,+1,9.0,5.0,0.5555555555555556,20,27,26,81,67,51,76,63,59,66,70,72,11,13,3,40.0,,27.0,27.0,,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.9629629629629628,,0.9878048780487804,0.9852941176470588,0.9807692307692308,0.987012987012987,0.984375,1.0,0.9850746268656716,0.9859154929577464,0.9863013698630136,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,78.0,4.588235294117647,14.2,82.99999999999999,4.88235294117647
