Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-18,24-142,LAL,GSW,0.0,16.0,1.0,3.0,0.333,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.6,-6.0,1.0,1.0,1.0,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,0.0,78.0,3.7142857142857135,1.2000000000000002,75.60000000000001,3.6000000000000005,0.0866985845129059,L (-14),L (-14)
2.0,2.0,2022-10-20,24-144,LAL,LAC,0.0,21.916666666666668,1.0,2.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,5.0,4.0,4.4,0.0,1.0,1.0,1.0,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,6.0,79.0,3.761904761904762,3.6000000000000005,87.3,4.157142857142857,0.0866985845129059,L (-6),L (-6)
3.0,3.0,2022-10-23,24-147,LAL,POR,0.0,18.966666666666665,2.0,5.0,0.4,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,3.6,-6.0,1.0,0.0,0.0,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,1.0,81.0,3.857142857142857,3.2,76.40000000000002,3.638095238095239,0.0866985845129059,L (-2),L (-2)
4.0,4.0,2022-10-26,24-150,LAL,DEN,1.0,26.48333333333333,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,6.0,-23.0,2.0,1.0,0.5,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,5.0,97.0,4.619047619047619,5.999999999999998,91.6,4.3619047619047615,0.0866985845129059,L (-11),L (-11)
5.0,5.0,2022-10-28,24-152,LAL,MIN,0.0,26.58333333333333,4.0,5.0,0.8,2.0,3.0,0.667,2.0,2.0,1.0,1.0,6.0,7.0,3.0,0.0,0.0,2.0,0.0,12.0,12.7,8.0,2.0,2.0,1.0,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,13.0,86.0,4.095238095238095,11.899999999999997,61.70000000000001,2.9380952380952388,0.0866985845129059,L (-9),L (-9)
6.0,6.0,2022-10-30,24-154,LAL,DEN,0.0,27.6,3.0,6.0,0.5,2.0,4.0,0.5,2.0,3.0,0.667,0.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,10.0,10.5,15.0,2.0,1.0,0.5,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,9.0,84.0,4.0,9.699999999999998,94.0,4.476190476190476,0.0866985845129059,W (+11),W (+11)
7.0,7.0,2022-11-02,24-157,LAL,NOP,0.0,34.45,2.0,6.0,0.333,0.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,7.0,5.6,-11.0,3.0,2.0,0.6666666666666666,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,1.0,101.0,4.809523809523809,4.400000000000001,94.2,4.485714285714286,0.0866985845129059,W (+3),W (+3)
8.0,8.0,2022-11-04,24-159,LAL,UTA,0.0,21.683333333333334,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,8.4,-4.0,0.0,0.0,,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,9.0,69.0,3.2857142857142856,7.6,71.5,3.4047619047619047,0.0866985845129059,L (-14),L (-14)
9.0,9.0,2022-11-06,24-161,LAL,CLE,0.0,25.416666666666668,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,-1.7,-12.0,1.0,0.0,0.0,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,1.0,54.0,2.571428571428572,-2.1,65.2,3.104761904761905,0.0866985845129059,L (-14),L (-14)
10.0,10.0,2022-11-07,24-162,LAL,UTA,1.0,29.8,2.0,6.0,0.333,0.0,3.0,0.0,7.0,7.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,9.5,-14.0,3.0,2.0,0.6666666666666666,51,3,16,48,18,28,40,49,12,26,30,36,2,23,61,53,56.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.9107142857142856,0.4285714285714285,0.3902439024390244,0.7272727272727273,0.3461538461538461,0.4,0.7272727272727273,0.875,0.3529411764705882,0.6341463414634146,0.4477611940298507,0.4931506849315068,0.3333333333333333,0.0,0.3898305084745763,,0.8026315789473685,0.7794117647058824,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,3.0,65.0,3.095238095238096,6.699999999999999,68.19999999999999,3.247619047619047,0.0866985845129059,L (-23),L (-23)
