Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,39,2023-01-18,23-174,LAL,,SAC,L (-5),1,22:00,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,3.0,2.0,0.0,0.0,1.0,4.0,7.3,-4,2.0,2.0,1.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,9.0,73.0,3.4761904761904763,7.3,85.1,4.052380952380952
47,46,40,2023-01-20,23-176,LAL,,MEM,W (+1),1,28:02,3.0,12.0,.250,3.0,10.0,.300,2,2.0,1.000,0.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,11.0,6.3,+2,2.0,0.0,0.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,4.0,85.0,4.047619047619048,5.499999999999999,73.69999999999999,3.509523809523809
48,47,41,2023-01-22,23-178,LAL,@,POR,W (+9),1,31:34,4.0,9.0,.444,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,10.0,7.1,+11,4.0,2.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,6.0,68.0,3.238095238095238,7.100000000000001,82.49999999999999,3.928571428571428
49,48,42,2023-01-24,23-180,LAL,,LAC,L (-18),1,27:53,3.0,7.0,.429,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,7.0,5.6,-13,2.0,2.0,1.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,5.0,70.0,3.333333333333333,5.6,95.5,4.5476190476190474
50,49,43,2023-01-25,23-181,LAL,,SAS,W (+9),1,20:34,2.0,4.0,.500,2.0,3.0,.667,0,0.0,,1.0,6.0,7.0,1.0,1.0,0.0,0.0,1.0,6.0,7.8,+3,1.0,0.0,0.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,11.0,90.0,4.285714285714286,7.799999999999999,90.1,4.29047619047619
51,50,44,2023-01-28,23-184,LAL,@,BOS,L (-4),1,26:49,1.0,7.0,.143,0.0,5.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,-1.0,-14,2.0,1.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,0.0,79.0,3.761904761904762,-1.0000000000000002,89.6,4.266666666666667
52,51,45,2023-01-30,23-186,LAL,@,BRK,L (-17),1,31:01,4.0,8.0,.500,2.0,3.0,.667,1,2.0,.500,7.0,10.0,17.0,4.0,0.0,0.0,2.0,0.0,11.0,15.3,+3,5.0,2.0,0.4,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,20.0,61.0,2.9047619047619047,14.900000000000002,63.1,3.0047619047619047
53,52,46,2023-01-31,23-187,LAL,@,NYK,W (+6),1,34:10,3.0,8.0,.375,2.0,6.0,.333,1,1.0,1.000,2.0,3.0,5.0,3.0,0.0,0.0,1.0,2.0,9.0,7.2,-9,2.0,1.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,7.0,83.0,3.952380952380953,6.8,88.9,4.233333333333333
54,53,47,2023-02-02,23-189,LAL,@,IND,W (+1),0,17:32,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.5,-3,2.0,1.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,5.0,72.0,3.4285714285714284,3.5000000000000004,79.60000000000001,3.7904761904761908
55,54,48,2023-02-04,23-191,LAL,@,NOP,L (-5),0,30:54,5.0,9.0,.556,3.0,7.0,.429,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,0.0,4.0,13.0,10.8,0,2.0,2.0,1.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,11.0,68.0,3.238095238095238,10.8,76.80000000000001,3.6571428571428575
56,55,49,2023-02-07,23-194,LAL,,OKC,L (-3),0,22:17,4.0,6.0,.667,1.0,2.0,.500,0,0.0,,1.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,9.0,9.9,+9,4.0,3.0,0.75,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,11.0,78.0,3.7142857142857135,9.9,80.60000000000002,3.838095238095239
57,56,50,2023-02-09,23-196,LAL,,MIL,L (-9),1,38:34,4.0,9.0,.444,3.0,4.0,.750,0,0.0,,1.0,7.0,8.0,2.0,0.0,0.0,2.0,2.0,11.0,7.7,-13,5.0,1.0,0.2,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,10.0,81.0,3.857142857142857,7.699999999999996,85.8,4.085714285714285
58,57,51,2023-02-11,23-198,LAL,@,GSW,W (+6),1,21:38,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,3.0,3.0,6.0,1.0,0.0,0.0,1.0,4.0,5.0,3.4,-3,2.0,1.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,6.0,46.0,2.1904761904761907,3.3999999999999986,56.5,2.6904761904761907
59,58,52,2023-02-13,23-200,LAL,@,POR,L (-12),1,20:19,5.0,9.0,.556,1.0,4.0,.250,2,2.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,13.0,11.4,-2,5.0,4.0,0.8,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,6.0,67.0,3.1904761904761907,10.599999999999998,52.1,2.480952380952381
60,59,53,2023-02-15,23-202,LAL,,NOP,W (+18),0,18:02,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,1.0,3.0,6.0,6.8,+9,0.0,0.0,,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,10.0,71.0,3.380952380952381,6.8,86.30000000000001,4.10952380952381
61,60,54,2023-02-23,23-210,LAL,,GSW,W (+13),0,17:52,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.4,-5,2.0,0.0,0.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,4.0,97.0,4.619047619047619,2.4000000000000004,83.2,3.961904761904762
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,,0.0,0.0,0.0,0.0,0.0
63,61,55,2023-02-26,23-213,LAL,@,DAL,W (+3),0,20:05,2.0,6.0,.333,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,5.0,3.5,+2,2.0,1.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,4.0,82.0,3.9047619047619047,3.500000000000001,97.3,4.633333333333333
64,62,56,2023-02-28,23-215,LAL,@,MEM,L (-12),1,26:27,1.0,8.0,.125,0.0,4.0,.000,0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,-2.5,-7,4.0,1.0,0.25,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,-4.0,99.0,4.714285714285714,-2.5,101.4,4.828571428571429
65,63,57,2023-03-01,23-216,LAL,@,OKC,W (+6),1,33:39,7.0,10.0,.700,4.0,7.0,.571,1,1.0,1.000,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,19.0,17.5,+5,3.0,3.0,1.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,14.0,45.0,2.142857142857143,17.1,55.60000000000001,2.647619047619048
66,64,58,2023-03-03,23-218,LAL,,MIN,L (-8),1,25:19,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,2.0,4.0,6.0,2.0,3.0,0.0,1.0,3.0,8.0,10.5,+1,2.0,1.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,13.0,39.0,1.8571428571428568,10.5,49.89999999999999,2.3761904761904757
67,65,59,2023-03-05,23-220,LAL,,GSW,W (+8),1,41:11,5.0,10.0,.500,4.0,7.0,.571,0,0.0,,1.0,7.0,8.0,2.0,0.0,0.0,0.0,3.0,14.0,12.0,+10,3.0,1.0,0.3333333333333333,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,14.0,62.0,2.952380952380953,12.0,78.39999999999999,3.733333333333333
68,66,60,2023-03-07,23-222,LAL,,MEM,W (+9),1,33:25,4.0,10.0,.400,3.0,6.0,.500,2,3.0,.667,1.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,13.0,10.8,+20,4.0,1.0,0.25,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,7.0,66.0,3.142857142857143,9.999999999999998,67.29999999999998,3.204761904761904
69,67,61,2023-03-10,23-225,LAL,,TOR,W (+10),1,23:52,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,5.0,4.5,-10,1.0,1.0,1.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,5.0,61.0,2.9047619047619047,4.499999999999999,52.1,2.480952380952381
70,68,62,2023-03-12,23-227,LAL,,NYK,L (-4),1,28:17,0.0,8.0,.000,0.0,7.0,.000,3,4.0,.750,1.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,-0.4,-9,1.0,0.0,0.0,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,-3.0,46.0,2.1904761904761907,-1.6,44.7,2.1285714285714286
71,69,63,2023-03-14,23-229,LAL,@,NOP,W (+15),1,28:09,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,1.0,3.0,4.0,5.0,2.0,0.0,1.0,2.0,8.0,11.0,+19,2.0,1.0,0.5,53,61,4,19,62,24,33,50,54,9,36,39,46,3,37,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,68.0,0.9464285714285714,0.953125,0.5714285714285714,0.4634146341463415,0.9393939393939394,0.4615384615384615,0.4714285714285714,0.9090909090909092,0.9642857142857144,0.2647058823529412,0.8780487804878049,0.582089552238806,0.6301369863013698,0.5,0.0,0.6271186440677966,,0.9264705882352942,8,14,25,25,8,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1860465116279069,0.1971830985915492,0.3205128205128205,0.3086419753086419,0.1632653061224489,0.0,0.0,21,13.0,62.0,2.952380952380953,10.999999999999996,51.69999999999998,2.461904761904761
