Player,SUMMARY,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Jim Browne,Career,35,1.4,-,0.2,36,,48.3,,-,0.1
Jack Burmaster,Career,61,9.8,-,2.9,33.3,,68.1,,-,-0.4
Tommy Byrnes,Career,264,6.5,1.5,1.2,29.9,,64.8,,-,6.7
Michael Bytzura,Career,60,3.5,-,0.5,24.4,,50,,-,-1.4
Tom Callahan,Career,13,1.3,-,0.3,20.7,,41.7,,-,-0.1
Ernie Calverley,Career,165,11.9,-,3.5,29.1,,70.7,,-,5.8
Chet Carlisle,Career,51,5,-,0.3,26.8,,60.9,,-,1.6
Don Carlson,Career,180,8,1.7,1.8,33,,62.3,,-,11.3
Bob Carpenter,Career,122,7.7,4.1,1.4,33.7,,76.8,,-,6.9
Jake Carter,Career,24,3.4,-,1,30.7,,67.9,,-,0.7
John Chaney,Career,16,4.4,-,1.3,29.1,,69,,-,-0.1
Leroy Chollet,Career,63,2.9,1.1,0.8,29.1,,62.7,,-,0.2
Paul Cloyd,Career,7,2.7,-,0.3,26.9,,62.5,,-,-0.1
Bob Cluggish,Career,54,4.4,-,0.4,26.1,,57.1,,-,1.1
Joe Colone,Career,15,5.5,-,0.6,31,,68.4,,-,0.1
Chuck Connors,Career,53,4.5,-,0.8,25.2,,47.1,,-,-0.3
Bobby Cook,Career,51,11.5,-,3.1,35.8,,79,,-,1.9
Ken Corley,Career,3,0,-,0,-,,-,,-,0
Jack Cotton,Career,54,5.1,-,1.2,29.2,,50.9,,-,-1.5
Hal Crisler,Career,4,1.5,-,0,33.3,,100,,-,0.1
Chink Crossin,Career,147,4.7,-,1.5,31.8,,71.1,,-,3.7
Armand Cure,Career,12,0.8,-,0,26.7,,66.7,,-,0
Fran Curran,Career,123,4.9,-,1.2,39.5,,77.4,,-,9.2
JamesOn Curry,Career,1,0,0,0,-,-,-,-,-,0
Howie Dallmar,Career,146,9.6,-,2.3,28.3,,69.8,,-,15.1
Jimmy Darden,Career,26,8.1,-,2.6,32.1,,68.8,,-,-0.2
Aubrey Davis,Career,59,4.9,-,0.2,28.1,,63.5,,-,3.9
Bill Davis,Career,47,1.8,-,0.2,24,,34.1,,-,0.2
Hank DeZonie,Career,5,3.4,3.6,1.8,24,,71.4,,-,-0.1
Red Dehnert,Career,10,1.4,-,0,40,,33.3,,-,0.1
Bob Dille,Career,57,5.2,-,0.7,19.7,,66.7,,-,-0.9
Hook Dillon,Career,22,1.6,-,0.2,18.2,,72.7,,-,-0.4
Earl Dodd,Career,9,1.7,-,0.7,22.2,,60,,-,-0.3
Joe Dolhon,Career,77,6.4,1.4,2.3,31.1,,73.4,,-,3.1
Bob Doll,Career,196,8.4,-,1.4,28.6,,66.2,,-,10.2
Harry Donovan,Career,45,5.6,-,0.8,32.7,,68.9,,-,1
Bill Downey,Career,3,0,-,0,0,,-,,-,-0.1
Andy Duncan,Career,136,5.5,2.1,0.7,40.8,,59.6,,-,6.8
Jack Dwan,Career,60,4.6,-,2.2,31.8,,49.3,,-,1.2
Penny Early,Career,1,0,0,0,-,-,-,-,-,0
Lonnie Eggleston,Career,2,2,-,0.5,25,,66.7,,-,0
Bulbs Ehlers,Career,99,8.1,-,1.8,28.6,,61.8,,-,3
Don Eliason,Career,1,0,-,0,0,,-,,-,0
Ray Ellefson,Career,6,1,2.7,0,11.1,,100,,-,-0.1
Ned Endress,Career,16,0.9,-,0.3,12,,53.3,,-,-0.1
Gene Englund,Career,46,7.8,-,0.9,38,,79.2,,-,4.2
Jack Eskridge,Career,23,2.8,-,0.6,36.2,,70,,-,0.6
Bob Evans,Career,47,3,-,1.2,28,,68.2,,-,-0.3
Johnny Ezersky,Career,135,7.6,-,1.3,28.8,,66.9,,-,1.5
Joe Fabel,Career,30,2.1,-,0.1,26,,50,,-,-0.2
Phil Farbman,Career,48,3.2,-,0.8,30.7,,67.9,,-,1.4
Bob Faught,Career,51,6.7,-,0.6,29.5,,57.5,,-,1.7
Bob Feerick,Career,221,13.3,-,2,36.2,,80.5,,-,41.7
Warren Fenley,Career,33,2.6,-,0.5,22.5,,51.1,,-,-0.1
Arnie Ferrin,Career,178,5.8,4,1.6,33.2,,68.6,,-,7.6
Bob Fitzgerald,Career,78,3.1,-,0.6,19.4,,62.9,,-,-0.2
Dick Fitzgerald,Career,61,4.5,-,0.7,23.7,,68.3,,-,-0.9
Donnie Forman,Career,44,4.1,-,1.7,29.4,,64.2,,-,0.8
Nat Frankel,Career,6,2.7,-,0.5,14.8,,66.7,,-,-0.2
Frido Frey,Career,23,3.8,-,0.6,28.9,,57.1,,-,1.2
Frank Fucarino,Career,28,5,-,0.3,26.8,,56.7,,-,0.4
Herm Fuetsch,Career,42,2.6,-,0.4,30,,62.5,,-,0.9
Elmer Gainer,Career,20,1.5,-,0.5,22.7,,64.3,,-,-0.3
Gene Gallette,Career,14,0.6,-,0.1,9.1,,66.7,,-,0.2
Bob Gantt,Career,23,3.1,-,0.2,32.6,,46.4,,-,1.3
Earl Gardner,Career,50,1.8,-,0.4,37.6,,46.4,,-,0.7
Jack Garfinkel,Career,92,5.2,-,1.5,27.5,,70.5,,-,0.9
Frank Gates,Career,64,4.5,-,1.4,28.1,,62.2,,-,1.3
Ed Gayda,Career,15,3.7,2.6,0.9,41.3,,75,,-,0.6
Gorham Getchell,Career,16,0.3,-,0,0,,100,,-,-0.1
Dee Gibson,Career,44,6.4,-,2.9,31.4,,71.8,,-,2.7
Hoot Gibson,Career,32,5.5,-,1.2,34.4,,65.6,,-,0
Chuck Gilmur,Career,239,5.8,4.7,1.5,32.5,,60.9,,-,15.1
George Glamack,Career,11,9.3,-,1.7,24.8,,76.4,,-,0.2
Normie Glick,Career,1,2,-,0,100,,-,,-,0.1
Ben Goldfaden,Career,2,1,-,0,0,,50,,-,0
Pop Goodwin,Career,79,4.4,-,0.3,26.6,,77.5,,-,0.4
Paul Gordon,Career,4,0.8,-,0.8,0,,60,,-,-0.1
Leo Gottlieb,Career,84,5.5,-,0.4,28.8,,64.5,,-,1.8
Bud Grant,Career,96,2.6,1.9,0.9,31.8,,59,,-,1.1
Don Grate,Career,2,2,-,1.5,16.7,,100,,-,0
Wyndol Gray,Career,67,5.4,-,0.7,28.3,,57,,-,2
Woody Grimshaw,Career,21,2.9,-,0,35.7,,47.7,,-,0.6
Alex Groza,Career,130,22.5,10.7,2.4,47.4,,75.6,,-,35.9
Coulby Gunther,Career,84,10.6,-,0.8,33.2,,64.2,,-,8.6
Al Guokas,Career,57,3.8,-,1.7,31.1,,56,,-,-1
Robert Hahn,Career,10,1,-,0.1,30.8,,28.6,,-,0.1
Chick Halbert,Career,303,8.8,7.9,1.4,31.4,,63.3,,-,21.6
Bruce Hale,Career,142,9.1,1.9,3,33.3,,76.3,,-,9.2
Dale Hamilton,Career,14,1.8,-,1.2,24.2,,47.4,,-,-0.3
Ralph Hamilton,Career,48,6,-,1.7,25.5,,67,,-,-1.4
Cecil Hankins,Career,80,4.9,-,0.3,27.6,,61.6,,-,3.4
John Hargis,Career,89,8.6,2.3,1.4,40,,70.2,,-,9.1
Billy Hassett,Career,91,4.5,1.1,2,27.9,,65.6,,-,1.6
Marshall Hawkins,Career,39,3.9,-,1.3,28.2,,68.9,,-,-0.1
John Hazen,Career,6,3,-,0.5,35.3,,85.7,,-,0.2
Bill Henry,Career,95,6.5,-,1.1,32,,64.1,,-,5.4
Bill Herman,Career,13,4.3,-,1.2,38.5,,54.5,,-,0.1
Sonny Hertzberg,Career,293,8.7,4,2.1,29.9,,79.2,,-,10.8
Jack Hewson,Career,24,2.7,-,0,24.7,,70,,-,0.1
Nat Hickey,Career,2,1,-,0,0,,66.7,,-,-0.1
Art Hillhouse,Career,71,5.9,-,0.6,27.7,,73.9,,-,6
Mel Hirsch,Career,13,1.5,-,0.8,20,,50,,-,-0.2
Charlie Hoefer,Career,65,5.6,-,0.6,25,,64.6,,-,0.9
Doug Holcomb,Career,3,5,-,1.7,25,,64.3,,-,0.1
Dick Holub,Career,48,10.5,-,0.8,29.5,,63.3,,-,4.2
Bob Hubbard,Career,62,3.6,-,0.5,24.9,,67.4,,-,-0.9
Roy Hurley,Career,46,5.2,-,0.7,22.4,,60.9,,-,-1.4
Paul Huston,Career,46,3.6,-,0.6,23.7,,69.7,,-,1.2
Fred Jacobs,Career,18,2.8,-,0.3,27.5,,48,,-,0.7
Gene James,Career,88,3.4,2.9,1.1,33.4,,56.1,,-,0.8
John Janisch,Career,70,10.5,-,0.7,28.8,,65.4,,-,6
Howie Janotta,Career,9,3.4,-,0.4,30,,81.3,,-,0.2
Tony Jaros,Career,242,5.4,2.1,0.9,30.6,,70.2,,-,8.5
Buddy Jeannette,Career,139,7.2,-,2.1,34.1,,78.1,,-,15.7
Harold Johnson,Career,27,0.6,-,0.4,20,,50,,-,0.4
Johnny Jorgensen,Career,51,2.3,-,0.6,36.6,,73.5,,-,1.3
Roger Jorgensen,Career,28,1.5,-,0,25.9,,68.4,,-,0.1
Whitey Kachan,Career,52,2.2,-,0.7,26.8,,64.3,,-,0.7
Ralph Kaplowitz,Career,105,5.6,-,0.5,26.3,,74.9,,-,5.2
Tony Kappen,Career,59,6.5,-,0.5,23.8,,79.5,,-,0.7
Ed Kasid,Career,8,1.5,-,0.8,28.6,,0,,-,0
Leo Katkaveck,Career,107,4.3,-,1.3,31.7,,68.5,,-,1.9
Wilbert Kautz,Career,50,5.1,-,0.7,25.5,,53.4,,-,0.8
Ken Keller,Career,28,0.8,-,0,33.3,,40,,-,0.4
Jerry Kelly,Career,46,5.7,-,0.5,29.1,,66.1,,-,2.4
Tom Kelly,Career,27,7.1,-,1.4,33.5,,61.6,,-,1.4
Dan King,Career,12,1.6,2.1,0.3,31.8,,50,,-,-
Tom King,Career,58,5.1,-,0.6,23.7,,63.1,,-,2.6
Bob Kinney,Career,118,9.5,-,1.5,35.3,,60.8,,-,8.4
Leo Klier,Career,113,7.1,-,1.6,28,,72.8,,-,2.6
Red Klotz,Career,11,1.4,-,0.6,22.6,,33.3,,-,-0.1
Duane Klueh,Career,113,8.2,3,1.5,36.2,,71.9,,-,6
Lee Knorek,Career,131,6.7,-,1.6,30.3,,63.7,,-,9.3
Milo Komenich,Career,64,9.9,-,1.9,28.3,,58.4,,-,1.4
Andy Kostecka,Career,21,6.4,-,0.7,41.8,,61.4,,-,1.7
Harold Kottman,Career,53,3.1,-,0.3,31.4,,46.5,,-,1.6
Dan Kraus,Career,13,1.6,-,0.5,14.3,,45.8,,-,-0.3
Herb Krautblatt,Career,10,1.3,-,0.4,22.2,,45.5,,-,-0.1
Leo Kubiak,Career,62,11.5,-,3.2,32.6,,81.4,,-,0.5
Ray Kuka,Career,52,4.9,-,0.7,32,,59.1,,-,3.2
Pete Lalich,Career,1,0,-,0,0,,-,,-,0
Walt Lautenbach,Career,55,4.3,-,1.3,30.1,,69.1,,-,-1.3
Tony Lavelli,Career,86,6.9,2,0.7,36.7,,85.3,,-,4.7
Ed Leede,Career,121,7.8,2.1,1.9,33.4,,71.9,,-,5.8
Hank Lefkowitz,Career,24,2.1,-,0.2,19.3,,53.8,,-,-0.8
Grady Lewis,Career,139,5.4,-,0.9,25.2,,59.5,,-,4.3
Ron Livingstone,Career,117,6.3,4.7,1.9,28.6,,69.2,,-,2.4
John Logan,Career,258,12.4,4.5,3,31.2,,76.7,,-,27.8
Al Lucas,Career,2,1,-,1,33.3,,-,,-,0
Al Lujack,Career,5,0.8,-,0,12.5,,40,,-,0
Johnny Macknowski,Career,117,7,1.9,1.1,31.7,,72.7,,-,2.7
Jack Maddox,Career,1,0,-,1,-,,-,,-,0
Norm Mager,Career,24,5.2,2,1,28.2,,78.6,,-,0
Lionel Malamed,Career,44,5.9,-,1.4,33.4,,83.1,,-,1.7
John Mandic,Career,81,4.1,-,1.1,31.6,,66,,-,2.4
Frank Mangiapane,Career,6,0.8,-,0,15.4,,33.3,,-,-0.1
Press Maravich,Career,51,4.6,-,0.1,27.2,,51.7,,-,-0.7
Saul Mariaschin,Career,43,7.7,-,1.4,27,,70.9,,-,1.1
Dino Martin,Career,92,9.1,-,0.8,29.4,,63.8,,-,1.8
Don Martin,Career,137,3,-,0.3,28.2,,52.3,,-,1.3
Ariel Maughan,Career,259,7.9,4,1.2,28,,71.2,,-,4.2
Matt Mazza,Career,26,3.8,-,1.1,30,,71.1,,-,0
Mike McCarron,Career,68,9.7,-,0.9,28,,61.4,,-,4.3
Howie McCarty,Career,19,1.1,-,0.1,12.2,,10,,-,-1.1
Mel McGaha,Career,51,3.5,-,1,31.8,,59.1,,-,1.5
Mal McMullen,Career,109,4.8,2.5,1.1,30.6,,56.1,,-,-0.5
Chet McNabb,Career,2,0,-,0,0,,-,,-,0
George Mearns,Career,81,5.5,-,0.6,25.5,,68.4,,-,1.1
Carl Meinhold,Career,98,5.3,-,0.6,31.6,,62.8,,-,1.7
Ed Melvin,Career,57,4.9,-,0.6,26.3,,65.4,,-,0.7
Ken Menke,Career,6,2.5,-,1.2,35.3,,37.5,,-,0
Red Mihalik,Career,7,0.9,-,0,33.3,,-,,-,0
Al Miksis,Career,8,3.4,-,0.5,23.8,,81,,-,0.1
Nat Militzok,Career,57,4.3,-,0.7,26.2,,57.1,,-,1.7
Bill Miller,Career,28,1.9,-,0.7,29.2,,55,,-,0
Harry Miller,Career,53,2.9,-,0.8,22.3,,43.9,,-,-0.1
Walt Miller,Career,12,1.9,-,0.5,33.3,,50,,-,0.3
John Mills,Career,47,3.9,-,0.2,29.4,,55,,-,1.4
Wat Misaka,Career,3,2.3,-,0,23.1,,33.3,,-,0
Murray Mitchell,Career,2,1,-,1,33.3,,-,,-,0
Leo Mogus,Career,231,8.5,1.8,1.4,33.2,,71.6,,-,21.9
Elmore Morgenthaler,Career,31,1.8,-,0.3,36.5,,63.3,,-,0.7
Max Morris,Career,62,12.6,-,3.1,36.3,,66.7,,-,4.1
Chuck Mrazovich,Career,25,3.4,1.6,0.5,35,,60.4,,-,0.4
Joe Mullaney,Career,37,0.8,-,1.4,12.9,,80,,-,-0.6
Bob Mullens,Career,54,5.8,-,1,28.1,,62.7,,-,2.1
George Munroe,Career,80,6.1,-,0.3,26.8,,64.8,,-,2.9
Dick Murphy,Career,31,1.1,-,0.3,20,,44.4,,-,-0.5
John Murphy,Career,20,1.6,-,0,27.5,,66.7,,-,0.3
Angelo Musi,Career,161,8.4,-,0.7,29,,77.1,,-,6
Jerry Nagel,Career,14,0.9,-,1.3,21.4,,25,,-,-0.1
Fritz Nagy,Career,50,5.1,-,1.4,34.7,,67,,-,2.1
Paul Napolitano,Career,1,0,-,0,-,,-,,-,0
Al Negratti,Career,11,2.8,-,0.5,18.8,,62.5,,-,-0.1
Richie Niemiera,Career,115,6,-,1.8,33,,77.6,,-,7.6
Jim Nolan,Career,5,1.6,-,0.8,19,,-,,-,-0.2
Johnny Norlander,Career,217,8.3,1,1,32.9,,67.7,,-,20.5
George Nostrand,Career,221,8.2,-,0.8,30.5,,53.8,,-,5.6
Stan Noszka,Career,110,6,-,0.6,28,,66.7,,-,2
Bob O'Brien,Career,46,1.8,-,0.2,20.6,,46.6,,-,-0.1
Dermie O'Connell,Career,82,5.8,-,1.9,26.8,,53.1,,-,-3.1
Andy O'Donnell,Career,25,3.6,-,0.7,35.2,,77.8,,-,0.3
Buddy O'Grady,Career,146,3.7,-,0.7,26.5,,69.1,,-,1.6
Dick O'Keefe,Career,172,5.2,2.2,0.9,27.2,,64,,-,1.7
Tommy O'Keefe,Career,6,3.8,1.2,1.7,35.7,,75,,-,0.1
Garland O'Shields,Career,9,0.4,-,0.1,18.2,,0,,-,-0.1
John Oldham,Career,127,7.3,3.6,1.8,31.9,,62.7,,-,4.2
Gene Ollrich,Career,14,3.1,-,1.7,23.6,,71.4,,-,-0.6
Johnny Orr,Career,34,2.7,-,0.6,33.9,,85.7,,-,-0.1
Mac Otten,Career,59,2.4,-,0.6,32.9,,49.4,,-,0.3
Fred Paine,Career,3,2.3,-,0.3,15.8,,20,,-,-0.3
Bud Palmer,Career,148,11.7,-,1.3,32.6,,73.9,,-,18.5
Easy Parham,Career,133,5.4,1.3,2.1,31.6,,52.2,,-,0.4
Jack Parkinson,Career,4,0.8,-,0.5,8.3,,100,,-,-0.2
Doyle Parrack,Career,58,4.7,-,0.3,26.6,,65,,-,1.1
Charlie Parsley,Career,9,2.4,-,0.9,25.8,,85.7,,-,0
Marty Passaglia,Career,53,2.8,-,0.5,23.4,,58.3,,-,-0.1
George Pastushok,Career,39,3.1,-,0.4,26.2,,54.3,,-,0
Stan Patrick,Career,53,6.1,-,1.4,39.5,,60.5,,-,1.6
George Pearcy,Career,37,2.5,-,0.4,23.8,,72.7,,-,1.4
Henry Pearcy,Career,29,2.5,-,0.2,22.2,,73.5,,-,0.5
Jake Pelkington,Career,54,11.1,-,2.4,41.2,,79,,-,8.1
Warren Perkins,Career,126,6.1,4.8,2,30.9,,61.8,,-,3.1
Ed Peterson,Career,115,7,5.4,0.9,38.4,,62.7,,-,6.6
Jack Phelan,Career,55,4.1,-,1,32.5,,57.8,,-,-0.5
John Pritchard,Career,7,3.1,-,1.1,31,,36.4,,-,-0.2
Les Pugh,Career,116,6.1,-,0.6,28.5,,79.2,,-,0.6
Roy Pugh,Career,23,1.4,-,0.4,25.5,,31.6,,-,-0.2
Don Putman,Career,216,4.8,-,1.3,26.2,,62.1,,-,2
Howie Rader,Career,13,1.3,-,1.1,15.6,,30,,-,-0.6
Ray Ramsey,Career,2,1,-,0,0,,100,,-,0
Don Ray,Career,61,6,-,1,32.3,,69.8,,-,1.3
Chick Reiser,Career,171,10.4,-,2,32.1,,77.2,,-,13.2
Bob Rensberger,Career,3,0,-,0,0,,-,,-,-0.1
Mel Riebe,Career,146,10.8,-,1.5,30.4,,62.1,,-,6.5
Jim Riffey,Career,35,4.3,1.7,0.5,35.1,,76.9,,-,0.2
Tex Ritter,Career,151,5.2,1.9,1,34.8,,67.4,,-,5.7
Lee Robbins,Career,47,4.8,-,0.4,28.4,,56.4,,-,0.2
Bill Roberts,Career,117,3.5,-,0.6,33.9,,70.6,,-,0.9
Gene Rock,Career,11,0.9,-,0,22.2,,50,,-,0
Jack Rocker,Career,9,1.9,-,0.3,36.4,,100,,-,0.2
Petey Rosenberg,Career,51,2.9,-,0.5,20.9,,61.2,,-,-0.4
Hank Rosenstein,Career,60,6.4,-,0.6,30.5,,64,,-,4.6
Irv Rothenberg,Career,131,5.4,-,0.7,26.7,,60.6,,-,3.6
Mickey Rottner,Career,100,5.4,-,1.4,29,,47.8,,-,3.7
Giff Roux,Career,151,4.1,-,0.3,28,,51.1,,-,3.8
Bob Royer,Career,42,4.7,-,2,33.8,,70.7,,-,0
Jerry Rullo,Career,95,2.9,-,0.7,29.2,,59.1,,-,2
Ed Sadowski,Career,229,15.6,-,1.8,35.4,,69.7,,-,36.2
Kenny Sailors,Career,276,12.6,2,2.8,32.9,,71.2,,-,17.1
Alan Sawyer,Career,33,6.6,3.7,0.8,37,,86,,-,0.9
Alex Scales,Career,1,0,0,0,-,-,-,-,-,0
Ben Schadler,Career,37,1.5,-,0.2,19.8,,76.9,,-,-0.5
Herm Schaefer,Career,123,7.6,-,3.2,37.9,,82.8,,-,12.2
Ben Scharnus,Career,52,2,-,0.4,19.9,,61.7,,-,-0.1
Marv Schatzman,Career,34,3.4,-,1.1,24.7,,58,,-,-0.9
Ossie Schectman,Career,54,8.1,-,2,27.6,,62,,-,4.3
Otto Schnellbacher,Career,43,6.4,-,1.5,33.2,,66.9,,-,1.2
Milt Schoon,Career,103,6,-,0.9,34.2,,60.5,,-,4.4
Dick Schulz,Career,205,5.6,-,1,25.9,,71.9,,-,4.3
Wayne See,Career,61,5.2,-,2.3,37.3,,69.6,,-,1.6
Glen Selbo,Career,13,3.2,-,1.8,19.6,,75.9,,-,-0.2
Rollie Seltz,Career,34,7.8,-,1.9,30.1,,76.9,,-,1.8
Jim Seminoff,Career,231,6.5,-,2.7,30.8,,68.1,,-,16.9
Nick Shaback,Career,53,4.6,-,0.5,26.5,,71.7,,-,0.3
Carl Shaeffer,Career,53,3.1,1,0.9,35.7,,58.3,,-,0.8
Earl Shannon,Career,134,8.6,-,1.3,30.5,,59.8,,-,7.6
Howie Shannon,Career,122,10.8,-,2.5,35.5,,79.5,,-,6.3
Bob Shea,Career,43,2.2,-,0.1,24.2,,57.6,,-,-0.4
Fred Sheffield,Career,22,3.4,-,0.2,19.9,,61.5,,-,-0.5
Charley Shipp,Career,23,4.7,-,2,25.5,,72.5,,-,-0.6
Dick Shrider,Career,4,0.3,-,0.5,-,,33.3,,-,0
Ralph Siewert,Career,21,1,-,0.2,13.6,,53.3,,-,-0.3
Johnny Simmons,Career,60,5.3,-,0.5,28,,61.4,,-,1.7
Jack Smiley,Career,118,6.2,-,2.5,25.6,,67.9,,-,0.6
Deb Smith,Career,48,1.5,-,0.1,26.9,,42.9,,-,0.7
Chips Sobek,Career,60,5.8,-,1.6,37.8,,76.1,,-,3.1
Gino Sovran,Career,6,1.8,-,0.2,33.3,,50,,-,0.1
Art Spector,Career,169,5,-,0.8,28,,57.5,,-,2.9
Lou Spicer,Career,4,0.3,-,0,0,,50,,-,-0.2
Jim Springer,Career,2,0.5,-,0,-,,100,,-,0
Jim Spruill,Career,1,2,-,0,33.3,,-,,-,0
Ed Stanczak,Career,76,7.6,1.9,1,33.8,,75.9,,-,6.4
Art Stolkey,Career,23,4.4,-,1.7,22,,68.2,,-,1.6
Gene Stump,Career,148,5.3,-,0.8,30.3,,69.2,,-,1.1
Stan Stutz,Career,166,7.1,-,1.1,25.6,,81.3,,-,6.7
Buck Sydnor,Career,15,1,-,0,19.2,,50,,-,-0.1
Sid Tanenbaum,Career,70,9,-,2.3,27.4,,83,,-,2.2
Mel Thurston,Career,14,5.6,-,0.3,28.3,,50,,-,-0.1
Hal Tidrick,Career,61,9,-,1.7,31.5,,80,,-,2.5
Jack Tingle,Career,39,2.3,-,0.2,25.9,,51.5,,-,0.4
Mike Todorovich,Career,131,11,6.9,2.9,30.9,,71.1,,-,5.3
Andy Tonkovich,Career,17,2.6,-,0.6,26.8,,66.7,,-,-0.4
Jack Toomay,Career,131,6.7,-,0.9,37.6,,69.1,,-,6.3
Irv Torgoff,Career,147,6.8,-,0.7,24.6,,77.1,,-,6.5
Bob Tough,Career,82,7.1,-,1.7,27.8,,71.3,,-,-0.8
Blackie Towery,Career,128,9.4,-,2.4,29.3,,74.8,,-,4.2
Dick Triptow,Career,59,5.7,-,1.6,27.5,,72.7,,-,1.4
Virgil Vaughn,Career,17,2.6,-,0.6,19.2,,53.6,,-,-0.3
Floyd Volker,Career,54,7.4,-,2.1,30.9,,55,,-,-2
Whitey Von Nieda,Career,59,5.3,-,2.4,35.7,,63.5,,-,2.3
Butch van Breda Kolff,Career,175,4.7,-,1.5,30.5,,66.9,,-,9.4
Clint Wager,Career,63,2.3,-,1.4,28.1,,61.7,,-,1.5
Danny Wagner,Career,11,6.3,-,1.6,35.2,,88.6,,-,0.6
Red Wallace,Career,61,9.1,-,1,27.8,,54.1,,-,1.9
Jake Weber,Career,50,3.5,-,0.1,29.2,,69.6,,-,1.4
Dick Wehr,Career,9,1.3,-,0.3,23.8,,33.3,,-,-0.1
Ray Wertis,Career,68,3.6,-,0.7,21,,59,,-,-1.4
Murray Wier,Career,56,7.7,-,1.9,32.7,,69.3,,-,1.6
D.C. Wilcutt,Career,59,2.2,-,1.4,33.9,,73.3,,-,1.1
Ward Williams,Career,53,4.1,-,1.5,23.7,,75,,-,1.8
Bob Wood,Career,6,1.2,-,0.2,21.4,,100,,-,-0.2
Harry Zeller,Career,48,7.5,-,0.6,31.4,,68.9,,-,3.7
Matt Zunic,Career,56,4.9,-,0.9,30.3,,70.6,,-,2
Steven Hill,Career,1,2,3,0,100,-,-,100,88.3,0
Ian Lockhart,Career,1,4,0,0,100,-,100,100,76.3,0
Ahmad Caver,Career,1,2,0,0,100,-,-,100,76.2,0
Tyson Wheeler,Career,1,4,0,2,100,100,50,150,76.1,0.1
Dave Scholz,Career,1,2,0,0,100,,-,,67.6,0
Chad Gallagher,Career,2,3,0,0,100,-,-,100,66.8,0.1
Stanley Umude,Career,1,2,0,0,0,0,100,0,65.6,0
Cedric Lewis,Career,3,1.3,0.7,0,66.7,-,-,66.7,62.7,0.1
Cozell McQueen,Career,3,2,2.7,0,100,-,-,100,58.3,0.1
Bill Stricker,Career,1,4,0,0,66.7,,-,,45.1,0
Sim Bhullar,Career,3,0.7,0.3,0.3,50,-,-,50,44.3,0
Frank Reddout,Career,7,1.9,1.3,0,83.3,,75,,42.9,0.3
Dennis Van Zant,Career,1,2,1,0,-,-,100,-,39.3,0
Trevon Duval,Career,3,1.7,0.3,0.7,66.7,100,-,83.3,38.3,0.1
Vince Hunter,Career,4,1.5,0.8,0,60,-,-,60,35.8,0
Shamorie Ponds,Career,4,2.3,0.3,0.5,60,50,100,70,33.1,0.1
Kelly McCarty,Career,2,2,1.5,0,66.7,-,-,66.7,31.7,0
Dave Gunther,Career,1,2,3,3,50,,-,,31.6,0
