,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1962-63,23.0,STL,NBA,PF,27.0,374.0,14.3,0.449,0.319,,,,,,,,-0.1,0.7,0.6,0.079,,,,,
1,1963-64,24.0,STL,NBA,PF,80.0,1949.0,13.1,0.441,0.332,,,,,,,,-0.2,2.8,2.6,0.064,,,,,
2,1964-65,25.0,STL,NBA,PF,79.0,2362.0,14.1,0.43,0.293,,,,11.4,,,,-0.7,3.8,3.1,0.063,,,,,
3,1965-66,26.0,STL,NBA,PF,78.0,2677.0,13.9,0.465,0.393,,,,10.5,,,,1.1,2.9,3.9,0.07,,,,,
4,1966-67,27.0,STL,NBA,PF,79.0,3130.0,16.8,0.514,0.473,,,,9.5,,,,4.3,3.3,7.6,0.117,,,,,
5,1967-68,28.0,STL,NBA,PF,82.0,3197.0,15.6,0.523,0.48,,,,10.8,,,,4.5,4.2,8.6,0.129,,,,,
6,1968-69,29.0,ATL,NBA,PF,80.0,2930.0,15.4,0.506,0.455,,,,12.8,,,,3.0,3.7,6.7,0.11,,,,,
7,1969-70,30.0,ATL,NBA,PF,82.0,3269.0,15.9,0.538,0.484,,,,12.7,,,,4.2,2.4,6.6,0.097,,,,,
8,1970-71,31.0,ATL,NBA,PF,82.0,3140.0,13.8,0.498,0.396,,,17.7,9.6,,,,2.1,1.8,3.9,0.059,,,,,
9,1971-72,32.0,TOT,NBA,PF,78.0,2756.0,15.3,0.534,0.406,,,17.5,9.4,,,,3.5,3.0,6.5,0.113,,,,,
10,1971-72,32.0,ATL,NBA,PF,14.0,546.0,11.0,0.434,0.328,,,17.0,9.3,,,,-0.3,0.4,0.2,0.016,,,,,
11,1971-72,32.0,PHI,NBA,PF,64.0,2210.0,16.4,0.554,0.422,,,17.6,9.5,,,,3.7,2.6,6.3,0.137,,,,,
12,1972-73,33.0,TOT,NBA,PF,82.0,2867.0,12.8,0.506,0.353,,,14.3,9.3,,,,2.4,4.4,6.7,0.113,,,,,
13,1972-73,33.0,PHI,NBA,PF,10.0,376.0,13.3,0.456,0.52,,,14.5,8.1,,,,0.0,0.2,0.2,0.028,,,,,
14,1972-73,33.0,LAL,NBA,PF,72.0,2491.0,12.7,0.518,0.318,,,14.3,9.5,,,,2.4,4.1,6.5,0.126,,,,,
15,1973-74,34.0,LAL,NBA,PF,65.0,1812.0,11.6,0.468,0.32,10.1,14.8,12.6,10.5,1.4,0.8,,0.8,2.0,2.8,0.074,,-1.5,-0.2,-1.7,0.2
16,1974-75,35.0,TOT,NBA,PF,32.0,415.0,9.8,0.403,0.366,14.9,16.2,15.5,9.4,1.2,0.6,,-0.1,0.3,0.2,0.022,,-2.8,-0.8,-3.7,-0.2
17,1974-75,35.0,LAL,NBA,PF,17.0,307.0,9.6,0.399,0.526,14.4,14.8,14.6,11.1,1.0,0.8,,-0.1,0.2,0.1,0.014,,-2.7,-0.7,-3.4,-0.1
18,1974-75,35.0,GSW,NBA,PF,15.0,108.0,10.6,0.41,0.111,16.2,20.0,18.1,4.6,1.7,0.0,,0.0,0.1,0.1,0.047,,-3.3,-1.1,-4.3,-0.1
19,Career,,,NBA,,926.0,30878.0,14.5,0.494,0.404,11.0,15.1,15.9,10.6,1.3,0.8,,24.7,35.2,59.9,0.093,,-1.7,-0.3,-2.0,0.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,
21,10 seasons,,"STL,ATL",NBA,,683.0,23574.0,14.9,0.49,0.414,,,17.6,11.0,,,,17.9,25.9,43.9,0.089,,,,,
22,3 seasons,,LAL,NBA,,154.0,4610.0,12.1,0.49,0.329,10.8,14.8,13.7,10.0,1.3,0.8,,3.1,6.3,9.4,0.098,,-1.6,-0.3,-1.9,0.0
23,2 seasons,,PHI,NBA,,74.0,2586.0,15.9,0.537,0.438,,,17.2,9.3,,,,3.7,2.8,6.5,0.121,,,,,
24,1 season,,GSW,NBA,,15.0,108.0,10.6,0.41,0.111,16.2,20.0,18.1,4.6,1.7,0.0,,0.0,0.1,0.1,0.047,,-3.3,-1.1,-4.3,-0.1
