,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1956-57,22.0,ROC,NBA,SF,71.0,1759.0,13.5,0.443,0.287,,,,,,1.3,2.3,3.7,0.1,
1,1957-58,23.0,CIN,NBA,SF,71.0,1032.0,11.2,0.426,0.38,,,,,,0.3,1.1,1.4,0.066,
2,1958-59,24.0,CIN,NBA,PF,72.0,1674.0,13.4,0.42,0.279,,,,,,-0.1,0.6,0.5,0.014,
3,1959-60,25.0,TOT,NBA,SF,77.0,1833.0,11.1,0.436,0.277,,,,,,0.4,0.7,1.1,0.028,
4,1959-60,25.0,CIN,NBA,,52.0,1111.0,13.8,0.443,0.23,,,,,,0.5,0.3,0.8,0.032,
5,1959-60,25.0,STL,NBA,SF,25.0,722.0,6.9,0.42,0.406,,,,,,-0.1,0.4,0.3,0.021,
6,1960-61,26.0,STL,NBA,SF,29.0,254.0,13.7,0.502,0.323,,,,,,0.4,0.4,0.8,0.142,
7,1961-62,27.0,CHP,NBA,PF,45.0,614.0,8.3,0.408,0.262,,,,,,-0.5,0.4,-0.1,-0.008,
8,1962-63,28.0,CIN,NBA,SF,48.0,457.0,6.4,0.394,0.101,,,,,,-0.5,0.2,-0.3,-0.031,
9,Career,,,NBA,,413.0,7623.0,11.8,0.43,0.285,,,,,,1.3,5.7,7.0,0.044,
10,,,,,,,,,,,,,,,,,,,,
11,5 seasons,,"ROC,CIN",NBA,,314.0,6033.0,12.6,0.43,0.276,,,,,,1.4,4.6,6.0,0.048,
12,2 seasons,,STL,NBA,,54.0,976.0,8.7,0.446,0.379,,,,,,0.3,0.8,1.1,0.053,
13,1 season,,CHP,NBA,,45.0,614.0,8.3,0.408,0.262,,,,,,-0.5,0.4,-0.1,-0.008,
