,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,22.0,DTF,BAA,,58,,,0.307,0.39,,,,,,0.3,2.3,2.6,,
1,Career,,,BAA,,58,,,0.307,0.39,,,,,,0.3,2.3,2.6,,
