,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1972-73,23.0,GSW,NBA,SG,70.0,887.0,12.5,0.446,0.115,,,6.8,17.8,,,,,,-0.3,1.2,0.9,0.05,,,,,
1,1973-74,24.0,GSW,NBA,PG,59.0,1051.0,12.3,0.433,0.118,4.5,11.1,7.9,12.8,2.6,0.3,,,,-0.1,1.1,1.0,0.044,,-2.4,0.4,-2.0,0.0
2,1974-75,25.0,GSW,NBA,SG,79.0,2171.0,12.8,0.431,0.107,6.0,8.0,7.0,14.2,2.8,0.2,,,,0.5,2.0,2.4,0.054,,-1.4,-0.1,-1.5,0.3
3,1975-76,26.0,GSW,NBA,PG,81.0,1549.0,14.2,0.485,0.108,4.8,7.6,6.2,11.1,2.9,0.2,,,,1.6,2.1,3.7,0.116,,-0.8,0.9,0.1,0.8
4,1976-77,27.0,GSW,NBA,PG,79.0,1196.0,12.6,0.456,0.118,4.2,7.7,6.0,10.4,2.9,0.3,,,,0.3,1.2,1.4,0.056,,-2.1,0.0,-2.1,0.0
5,1977-78,28.0,TOT,NBA,SG,71.0,1299.0,10.9,0.43,0.105,3.3,8.7,6.0,13.9,2.1,0.2,10.7,20.0,,-0.1,1.3,1.1,0.042,,-2.6,0.2,-2.4,-0.1
6,1977-78,28.0,GSW,NBA,SG,32.0,492.0,11.8,0.416,0.043,4.7,8.2,6.4,13.8,2.9,0.4,8.8,20.9,,-0.1,0.6,0.4,0.043,,-2.4,0.7,-1.8,0.0
7,1977-78,28.0,WSB,NBA,SG,39.0,807.0,10.3,0.44,0.147,2.4,9.0,5.7,14.0,1.7,0.1,11.9,19.5,,0.0,0.7,0.7,0.041,,-2.7,0.0,-2.8,-0.2
8,1978-79,29.0,WSB,NBA,SG,82.0,1819.0,12.0,0.458,0.101,4.0,7.3,5.6,12.5,2.4,0.2,9.6,19.1,,0.9,1.9,2.8,0.074,,-1.9,0.8,-1.2,0.4
9,Career,,,NBA,,521.0,9972.0,12.5,0.449,0.109,4.6,8.2,6.4,13.1,2.6,0.2,10.1,19.5,,2.7,10.7,13.4,0.064,,-1.8,0.3,-1.4,1.3
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6 seasons,,GSW,NBA,,400.0,7346.0,12.9,0.448,0.107,5.0,8.4,6.7,13.1,2.8,0.3,8.8,20.9,,1.8,8.1,9.9,0.065,,-1.6,0.3,-1.3,1.1
12,2 seasons,,WSB,NBA,,121.0,2626.0,11.5,0.452,0.115,3.5,7.8,5.7,13.0,2.2,0.1,10.3,19.2,,0.9,2.6,3.5,0.064,,-2.2,0.5,-1.6,0.2
