,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1958-59,22.0,CIN,NBA,PF,68.0,1252.0,13.6,0.429,0.363,,,,,,0.2,0.4,0.7,0.025,
1,1959-60,23.0,DET,NBA,PF,73.0,1244.0,17.2,0.5,0.331,,,,,,2.7,1.0,3.7,0.144,
2,1960-61,24.0,DET,NBA,C,28.0,308.0,12.9,0.466,0.348,,,,,,0.3,0.1,0.4,0.062,
3,1961-62,25.0,TOT,NBA,"C,PF",21.0,288.0,14.6,0.507,0.4,,,,,,0.5,0.2,0.6,0.103,
4,1961-62,25.0,CHP,NBA,PF,13.0,217.0,14.9,0.503,0.402,,,,,,0.3,0.1,0.5,0.103,
5,1961-62,25.0,STL,NBA,C,8.0,71.0,13.7,0.518,0.393,,,,,,0.1,0.0,0.2,0.104,
6,Career,,,NBA,,190.0,3092.0,15.1,0.469,0.351,,,,,,3.6,1.8,5.4,0.084,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,DET,NBA,,101.0,1552.0,16.3,0.494,0.334,,,,,,3.0,1.2,4.1,0.127,
9,1 season,,CIN,NBA,,68.0,1252.0,13.6,0.429,0.363,,,,,,0.2,0.4,0.7,0.025,
10,1 season,,CHP,NBA,,13.0,217.0,14.9,0.503,0.402,,,,,,0.3,0.1,0.5,0.103,
11,1 season,,STL,NBA,,8.0,71.0,13.7,0.518,0.393,,,,,,0.1,0.0,0.2,0.104,
