,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1974-75,23.0,SEA,NBA,SF,56,939,7.0,0.445,0.293,5.8,8.8,7.3,4.1,1.3,0.3,,-0.2,0.5,0.3,0.015,,-3.9,-1.0,-4.9,-0.7
1,Career,,,NBA,,56,939,7.0,0.445,0.293,5.8,8.8,7.3,4.1,1.3,0.3,,-0.2,0.5,0.3,0.015,,-3.9,-1.0,-4.9,-0.7
