,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1947-48,23.0,NYK,BAA,,29.0,,,0.327,0.217,,,,,,0.2,0.5,0.7,,
1,1948-49,24.0,NYK,BAA,,47.0,,,0.292,0.217,,,,,,-1.7,0.9,-0.8,,
2,1949-50,25.0,NYK,NBA,,65.0,,,0.378,0.299,,,,,,0.0,0.8,0.9,,
3,1950-51,26.0,ROC,NBA,,52.0,,,0.335,0.259,,,,,,-0.8,0.4,-0.5,,
4,1951-52,27.0,ROC,NBA,,8.0,32.0,2.3,0.291,0.333,,,,,,-0.1,0.0,-0.1,-0.092,
5,Career,,,TOT,,201.0,32.0,2.3,0.335,0.253,,,,,,-2.4,2.7,0.2,-0.092,
6,,,,NBA,,125.0,32.0,2.3,0.361,0.285,,,,,,-0.9,1.2,0.3,-0.092,
7,,,,BAA,,76.0,,,0.304,0.217,,,,,,-1.5,1.4,-0.1,,
8,,,,,,,,,,,,,,,,,,,,
9,3 seasons,,NYK,BAA,,141.0,,,0.335,0.251,,,,,,-1.5,2.3,0.8,,
10,2 seasons,,ROC,NBA,,60.0,32.0,2.3,0.333,0.262,,,,,,-0.9,0.4,-0.5,-0.092,
