,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1975-76,24.0,SEA,NBA,C,28,279,9.0,0.392,0.367,10.8,16.3,13.5,5.8,1.1,2.1,,-0.2,0.3,0.1,0.012,,-3.4,-0.6,-4.0,-0.2
1,Career,,,NBA,,28,279,9.0,0.392,0.367,10.8,16.3,13.5,5.8,1.1,2.1,,-0.2,0.3,0.1,0.012,,-3.4,-0.6,-4.0,-0.2
