,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
0,1984-85,25.0,BOS,NBA,SG,38.0,179.0,7.2,0.45,0.03,0.254,5.2,7.7,6.5,17.5,0.8,0.0,20.3,21.3,,-0.2,0.1,-0.1,-0.021,,-5.2,-2.3,-7.5,-0.3
1,1985-86,26.0,BOS,NBA,SG,77.0,760.0,7.9,0.5,0.053,0.122,3.4,7.5,5.6,16.8,1.2,0.3,20.1,13.5,,0.0,0.9,0.9,0.056,,-3.2,0.2,-3.0,-0.2
2,1986-87,27.0,BOS,NBA,SG,42.0,297.0,4.6,0.397,0.174,0.217,3.3,7.7,5.7,14.4,1.3,0.0,19.9,18.0,,-0.6,0.2,-0.3,-0.054,,-5.6,-1.6,-7.1,-0.4
3,1987-88,28.0,NYK,NBA,SG,26.0,204.0,9.0,0.515,0.254,0.164,3.3,4.1,3.6,22.2,2.6,1.2,23.4,18.7,,-0.1,0.2,0.2,0.036,,-2.5,1.0,-1.5,0.0
4,1989-90,30.0,NJN,NBA,SG,5.0,21.0,-9.2,0.143,0.429,0.0,0.0,0.0,0.0,31.6,2.3,2.8,36.4,21.0,,-0.2,0.0,-0.2,-0.344,,-15.1,-1.3,-16.4,-0.1
5,Career,,,NBA,,188.0,1461.0,7.0,0.466,0.114,0.168,3.5,7.0,5.4,17.4,1.4,0.4,20.9,16.2,,-1.0,1.5,0.5,0.015,,-4.0,-0.4,-4.4,-0.9
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3 seasons,,BOS,NBA,,157.0,1236.0,7.0,0.462,0.08,0.172,3.6,7.6,5.7,16.3,1.2,0.2,20.1,15.7,,-0.8,1.3,0.5,0.018,,-4.1,-0.6,-4.7,-0.8
8,1 season,,NYK,NBA,,26.0,204.0,9.0,0.515,0.254,0.164,3.3,4.1,3.6,22.2,2.6,1.2,23.4,18.7,,-0.1,0.2,0.2,0.036,,-2.5,1.0,-1.5,0.0
9,1 season,,NJN,NBA,,5.0,21.0,-9.2,0.143,0.429,0.0,0.0,0.0,0.0,31.6,2.3,2.8,36.4,21.0,,-0.2,0.0,-0.2,-0.344,,-15.1,-1.3,-16.4,-0.1
