,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1966-67,22.0,SFW,NBA,SF,41,333,13.1,0.437,0.152,,,,10.5,,,,-0.2,0.5,0.4,0.056,,,,,
1,1967-68,23.0,SFW,NBA,SF,51,624,10.0,0.392,0.166,,,,8.0,,,,-1.2,0.9,-0.3,-0.02,,,,,
2,1968-69,24.0,SFW,NBA,SF,74,1731,13.6,0.433,0.214,,,,11.7,,,,-1.2,2.5,1.3,0.036,,,,,
3,1969-70,25.0,SFW,NBA,SF,76,2380,13.0,0.448,0.221,,,,8.5,,,,-1.7,2.7,1.0,0.019,,,,,
4,1970-71,26.0,SFW,NBA,SF,80,2275,10.7,0.437,0.226,,,9.9,9.8,,,,-1.4,1.8,0.5,0.01,,,,,
5,1971-72,27.0,GSW,NBA,SF,78,1462,12.3,0.443,0.194,,,11.9,9.6,,,,-1.0,2.2,1.3,0.042,,,,,
6,1972-73,28.0,GSW,NBA,PF,74,1054,13.2,0.442,0.191,,,12.2,11.1,,,,-0.5,1.6,1.1,0.051,,,,,
7,1973-74,29.0,GSW,NBA,SF,50,515,8.5,0.344,0.163,6.9,15.3,11.2,8.7,2.8,0.9,,-0.9,0.7,-0.2,-0.02,,-4.7,0.6,-4.0,-0.3
8,Career,,,NBA,,524,10374,12.1,0.434,0.206,6.9,15.3,11.0,9.8,2.8,0.9,,-8.0,13.0,5.0,0.023,,-4.7,0.6,-4.0,-0.3
