,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1967-68,25.0,TOT,ABA,SG,73.0,2853.0,17.3,0.491,0.01,0.377,,,6.0,13.8,13.7,25.9,,4.6,1.2,5.8,0.098,
1,1967-68,25.0,OAK,ABA,SG,42.0,1768.0,18.0,0.493,0.012,0.373,,,6.7,13.5,14.6,27.5,,3.1,0.4,3.5,0.094,
2,1967-68,25.0,NJA,ABA,SG,31.0,1085.0,16.2,0.487,0.006,0.385,,,4.9,14.3,11.9,23.2,,1.5,0.9,2.4,0.104,
3,1968-69,26.0,TOT,ABA,SG,61.0,1403.0,14.2,0.487,0.005,0.393,,,6.2,15.4,16.4,23.8,,1.0,0.9,1.9,0.066,
4,1968-69,26.0,NYA,ABA,SG,35.0,920.0,16.4,0.511,0.002,0.398,,,6.2,15.1,14.9,23.4,,1.3,0.5,1.8,0.092,
5,1968-69,26.0,HSM,ABA,SG,6.0,138.0,11.0,0.488,0.0,0.46,,,4.9,13.6,20.1,24.8,,0.1,0.1,0.2,0.073,
6,1968-69,26.0,DNR,ABA,SG,20.0,345.0,9.7,0.419,0.013,0.352,,,6.7,17.1,18.6,24.5,,-0.4,0.3,0.0,-0.006,
7,1969-70,27.0,NYA,ABA,SG,80.0,3210.0,20.7,0.55,0.023,0.344,,,8.2,12.9,12.4,23.5,,8.1,2.9,10.9,0.164,
8,1970-71,28.0,TOT,ABA,SG,60.0,1806.0,12.0,0.474,0.039,0.294,,,6.0,13.0,14.6,23.2,,0.1,1.1,1.2,0.031,
9,1970-71,28.0,NYA,ABA,SG,27.0,985.0,11.5,0.479,0.02,0.294,,,5.3,10.5,14.5,23.1,,0.2,0.4,0.6,0.029,
10,1970-71,28.0,TEX,ABA,SG,33.0,821.0,12.6,0.468,0.061,0.293,,,6.9,15.9,14.8,23.2,,-0.1,0.7,0.6,0.035,
11,Career,,,ABA,,274.0,9272.0,17.0,0.507,0.019,0.353,,,6.8,13.6,13.8,24.2,,13.8,6.1,19.9,0.103,
12,,,,,,,,,,,,,,,,,,,,,,,
13,4 seasons,,"NJA,NYA",ABA,,173.0,6200.0,17.8,0.522,0.016,0.351,,,6.8,13.1,13.0,23.4,,11.0,4.6,15.7,0.121,
14,1 season,,OAK,ABA,,42.0,1768.0,18.0,0.493,0.012,0.373,,,6.7,13.5,14.6,27.5,,3.1,0.4,3.5,0.094,
15,1 season,,TEX,ABA,,33.0,821.0,12.6,0.468,0.061,0.293,,,6.9,15.9,14.8,23.2,,-0.1,0.7,0.6,0.035,
16,1 season,,DNR,ABA,,20.0,345.0,9.7,0.419,0.013,0.352,,,6.7,17.1,18.6,24.5,,-0.4,0.3,0.0,-0.006,
17,1 season,,HSM,ABA,,6.0,138.0,11.0,0.488,0.0,0.46,,,4.9,13.6,20.1,24.8,,0.1,0.1,0.2,0.073,
