,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1954-55,22.0,TOT,NBA,SF,23.0,376.0,9.7,0.405,0.409,,,,,,-0.1,0.4,0.3,0.033,
1,1954-55,22.0,SYR,NBA,SF,1.0,5.0,-3.2,0.347,1.0,,,,,,0.0,0.0,0.0,-0.097,
2,1954-55,22.0,MLH,NBA,SF,1.0,13.0,0.1,0.143,0.0,,,,,,-0.1,0.0,-0.1,-0.404,
3,1954-55,22.0,PHW,NBA,SF,20.0,353.0,10.2,0.423,0.413,,,,,,0.0,0.4,0.4,0.051,
4,1955-56,23.0,PHW,NBA,SF,54.0,402.0,10.2,0.433,0.411,,,,,,0.1,0.4,0.5,0.054,
5,1956-57,24.0,PHW,NBA,SF,57.0,400.0,11.7,0.487,0.434,,,,,,0.6,0.3,0.9,0.103,
6,Career,,,NBA,,134.0,1178.0,10.6,0.441,0.417,,,,,,0.5,1.1,1.6,0.064,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,PHW,NBA,,131.0,1155.0,10.7,0.447,0.419,,,,,,0.7,1.0,1.7,0.07,
9,1 season,,MLH,NBA,,1.0,13.0,0.1,0.143,0.0,,,,,,-0.1,0.0,-0.1,-0.404,
10,1 season,,SYR,NBA,,1.0,5.0,-3.2,0.347,1.0,,,,,,0.0,0.0,0.0,-0.097,
