,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1964-65,23.0,BOS,NBA,PF,64,699,9.8,0.451,0.502,,,,2.8,,0.1,1.7,1.8,0.124,
1,1965-66,24.0,BOS,NBA,C,10,72,14.8,0.49,0.2,,,,5.8,,0.1,0.2,0.3,0.169,
2,Career,,,NBA,,74,771,10.2,0.455,0.464,,,,3.1,,0.2,1.9,2.1,0.128,
