,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1955-56,22.0,SYR,NBA,SF,66.0,1423.0,13.8,0.416,0.31,,,,,,-0.2,2.2,2.0,0.068,
1,1956-57,23.0,SYR,NBA,SG,71.0,2250.0,15.5,0.45,0.411,,,,,,2.5,2.2,4.7,0.101,
2,1957-58,24.0,SYR,NBA,SF,60.0,1871.0,15.8,0.452,0.308,,,,,,2.2,2.0,4.3,0.11,
3,1958-59,25.0,TOT,NBA,SG,72.0,1955.0,12.3,0.423,0.308,,,,,,0.1,2.0,2.0,0.05,
4,1958-59,25.0,SYR,NBA,,57.0,1601.0,11.7,0.419,0.295,,,,,,-0.1,1.6,1.5,0.044,
5,1958-59,25.0,DET,NBA,SG,15.0,354.0,15.1,0.437,0.36,,,,,,0.2,0.4,0.5,0.074,
6,1959-60,26.0,DET,NBA,SG,70.0,1636.0,12.4,0.417,0.286,,,,,,-0.5,1.2,0.7,0.022,
7,1960-61,27.0,PHW,NBA,SF,77.0,1294.0,10.0,0.406,0.232,,,,,,-0.9,1.4,0.5,0.018,
8,1961-62,28.0,PHW,NBA,SG,70.0,963.0,7.1,0.393,0.24,,,,,,-1.0,0.8,-0.1,-0.007,
9,Career,,,NBA,,486.0,11392.0,13.0,0.427,0.309,,,,,,2.3,11.9,14.2,0.06,
10,,,,,,,,,,,,,,,,,,,,
11,4 seasons,,SYR,NBA,,254.0,7145.0,14.4,0.437,0.335,,,,,,4.5,8.0,12.5,0.084,
12,2 seasons,,PHW,NBA,,147.0,2257.0,8.7,0.401,0.235,,,,,,-1.8,2.2,0.4,0.008,
13,2 seasons,,DET,NBA,,85.0,1990.0,12.9,0.421,0.299,,,,,,-0.3,1.6,1.3,0.031,
