,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,19.0,CHS,BAA,,45.0,,,0.35,0.312,,,,,,-0.2,1.0,0.7,,
1,1949-50,20.0,CHS,NBA,,57.0,,,0.355,0.36,,,,,,-0.6,1.2,0.6,,
2,1951-52,22.0,INO,NBA,C,66.0,2439.0,17.4,0.451,0.479,,,,,,3.4,3.8,7.2,0.142,
3,1952-53,23.0,INO,NBA,C,69.0,2769.0,16.2,0.436,0.642,,,,,,2.1,3.7,5.8,0.101,
4,1953-54,24.0,PHW,NBA,PF,71.0,2759.0,14.6,0.409,0.35,,,,,,-0.2,2.5,2.3,0.04,
5,1954-55,25.0,PHW,NBA,PF,70.0,2515.0,11.9,0.388,0.276,,,,,,-2.8,2.7,-0.1,-0.002,
6,1955-56,26.0,PHW,NBA,PF,72.0,2375.0,13.8,0.422,0.316,,,,,,-0.2,2.1,2.0,0.04,
7,1956-57,27.0,PHW,NBA,PF,72.0,2501.0,12.7,0.41,0.288,,,,,,-0.5,1.6,1.1,0.021,
8,1957-58,28.0,PHW,NBA,PF,72.0,2077.0,12.1,0.395,0.298,,,,,,-1.4,2.3,0.9,0.022,
9,1958-59,29.0,PHW,NBA,PF,72.0,2482.0,13.9,0.415,0.323,,,,,,-0.5,3.3,2.8,0.053,
10,1959-60,30.0,PHW,NBA,PF,73.0,1269.0,12.9,0.428,0.298,,,,,,0.1,2.1,2.2,0.082,
11,1960-61,31.0,PHW,NBA,PF,68.0,1011.0,10.1,0.396,0.361,,,,,,-1.1,1.1,0.0,0.0,
12,1961-62,32.0,TOT,NBA,PF,38.0,468.0,10.3,0.387,0.294,,,,,,-0.7,0.6,-0.2,-0.017,
13,1961-62,32.0,STL,NBA,,3.0,28.0,1.6,0.229,0.059,,,,,,-0.2,0.0,-0.2,-0.306,
14,1961-62,32.0,CHP,NBA,PF,12.0,117.0,13.8,0.406,0.366,,,,,,-0.2,0.1,-0.1,-0.034,
15,1961-62,32.0,SYR,NBA,PF,23.0,323.0,9.8,0.394,0.286,,,,,,-0.4,0.5,0.1,0.014,
16,Career,,,TOT,,845.0,22665.0,13.8,0.411,0.353,,,,,,-2.7,27.9,25.3,0.051,
17,,,,NBA,,800.0,22665.0,13.8,0.412,0.354,,,,,,-2.4,27.0,24.5,0.051,
18,,,,BAA,,45.0,,,0.35,0.312,,,,,,-0.2,1.0,0.7,,
19,,,,,,,,,,,,,,,,,,,,
20,8 seasons,,PHW,NBA,,570.0,16989.0,13.0,0.408,0.311,,,,,,-6.6,17.7,11.1,0.031,
21,2 seasons,,INO,NBA,,135.0,5208.0,16.7,0.444,0.559,,,,,,5.5,7.5,13.0,0.12,
22,2 seasons,,CHS,BAA,,102.0,,,0.353,0.342,,,,,,-0.8,2.2,1.4,,
23,1 season,,SYR,NBA,,23.0,323.0,9.8,0.394,0.286,,,,,,-0.4,0.5,0.1,0.014,
24,1 season,,CHP,NBA,,12.0,117.0,13.8,0.406,0.366,,,,,,-0.2,0.1,-0.1,-0.034,
25,1 season,,STL,NBA,,3.0,28.0,1.6,0.229,0.059,,,,,,-0.2,0.0,-0.2,-0.306,
