,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1967-68,23.0,SFW,NBA,SF,42.0,482.0,10.6,0.469,0.382,,,,4.3,,0.1,0.7,0.7,0.074,
1,1968-69,24.0,SFW,NBA,SF,79.0,1486.0,12.2,0.486,0.43,,,,6.4,,1.2,1.9,3.1,0.099,
2,1969-70,25.0,TOT,NBA,"PF,SF",72.0,1170.0,11.0,0.477,0.357,,,,4.7,,0.2,1.0,1.1,0.047,
3,1969-70,25.0,SFW,NBA,SF,3.0,75.0,9.3,0.537,0.588,,,,1.7,,0.1,0.1,0.1,0.089,
4,1969-70,25.0,CIN,NBA,PF,69.0,1095.0,11.1,0.475,0.348,,,,4.9,,0.1,0.9,1.0,0.044,
5,1970-71,26.0,SFW,NBA,SF,18.0,200.0,6.0,0.358,0.244,,,9.2,5.4,,-0.5,0.1,-0.4,-0.097,
6,1971-72,27.0,GSW,NBA,PF,62.0,597.0,8.8,0.445,0.293,,,9.8,4.8,,-0.2,0.7,0.5,0.041,
7,1972-73,28.0,TOT,NBA,PF,21.0,125.0,6.8,0.344,0.121,,,9.9,11.0,,-0.4,0.2,-0.2,-0.093,
8,1972-73,28.0,POR,NBA,PF,2.0,8.0,1.5,0.333,0.0,,,12.1,0.0,,0.0,0.0,0.0,-0.252,
9,1972-73,28.0,LAL,NBA,PF,19.0,117.0,7.2,0.345,0.135,,,9.7,11.7,,-0.4,0.2,-0.2,-0.082,
10,Career,,,NBA,,294.0,4060.0,10.7,0.465,0.363,,,9.7,5.5,,0.3,4.6,4.8,0.057,
11,,,,,,,,,,,,,,,,,,,,
12,5 seasons,,"SFW,GSW",NBA,,204.0,2840.0,10.7,0.467,0.384,,,9.7,5.5,,0.6,3.5,4.0,0.068,
13,1 season,,CIN,NBA,,69.0,1095.0,11.1,0.475,0.348,,,,4.9,,0.1,0.9,1.0,0.044,
14,1 season,,LAL,NBA,,19.0,117.0,7.2,0.345,0.135,,,9.7,11.7,,-0.4,0.2,-0.2,-0.082,
15,1 season,,POR,NBA,,2.0,8.0,1.5,0.333,0.0,,,12.1,0.0,,0.0,0.0,0.0,-0.252,
