,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1964-65,22.0,SFW,NBA,SF,78.0,1731.0,9.8,0.392,0.303,,,,6.5,,-2.3,2.1,-0.3,-0.008,
1,1965-66,23.0,SFW,NBA,SF,80.0,1467.0,12.6,0.484,0.362,,,,4.9,,1.1,1.7,2.7,0.09,
2,1966-67,24.0,CHI,NBA,SF,79.0,1382.0,13.5,0.46,0.406,,,,6.2,,0.2,1.6,1.8,0.062,
3,1967-68,25.0,CHI,NBA,SF,76.0,2100.0,12.7,0.454,0.294,,,,8.8,,-0.3,2.0,1.7,0.038,
4,1968-69,26.0,TOT,NBA,SF,81.0,1620.0,12.2,0.449,0.296,,,,8.0,,-0.2,0.5,0.4,0.011,
5,1968-69,26.0,PHO,NBA,SF,31.0,710.0,13.2,0.443,0.301,,,,10.1,,-0.2,0.2,0.0,-0.001,
6,1968-69,26.0,DET,NBA,SF,50.0,910.0,11.4,0.455,0.292,,,,6.4,,0.1,0.3,0.4,0.02,
7,1969-70,27.0,DET,NBA,SF,73.0,1421.0,13.2,0.519,0.29,,,,8.0,,1.5,0.7,2.1,0.073,
8,1970-71,28.0,TOT,NBA,SF,86.0,2254.0,11.9,0.449,0.332,,,12.1,12.7,,-0.5,1.2,0.7,0.014,
9,1970-71,28.0,CLE,NBA,SF,58.0,1839.0,12.5,0.452,0.336,,,12.1,13.7,,-0.4,0.7,0.4,0.01,
10,1970-71,28.0,MIL,NBA,SF,28.0,415.0,9.2,0.437,0.308,,,12.0,8.2,,-0.2,0.5,0.3,0.035,
11,1971-72,29.0,TOT,NBA,SF,27.0,246.0,11.8,0.466,0.338,,,13.8,10.8,,0.0,0.4,0.4,0.085,
12,1971-72,29.0,MIL,NBA,SF,10.0,99.0,11.8,0.436,0.429,,,16.6,13.9,,0.0,0.2,0.1,0.07,
13,1971-72,29.0,HOU,NBA,SF,17.0,147.0,11.8,0.487,0.279,,,12.0,8.7,,0.1,0.2,0.3,0.095,
14,Career,,,NBA,,580.0,12221.0,12.2,0.454,0.324,,,12.3,8.3,,-0.6,10.1,9.5,0.037,
15,,,,,,,,,,,,,,,,,,,,
16,2 seasons,,SFW,NBA,,158.0,3198.0,11.1,0.431,0.328,,,,5.8,,-1.3,3.7,2.5,0.037,
17,2 seasons,,CHI,NBA,,155.0,3482.0,13.0,0.456,0.34,,,,7.8,,-0.1,3.6,3.4,0.047,
18,2 seasons,,DET,NBA,,123.0,2331.0,12.5,0.492,0.291,,,,7.3,,1.5,1.0,2.5,0.052,
19,1 season,,CLE,NBA,,58.0,1839.0,12.5,0.452,0.336,,,12.1,13.7,,-0.4,0.7,0.4,0.01,
20,2 seasons,,MIL,NBA,,38.0,514.0,9.7,0.437,0.329,,,12.9,9.3,,-0.2,0.7,0.4,0.041,
21,1 season,,PHO,NBA,,31.0,710.0,13.2,0.443,0.301,,,,10.1,,-0.2,0.2,0.0,-0.001,
22,1 season,,HOU,NBA,,17.0,147.0,11.8,0.487,0.279,,,12.0,8.7,,0.1,0.2,0.3,0.095,
