,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,23.0,PHW,BAA,,50.0,,,0.326,0.27,,,,,,0.5,0.9,1.5,,
1,1947-48,24.0,BLB,BAA,,2.0,,,0.0,0.0,,,,,,-0.1,0.0,-0.1,,
2,1948-49,25.0,PHW,BAA,,39.0,,,0.338,0.246,,,,,,-0.2,0.8,0.6,,
3,1949-50,26.0,PHW,NBA,,4.0,,,0.371,0.111,,,,,,0.0,0.0,0.0,,
4,Career,,,TOT,,95.0,,,0.33,0.251,,,,,,0.2,1.8,2.0,,
5,,,,BAA,,91.0,,,0.329,0.255,,,,,,0.2,1.7,2.0,,
6,,,,NBA,,4.0,,,0.371,0.111,,,,,,0.0,0.0,0.0,,
7,,,,,,,,,,,,,,,,,,,,
8,3 seasons,,PHW,BAA,,93.0,,,0.333,0.254,,,,,,0.3,1.8,2.1,,
9,1 season,,BLB,BAA,,2.0,,,0.0,0.0,,,,,,-0.1,0.0,-0.1,,
