,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1957-58,25.0,MNL,NBA,SF,18,401,8.9,0.388,0.276,,,,,,-0.3,0.1,-0.1,-0.018,
1,Career,,,NBA,,18,401,8.9,0.388,0.276,,,,,,-0.3,0.1,-0.1,-0.018,
