,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1968-69,23.0,ATL,NBA,,11.0,29.0,2.3,0.29,,0.778,,,,4.1,,,,,-0.1,0.0,-0.1,-0.134,
1,1969-70,24.0,DNR,ABA,,7.0,87.0,7.9,0.448,0.042,0.792,,,19.2,5.7,,33.1,20.6,,0.0,0.2,0.1,0.077,
2,1971-72,26.0,DNR,ABA,,2.0,10.0,13.1,0.5,0.0,0.0,8.8,37.2,22.6,14.1,,20.0,18.7,,0.0,0.0,0.0,0.133,
3,Career,,,TOT,,20.0,126.0,7.1,0.413,0.027,0.703,8.8,37.2,19.5,6.0,,31.9,20.4,,-0.1,0.2,0.1,0.033,
4,,,,NBA,,11.0,29.0,2.3,0.29,,0.778,,,,4.1,,,,,-0.1,0.0,-0.1,-0.134,
5,,,,ABA,,9.0,97.0,8.5,0.454,0.036,0.679,8.8,37.2,19.5,6.6,,31.9,20.4,,0.0,0.2,0.2,0.083,
6,,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,ATL,NBA,,11.0,29.0,2.3,0.29,,0.778,,,,4.1,,,,,-0.1,0.0,-0.1,-0.134,
8,2 seasons,,DNR,ABA,,9.0,97.0,8.5,0.454,0.036,0.679,8.8,37.2,19.5,6.6,,31.9,20.4,,0.0,0.2,0.2,0.083,
