,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,28.0,TOT,NBA,,60.0,,,0.365,0.533,,,,,,0.0,1.8,1.8,,
1,1949-50,28.0,TRI,NBA,,18.0,,,0.406,0.599,,,,,,0.6,0.5,1.1,,
2,1949-50,28.0,MNL,NBA,,42.0,,,0.318,0.462,,,,,,-0.6,1.3,0.7,,
3,1950-51,29.0,BLB,NBA,,31.0,,,0.354,0.394,,,,,,-0.5,0.3,-0.2,,
4,Career,,,NBA,,91.0,,,0.361,0.485,,,,,,-0.5,2.2,1.6,,
5,,,,,,,,,,,,,,,,,,,,
6,1 season,,MNL,NBA,,42.0,,,0.318,0.462,,,,,,-0.6,1.3,0.7,,
7,1 season,,BLB,NBA,,31.0,,,0.354,0.394,,,,,,-0.5,0.3,-0.2,,
8,1 season,,TRI,NBA,,18.0,,,0.406,0.599,,,,,,0.6,0.5,1.1,,
