,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1967-68,23.0,DET,NBA,SG,81.0,1585.0,10.9,0.44,0.239,,,,18.6,,,,-0.7,1.1,0.4,0.012,,,,,
1,1968-69,24.0,DET,NBA,SG,69.0,1639.0,14.9,0.523,0.342,,,,18.6,,,,3.1,0.5,3.6,0.105,,,,,
2,1969-70,25.0,DET,NBA,SG,81.0,2869.0,16.4,0.531,0.316,,,,13.0,,,,5.3,0.9,6.2,0.104,,,,,
3,1970-71,26.0,DET,NBA,SG,79.0,2765.0,14.5,0.503,0.345,,,3.6,14.2,,,,3.4,1.7,5.1,0.088,,,,,
4,1971-72,27.0,DET,NBA,SG,78.0,3083.0,15.6,0.521,0.346,,,3.6,15.2,,,,5.1,0.4,5.5,0.085,,,,,
5,1972-73,28.0,HOU,NBA,PG,81.0,3079.0,14.7,0.511,0.212,,,4.1,18.8,,,,4.3,1.8,6.1,0.095,,,,,
6,1973-74,29.0,TOT,NBA,SG,75.0,2958.0,14.5,0.518,0.269,1.4,5.8,3.6,15.8,1.2,0.2,,4.1,0.7,4.8,0.077,,-0.1,-1.5,-1.6,0.3
7,1973-74,29.0,HOU,NBA,SG,3.0,38.0,10.0,0.563,0.083,0.0,5.6,2.8,14.8,0.0,0.0,,0.0,0.0,0.0,0.051,,-3.3,-0.4,-3.7,0.0
8,1973-74,29.0,KCO,NBA,SG,72.0,2920.0,14.6,0.518,0.27,1.4,5.8,3.6,15.8,1.3,0.2,,4.0,0.7,4.7,0.078,,0.0,-1.6,-1.6,0.3
9,1974-75,30.0,KCO,NBA,SG,81.0,3122.0,12.7,0.524,0.248,1.7,6.2,4.0,11.2,1.3,0.2,,4.3,1.9,6.2,0.095,,-0.6,-0.8,-1.4,0.5
10,1975-76,31.0,KCK,NBA,SG,73.0,2490.0,13.6,0.538,0.281,2.0,5.3,3.6,10.7,1.6,0.3,,4.3,0.9,5.2,0.101,,-0.3,-0.7,-1.0,0.6
11,Career,,,NBA,,698.0,23590.0,14.4,0.515,0.289,1.7,5.8,3.8,14.8,1.3,0.2,,33.0,9.8,42.9,0.087,,-0.3,-1.0,-1.4,1.4
12,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5 seasons,,DET,NBA,,388.0,11941.0,14.8,0.509,0.323,,,3.6,15.3,,,,16.1,4.6,20.7,0.083,,,,,
14,3 seasons,,"KCO,KCK",NBA,,226.0,8532.0,13.6,0.526,0.266,1.7,5.8,3.8,12.6,1.4,0.2,,12.6,3.5,16.1,0.091,,-0.3,-1.0,-1.3,1.4
15,2 seasons,,HOU,NBA,,84.0,3117.0,14.7,0.512,0.211,0.0,5.6,4.1,18.8,0.0,0.0,,4.3,1.8,6.1,0.094,,-3.3,-0.4,-3.7,0.0
