,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1968-69,22.0,SDR,NBA,SG,73.0,1378.0,11.9,0.512,0.346,,,,9.3,,,,1.8,1.6,3.4,0.118,,,,,
1,1969-70,23.0,SDR,NBA,PG,82.0,2471.0,12.9,0.501,0.352,,,,14.6,,,,1.9,2.7,4.7,0.091,,,,,
2,1970-71,24.0,SDR,NBA,SG,82.0,3102.0,16.8,0.532,0.493,,,5.7,15.6,,,,6.3,4.2,10.5,0.162,,,,,
3,1971-72,25.0,HOU,NBA,SG,81.0,3097.0,15.0,0.506,0.361,,,5.0,14.9,,,,3.6,3.8,7.4,0.114,,,,,
4,1972-73,26.0,DET,NBA,SG,51.0,1603.0,9.3,0.47,0.33,,,5.2,10.6,,,,0.4,1.0,1.4,0.041,,,,,
5,1973-74,27.0,DET,NBA,SG,50.0,980.0,14.4,0.516,0.454,3.6,8.3,5.9,13.8,1.7,0.2,,1.3,1.2,2.4,0.118,,-0.5,0.1,-0.4,0.4
6,1974-75,28.0,TOT,NBA,SG,75.0,1783.0,11.9,0.49,0.408,4.8,5.7,5.2,14.5,1.4,0.3,,1.3,0.5,1.7,0.047,,-1.5,-1.1,-2.6,-0.3
7,1974-75,28.0,NOJ,NBA,SG,19.0,353.0,9.7,0.452,0.461,1.9,5.0,3.4,11.7,1.5,0.3,,-0.1,0.1,0.1,0.011,,-3.1,-0.9,-3.9,-0.2
8,1974-75,28.0,LAL,NBA,SG,56.0,1430.0,12.4,0.5,0.395,5.5,5.9,5.7,15.2,1.4,0.4,,1.3,0.3,1.7,0.056,,-1.1,-1.1,-2.2,-0.1
9,1975-76,29.0,LAL,NBA,PG,53.0,853.0,9.8,0.514,0.436,3.3,7.7,5.6,11.1,1.4,0.2,,0.6,0.5,1.0,0.059,,-2.8,-0.3,-3.1,-0.2
10,Career,,,NBA,,547.0,15267.0,13.4,0.508,0.399,4.1,6.9,5.4,13.7,1.5,0.3,,17.1,15.3,32.5,0.102,,-1.5,-0.6,-2.1,-0.1
11,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4 seasons,,"SDR,HOU",NBA,,318.0,10048.0,14.6,0.514,0.399,,,5.4,14.3,,,,13.7,12.2,25.9,0.124,,,,,
13,2 seasons,,LAL,NBA,,109.0,2283.0,11.4,0.504,0.408,4.6,6.6,5.6,13.7,1.4,0.3,,1.9,0.8,2.7,0.057,,-1.7,-0.8,-2.6,-0.3
14,2 seasons,,DET,NBA,,101.0,2583.0,11.3,0.491,0.385,3.6,8.3,5.5,11.8,1.7,0.2,,1.7,2.1,3.8,0.07,,-0.5,0.1,-0.4,0.4
15,1 season,,NOJ,NBA,,19.0,353.0,9.7,0.452,0.461,1.9,5.0,3.4,11.7,1.5,0.3,,-0.1,0.1,0.1,0.011,,-3.1,-0.9,-3.9,-0.2
