,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1965-66,23.0,SFW,NBA,PF,2.0,9.0,0.5,0.102,,0.5,,,,12.0,,,,-0.1,0.0,-0.1,-0.385,
1,1967-68,25.0,HSM,ABA,PF,76.0,2125.0,15.8,0.456,0.002,0.432,,,13.6,7.5,12.4,21.1,,0.7,3.1,3.8,0.086,
2,1968-69,26.0,NYA,ABA,C,75.0,1370.0,13.5,0.464,0.0,0.379,,,13.6,7.1,11.2,17.9,,0.0,0.9,0.9,0.031,
3,Career,,,TOT,,153.0,3504.0,14.8,0.458,0.001,0.413,,,13.6,7.4,11.9,19.8,,0.6,4.0,4.6,0.064,
4,,,,ABA,,151.0,3495.0,14.9,0.459,0.001,0.412,,,13.6,7.4,11.9,19.8,,0.7,4.0,4.7,0.065,
5,,,,NBA,,2.0,9.0,0.5,0.102,,0.5,,,,12.0,,,,-0.1,0.0,-0.1,-0.385,
6,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,HSM,ABA,,76.0,2125.0,15.8,0.456,0.002,0.432,,,13.6,7.5,12.4,21.1,,0.7,3.1,3.8,0.086,
8,1 season,,NYA,ABA,,75.0,1370.0,13.5,0.464,0.0,0.379,,,13.6,7.1,11.2,17.9,,0.0,0.9,0.9,0.031,
9,1 season,,SFW,NBA,,2.0,9.0,0.5,0.102,,0.5,,,,12.0,,,,-0.1,0.0,-0.1,-0.385,
