,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,21.0,BOS,BAA,,60.0,,,0.364,0.246,,,,,,5.2,0.9,6.1,,
1,1947-48,22.0,TOT,BAA,,45.0,,,0.326,0.198,,,,,,0.6,0.5,1.1,,
2,1947-48,22.0,BOS,BAA,,32.0,,,0.318,0.148,,,,,,0.2,0.2,0.3,,
3,1947-48,22.0,BLB,BAA,,13.0,,,0.34,0.302,,,,,,0.5,0.3,0.8,,
4,1948-49,23.0,BLB,BAA,,60.0,,,0.428,0.334,,,,,,4.4,0.9,5.3,,
5,1949-50,24.0,NYK,NBA,,60.0,,,0.395,0.41,,,,,,0.9,1.5,2.4,,
6,1950-51,25.0,NYK,NBA,,66.0,,,0.429,0.339,,,,,,1.6,1.0,2.6,,
7,1951-52,26.0,NYK,NBA,C,66.0,1558.0,17.8,0.442,0.423,,,,,,1.8,1.5,3.3,0.102,
8,1952-53,27.0,NYK,NBA,C,65.0,1707.0,18.9,0.463,0.534,,,,,,3.0,2.7,5.7,0.159,
9,1953-54,28.0,NYK,NBA,C,72.0,2006.0,14.9,0.425,0.428,,,,,,1.0,1.5,2.5,0.059,
10,1954-55,29.0,TOT,NBA,C,36.0,862.0,7.1,0.398,0.297,,,,,,-0.6,1.0,0.3,0.018,
11,1954-55,29.0,BLB,NBA,,11.0,355.0,,0.417,0.3,,,,,,,,,,
12,1954-55,29.0,SYR,NBA,C,25.0,507.0,12.1,0.385,0.295,,,,,,-0.6,1.0,0.3,0.031,
13,1955-56,30.0,ROC,NBA,PF,68.0,903.0,10.8,0.378,0.301,,,,,,-1.4,1.5,0.1,0.003,
14,Career,,,TOT,,598.0,7036.0,15.0,0.408,0.356,,,,,,16.5,12.8,29.3,0.081,
15,,,,NBA,,433.0,7036.0,15.0,0.422,0.402,,,,,,6.2,10.6,16.8,0.081,
16,,,,BAA,,165.0,,,0.379,0.267,,,,,,10.3,2.3,12.5,,
17,,,,,,,,,,,,,,,,,,,,
18,5 seasons,,NYK,NBA,,329.0,5271.0,17.1,0.43,0.427,,,,,,8.3,8.1,16.4,0.104,
19,2 seasons,,BOS,BAA,,92.0,,,0.35,0.214,,,,,,5.4,1.1,6.5,,
20,3 seasons,,BLB,BAA,,84.0,355.0,,0.413,0.324,,,,,,4.9,1.2,6.1,0.0,
21,1 season,,ROC,NBA,,68.0,903.0,10.8,0.378,0.301,,,,,,-1.4,1.5,0.1,0.003,
22,1 season,,SYR,NBA,,25.0,507.0,12.1,0.385,0.295,,,,,,-0.6,1.0,0.3,0.031,
