,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23
0,1970-71,23.0,FLO,ABA,SF,83,2172,12.5,0.48,0.021,0.15,,,8.8,7.2,,9.0,18.0,,0.3,1.3,1.6,0.036,
1,1971-72,24.0,FLO,ABA,SF,51,686,13.7,0.464,0.007,0.227,8.0,11.2,9.6,10.2,,6.8,20.0,,-0.3,0.5,0.2,0.014,
2,Career,,,ABA,,134,2858,12.8,0.476,0.018,0.169,8.0,11.2,9.0,7.9,,8.4,18.5,,0.1,1.8,1.9,0.031,
