,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1973-74,23.0,PHI,NBA,SF,35,265,10.9,0.438,0.398,7.6,12.1,9.8,7.6,2.0,0.2,,-0.2,0.2,0.0,0.0,,-3.7,-0.5,-4.2,-0.2
1,Career,,,NBA,,35,265,10.9,0.438,0.398,7.6,12.1,9.8,7.6,2.0,0.2,,-0.2,0.2,0.0,0.0,,-3.7,-0.5,-4.2,-0.2
