,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1947-48,22.0,BLB,BAA,,37.0,,,0.407,0.385,,,,,,3.9,0.8,4.7,,
1,1949-50,24.0,BLB,NBA,,60.0,,,0.403,0.398,,,,,,2.0,2.1,4.1,,
2,1950-51,25.0,BLB,NBA,,41.0,,,0.384,0.391,,,,,,-0.2,1.1,0.8,,
3,1952-53,27.0,BLB,NBA,SG,69.0,1955.0,14.5,0.436,0.521,,,,,,1.8,0.5,2.2,0.055,
4,1953-54,28.0,BLB,NBA,PG,72.0,2505.0,13.6,0.404,0.398,,,,,,0.2,0.9,1.1,0.02,
5,1954-55,29.0,TOT,NBA,SG,38.0,670.0,2.3,0.378,0.431,,,,,,-0.8,0.3,-0.5,-0.036,
6,1954-55,29.0,BLB,NBA,,9.0,281.0,,0.439,0.532,,,,,,,,,,
7,1954-55,29.0,NYK,NBA,,18.0,268.0,4.2,0.322,0.397,,,,,,-0.6,0.2,-0.4,-0.064,
8,1954-55,29.0,PHW,NBA,SG,11.0,121.0,3.6,0.276,0.138,,,,,,-0.3,0.1,-0.2,-0.06,
9,Career,,,TOT,,317.0,5130.0,12.4,0.407,0.422,,,,,,6.8,5.6,12.4,0.026,
10,,,,NBA,,280.0,5130.0,12.4,0.407,0.427,,,,,,2.9,4.8,7.7,0.026,
11,,,,BAA,,37.0,,,0.407,0.385,,,,,,3.9,0.8,4.7,,
12,,,,,,,,,,,,,,,,,,,,
13,6 seasons,,BLB,BAA,,288.0,4741.0,14.0,0.41,0.425,,,,,,7.6,5.3,12.9,0.033,
14,1 season,,NYK,NBA,,18.0,268.0,4.2,0.322,0.397,,,,,,-0.6,0.2,-0.4,-0.064,
15,1 season,,PHW,NBA,,11.0,121.0,3.6,0.276,0.138,,,,,,-0.3,0.1,-0.2,-0.06,
