,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1978-79,22.0,IND,NBA,SG,52,649,9.7,0.518,0.257,4.0,6.8,5.4,11.3,2.1,0.1,18.8,14.4,,0.2,0.5,0.7,0.049,,-2.6,0.4,-2.2,0.0
1,Career,,,NBA,,52,649,9.7,0.518,0.257,4.0,6.8,5.4,11.3,2.1,0.1,18.8,14.4,,0.2,0.5,0.7,0.049,,-2.6,0.4,-2.2,0.0
