,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1951-52,24.0,FTW,NBA,C,63.0,882.0,16.0,0.408,0.657,,,,,,0.1,1.2,1.3,0.07,
1,1952-53,25.0,FTW,NBA,C,67.0,1044.0,19.1,0.496,0.921,,,,,,2.4,1.7,4.0,0.186,
2,1953-54,26.0,TOT,NBA,C,68.0,1576.0,20.2,0.459,0.558,,,,,,2.5,2.2,4.7,0.143,
3,1953-54,26.0,FTW,NBA,C,21.0,155.0,14.0,0.373,0.857,,,,,,-0.1,0.2,0.1,0.039,
4,1953-54,26.0,MLH,NBA,C,47.0,1421.0,20.9,0.467,0.535,,,,,,2.7,1.9,4.6,0.155,
5,1954-55,27.0,MLH,NBA,C,69.0,1685.0,22.5,0.517,0.853,,,,,,5.3,2.9,8.1,0.232,
6,1955-56,28.0,STL,NBA,C,72.0,1975.0,20.6,0.513,0.679,,,,,,5.4,3.3,8.6,0.21,
7,1956-57,29.0,STL,NBA,C,72.0,1673.0,19.0,0.522,0.735,,,,,,4.7,2.0,6.7,0.193,
8,1957-58,30.0,STL,NBA,C,72.0,1824.0,14.7,0.461,0.538,,,,,,1.9,2.2,4.2,0.11,
9,1958-59,31.0,STL,NBA,C,72.0,1713.0,12.1,0.469,0.483,,,,,,1.3,1.9,3.3,0.091,
10,1959-60,32.0,TOT,NBA,C,41.0,651.0,10.1,0.459,0.53,,,,,,0.4,0.6,1.0,0.077,
11,1959-60,32.0,STL,NBA,C,38.0,633.0,9.9,0.451,0.537,,,,,,0.3,0.6,0.9,0.07,
12,1959-60,32.0,MNL,NBA,C,3.0,18.0,19.4,0.788,0.25,,,,,,0.1,0.0,0.1,0.315,
13,Career,,,NBA,,596.0,13023.0,17.7,0.488,0.667,,,,,,24.1,17.9,42.0,0.155,
14,,,,,,,,,,,,,,,,,,,,
15,7 seasons,,"MLH,STL",NBA,,442.0,10924.0,17.8,0.494,0.647,,,,,,21.6,14.8,36.4,0.16,
16,3 seasons,,FTW,NBA,,151.0,2081.0,17.4,0.45,0.798,,,,,,2.4,3.1,5.4,0.126,
17,1 season,,MNL,NBA,,3.0,18.0,19.4,0.788,0.25,,,,,,0.1,0.0,0.1,0.315,
