,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1951-52,23.0,INO,NBA,SG,64.0,1577.0,12.8,0.426,0.243,,,,,,1.1,1.5,2.6,0.079,
1,1952-53,24.0,TOT,NBA,,55.0,758.0,11.9,0.414,0.322,,,,,,0.0,0.5,0.5,0.034,
2,1952-53,24.0,INO,NBA,,34.0,526.0,11.7,0.4,0.342,,,,,,-0.2,0.5,0.3,0.024,
3,1952-53,24.0,FTW,NBA,,7.0,50.0,11.6,0.439,0.208,,,,,,0.0,0.0,0.1,0.071,
4,1952-53,24.0,BLB,NBA,PG,14.0,182.0,12.6,0.441,0.306,,,,,,0.2,0.0,0.2,0.055,
5,Career,,,NBA,,119.0,2335.0,12.5,0.422,0.268,,,,,,1.1,2.0,3.1,0.064,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,INO,NBA,,98.0,2103.0,12.5,0.42,0.267,,,,,,0.9,2.0,2.8,0.065,
8,1 season,,BLB,NBA,,14.0,182.0,12.6,0.441,0.306,,,,,,0.2,0.0,0.2,0.055,
9,1 season,,FTW,NBA,,7.0,50.0,11.6,0.439,0.208,,,,,,0.0,0.0,0.1,0.071,
