,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,24.0,FTW,BAA,,32.0,,,0.407,0.677,,,,,,1.5,1.5,2.9,,
1,1949-50,25.0,TOT,NBA,,63.0,,,0.416,0.633,,,,,,1.0,1.5,2.5,,
2,1949-50,25.0,FTW,NBA,,44.0,,,0.405,0.598,,,,,,0.6,1.3,1.9,,
3,1949-50,25.0,TRI,NBA,,19.0,,,0.448,0.739,,,,,,0.4,0.2,0.6,,
4,Career,,,TOT,,95.0,,,0.412,0.656,,,,,,2.5,3.0,5.4,,
5,,,,NBA,,63.0,,,0.416,0.633,,,,,,1.0,1.5,2.5,,
6,,,,BAA,,32.0,,,0.407,0.677,,,,,,1.5,1.5,2.9,,
7,,,,,,,,,,,,,,,,,,,,
8,2 seasons,,FTW,BAA,,76.0,,,0.406,0.644,,,,,,2.0,2.8,4.8,,
9,1 season,,TRI,NBA,,19.0,,,0.448,0.739,,,,,,0.4,0.2,0.6,,
