,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22
0,1962-63,23.0,CHZ,NBA,C,60.0,590.0,21.5,0.545,,0.337,,,,,,,,2.0,0.2,2.2,0.176,
1,1963-64,24.0,TOT,NBA,C,74.0,1784.0,18.7,0.526,,0.301,,,,,,,,4.5,0.2,4.6,0.124,
2,1963-64,24.0,BAL,NBA,C,6.0,47.0,21.0,0.537,,0.458,,,,,,,,0.1,0.0,0.2,0.175,
3,1963-64,24.0,NYK,NBA,C,68.0,1737.0,18.7,0.526,,0.297,,,,,,,,4.3,0.1,4.5,0.123,
4,1964-65,25.0,TOT,NBA,C,24.0,133.0,8.3,0.379,,0.262,,,,9.8,,,,-0.3,0.1,-0.1,-0.04,
5,1964-65,25.0,STL,NBA,C,16.0,96.0,7.5,0.384,,0.356,,,,8.9,,,,-0.2,0.1,-0.1,-0.027,
6,1964-65,25.0,LAL,NBA,C,8.0,37.0,10.3,0.367,,0.05,,,,12.1,,,,-0.1,0.0,-0.1,-0.073,
7,1968-69,29.0,DNR,ABA,C,78.0,1760.0,19.7,0.582,0.0,0.354,,,11.9,8.6,14.8,21.5,,5.3,1.7,7.1,0.193,
8,1969-70,30.0,TOT,ABA,C,59.0,830.0,18.0,0.575,0.0,0.293,,,11.3,11.0,16.8,22.1,,2.4,0.8,3.1,0.181,
9,1969-70,30.0,LAS,ABA,C,27.0,492.0,20.7,0.597,0.0,0.272,,,10.6,10.0,13.9,22.7,,1.8,0.5,2.2,0.219,
10,1969-70,30.0,PTP,ABA,C,8.0,157.0,18.4,0.551,0.0,0.276,,,10.5,12.5,17.4,23.7,,0.4,0.1,0.5,0.156,
11,1969-70,30.0,DLC,ABA,C,24.0,181.0,10.5,0.524,0.0,0.393,,,13.8,12.3,25.1,19.0,,0.2,0.2,0.4,0.098,
12,Career,,,TOT,,295.0,5097.0,19.0,0.549,0.0,0.32,,,11.7,9.4,15.4,21.7,,13.9,3.0,16.9,0.159,
13,,,,NBA,,158.0,2507.0,18.8,0.524,,0.308,,,,9.8,,,,6.2,0.5,6.7,0.128,
14,,,,ABA,,137.0,2590.0,19.2,0.58,0.0,0.334,,,11.7,9.4,15.4,21.7,,7.7,2.5,10.2,0.189,
15,,,,,,,,,,,,,,,,,,,,,,,
16,1 season,,DNR,ABA,,78.0,1760.0,19.7,0.582,0.0,0.354,,,11.9,8.6,14.8,21.5,,5.3,1.7,7.1,0.193,
17,1 season,,NYK,NBA,,68.0,1737.0,18.7,0.526,,0.297,,,,,,,,4.3,0.1,4.5,0.123,
18,2 seasons,,"CHZ,BAL",NBA,,66.0,637.0,21.4,0.545,,0.345,,,,,,,,2.1,0.2,2.3,0.176,
19,1 season,,LAS,ABA,,27.0,492.0,20.7,0.597,0.0,0.272,,,10.6,10.0,13.9,22.7,,1.8,0.5,2.2,0.219,
20,1 season,,DLC,ABA,,24.0,181.0,10.5,0.524,0.0,0.393,,,13.8,12.3,25.1,19.0,,0.2,0.2,0.4,0.098,
21,1 season,,STL,NBA,,16.0,96.0,7.5,0.384,,0.356,,,,8.9,,,,-0.2,0.1,-0.1,-0.027,
22,1 season,,LAL,NBA,,8.0,37.0,10.3,0.367,,0.05,,,,12.1,,,,-0.1,0.0,-0.1,-0.073,
23,1 season,,PTP,ABA,,8.0,157.0,18.4,0.551,0.0,0.276,,,10.5,12.5,17.4,23.7,,0.4,0.1,0.5,0.156,
