,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1947-48,20.0,BLB,BAA,,22.0,,,0.324,0.366,,,,,,0.1,0.2,0.4,,
1,1949-50,22.0,SYR,NBA,,62.0,,,0.396,0.336,,,,,,1.1,2.7,3.8,,
2,1950-51,23.0,SYR,NBA,,51.0,,,0.403,0.413,,,,,,0.7,1.2,1.8,,
3,1951-52,24.0,SYR,NBA,SG,66.0,2209.0,11.0,0.414,0.398,,,,,,0.8,2.4,3.2,0.069,
4,1952-53,25.0,SYR,NBA,SG,67.0,2684.0,16.0,0.485,0.521,,,,,,5.8,2.9,8.7,0.155,
5,1953-54,26.0,SYR,NBA,SG,71.0,2727.0,16.4,0.466,0.439,,,,,,5.0,4.3,9.3,0.164,
6,1954-55,27.0,SYR,NBA,SG,72.0,2950.0,15.5,0.438,0.357,,,,,,2.1,4.5,6.7,0.108,
7,1955-56,28.0,SYR,NBA,SG,57.0,1826.0,12.1,0.416,0.348,,,,,,0.0,2.2,2.3,0.059,
8,1956-57,29.0,SYR,NBA,PG,65.0,1235.0,11.4,0.39,0.278,,,,,,-0.4,1.2,0.8,0.033,
9,1957-58,30.0,SYR,NBA,PG,64.0,763.0,9.9,0.39,0.2,,,,,,-0.4,0.8,0.5,0.028,
10,1958-59,31.0,SYR,NBA,SG,21.0,266.0,11.0,0.406,0.296,,,,,,0.0,0.3,0.3,0.046,
11,1959-60,32.0,SYR,NBA,,4.0,7.0,-17.1,0.0,0.0,,,,,,-0.1,0.0,-0.1,-0.596,
12,Career,,,TOT,,622.0,14667.0,13.9,0.429,0.381,,,,,,14.7,22.8,37.5,0.103,
13,,,,NBA,,600.0,14667.0,13.9,0.431,0.381,,,,,,14.6,22.6,37.2,0.103,
14,,,,BAA,,22.0,,,0.324,0.366,,,,,,0.1,0.2,0.4,,
15,,,,,,,,,,,,,,,,,,,,
16,11 seasons,,SYR,NBA,,600.0,14667.0,13.9,0.431,0.381,,,,,,14.6,22.6,37.2,0.103,
17,1 season,,BLB,BAA,,22.0,,,0.324,0.366,,,,,,0.1,0.2,0.4,,
