,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1946-47,27.0,WSC,BAA,,55.0,,,0.291,0.229,,,,,,-0.1,1.5,1.4,,
1,1947-48,28.0,STB,BAA,,44.0,,,0.303,0.21,,,,,,-0.2,0.9,0.7,,
2,1948-49,29.0,TOT,BAA,,47.0,,,0.338,0.242,,,,,,-0.5,0.0,-0.5,,
3,1948-49,29.0,STB,BAA,,30.0,,,0.352,0.261,,,,,,-0.1,0.0,-0.1,,
4,1948-49,29.0,PRO,BAA,,17.0,,,0.316,0.214,,,,,,-0.4,0.0,-0.4,,
5,Career,,,BAA,,146.0,,,0.312,0.228,,,,,,-0.8,2.4,1.6,,
6,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,STB,BAA,,74.0,,,0.323,0.231,,,,,,-0.3,0.9,0.6,,
8,1 season,,WSC,BAA,,55.0,,,0.291,0.229,,,,,,-0.1,1.5,1.4,,
9,1 season,,PRO,BAA,,17.0,,,0.316,0.214,,,,,,-0.4,0.0,-0.4,,
