,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1953-54,23.0,PHW,NBA,PF,68.0,1568.0,11.2,0.399,0.222,,,,,,-0.5,1.4,0.9,0.028,
1,1954-55,24.0,PHW,NBA,C,61.0,766.0,9.6,0.431,0.264,,,,,,0.1,0.8,0.9,0.057,
2,1955-56,25.0,PHW,NBA,PF,70.0,1097.0,7.7,0.422,0.336,,,,,,0.0,0.9,0.8,0.036,
3,1956-57,26.0,PHW,NBA,PF,65.0,1250.0,9.9,0.445,0.243,,,,,,0.8,0.8,1.6,0.06,
4,1957-58,27.0,TOT,NBA,PF,61.0,663.0,8.0,0.412,0.336,,,,,,-0.1,0.6,0.6,0.041,
5,1957-58,27.0,PHW,NBA,PF,35.0,376.0,5.2,0.373,0.186,,,,,,-0.4,0.4,0.0,0.002,
6,1957-58,27.0,STL,NBA,PF,26.0,287.0,11.7,0.452,0.504,,,,,,0.3,0.3,0.6,0.092,
7,Career,,,NBA,,325.0,5344.0,9.6,0.421,0.272,,,,,,0.3,4.5,4.8,0.043,
8,,,,,,,,,,,,,,,,,,,,
9,5 seasons,,PHW,NBA,,299.0,5057.0,9.4,0.419,0.255,,,,,,0.0,4.2,4.2,0.04,
10,1 season,,STL,NBA,,26.0,287.0,11.7,0.452,0.504,,,,,,0.3,0.3,0.6,0.092,
