,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 18,OWS,DWS,WS,WS/48,Unnamed: 23,OBPM,DBPM,BPM,VORP
0,1976-77,24.0,TOT,NBA,SF,37.0,262.0,13.2,0.491,0.146,10.2,16.1,13.1,13.7,1.5,0.0,,,,0.2,0.3,0.5,0.093,,-1.6,0.0,-1.6,0.1
1,1976-77,24.0,HOU,NBA,SF,2.0,7.0,3.5,0.0,0.0,16.2,0.0,7.8,16.0,6.8,0.0,,,,0.0,0.0,0.0,-0.256,,-4.6,0.0,-4.5,0.0
2,1976-77,24.0,CHI,NBA,SF,35.0,255.0,13.5,0.502,0.149,10.1,16.5,13.3,13.7,1.3,0.0,,,,0.2,0.3,0.5,0.102,,-1.5,0.0,-1.6,0.1
3,1978-79,26.0,DEN,NBA,SF,20.0,128.0,6.5,0.431,0.116,10.7,12.1,11.4,8.3,1.8,0.0,22.3,17.5,,-0.2,0.1,0.0,-0.014,,-4.2,-0.6,-4.8,-0.1
4,Career,,,NBA,,57.0,390.0,11.0,0.472,0.136,10.4,14.8,12.6,12.0,1.6,0.0,22.3,17.5,,0.0,0.5,0.5,0.058,,-2.5,-0.2,-2.7,-0.1
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1 season,,CHI,NBA,,35.0,255.0,13.5,0.502,0.149,10.1,16.5,13.3,13.7,1.3,0.0,,,,0.2,0.3,0.5,0.102,,-1.5,0.0,-1.6,0.1
7,1 season,,DEN,NBA,,20.0,128.0,6.5,0.431,0.116,10.7,12.1,11.4,8.3,1.8,0.0,22.3,17.5,,-0.2,0.1,0.0,-0.014,,-4.2,-0.6,-4.8,-0.1
8,1 season,,HOU,NBA,,2.0,7.0,3.5,0.0,0.0,16.2,0.0,7.8,16.0,6.8,0.0,,,,0.0,0.0,0.0,-0.256,,-4.6,0.0,-4.5,0.0
