,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1964-65,22.0,LAL,NBA,SG,66.0,919.0,9.3,0.415,0.232,,,,20.7,,,,-0.3,0.6,0.2,0.013,,,,,
1,1965-66,23.0,LAL,NBA,SG,80.0,2198.0,14.9,0.492,0.256,,,,24.6,,,,2.8,1.7,4.5,0.099,,,,,
2,1966-67,24.0,LAL,NBA,PG,79.0,1642.0,13.8,0.466,0.251,,,,25.1,,,,0.7,1.5,2.2,0.064,,,,,
3,1967-68,25.0,SEA,NBA,PG,79.0,2666.0,19.4,0.497,0.333,,,,27.2,,,,3.9,1.4,5.3,0.096,,,,,
4,1968-69,26.0,ATL,NBA,PG,80.0,2420.0,12.6,0.45,0.338,,,,25.4,,,,0.3,2.2,2.5,0.05,,,,,
5,1969-70,27.0,ATL,NBA,PG,82.0,2757.0,15.7,0.522,0.313,,,,25.9,,,,3.5,1.5,5.0,0.088,,,,,
6,1970-71,28.0,ATL,NBA,PG,82.0,2877.0,15.5,0.515,0.369,,,4.7,24.3,,,,4.2,1.2,5.4,0.09,,,,,
7,1971-72,29.0,BUF,NBA,PG,72.0,2389.0,15.9,0.503,0.304,,,4.3,25.3,,,,2.7,0.6,3.3,0.067,,,,,
8,1972-73,30.0,TOT,NBA,PG,55.0,763.0,11.5,0.464,0.223,,,5.3,21.2,,,,0.2,0.9,1.1,0.07,,,,,
9,1972-73,30.0,BUF,NBA,PG,9.0,134.0,8.7,0.423,0.1,,,3.5,17.9,,,,-0.1,0.0,-0.1,-0.036,,,,,
10,1972-73,30.0,GSW,NBA,PG,46.0,629.0,12.1,0.476,0.26,,,5.6,22.0,,,,0.3,0.9,1.2,0.092,,,,,
11,1973-74,31.0,SEA,NBA,PG,49.0,571.0,12.6,0.465,0.25,2.9,7.0,4.8,27.6,2.0,0.5,,0.2,0.4,0.6,0.051,,-1.9,0.0,-1.9,0.0
12,Career,,,NBA,,724.0,19202.0,15.0,0.491,0.307,2.9,7.0,4.6,25.1,2.0,0.5,,18.2,12.1,30.3,0.076,,-1.9,0.0,-1.9,0.0
13,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3 seasons,,ATL,NBA,,244.0,8054.0,14.7,0.499,0.341,,,4.7,25.2,,,,8.0,5.0,13.0,0.077,,,,,
15,3 seasons,,LAL,NBA,,225.0,4759.0,13.4,0.471,0.251,,,,24.0,,,,3.2,3.8,7.0,0.07,,,,,
16,2 seasons,,SEA,NBA,,128.0,3237.0,18.2,0.494,0.325,2.9,7.0,4.8,27.3,2.0,0.5,,4.1,1.8,5.9,0.088,,-1.9,0.0,-1.9,0.0
17,2 seasons,,BUF,NBA,,81.0,2523.0,15.5,0.498,0.292,,,4.3,24.9,,,,2.6,0.6,3.2,0.061,,,,,
18,1 season,,GSW,NBA,,46.0,629.0,12.1,0.476,0.26,,,5.6,22.0,,,,0.3,0.9,1.2,0.092,,,,,
