,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1949-50,22.0,FTW,NBA,,62.0,,,0.423,0.48,,,,,,2.1,3.0,5.0,,
1,1950-51,23.0,TOT,NBA,,56.0,,,0.402,0.431,,,,,,0.2,0.8,1.0,,
2,1950-51,23.0,FTW,NBA,,12.0,,,0.312,0.351,,,,,,-0.4,0.2,-0.2,,
3,1950-51,23.0,BOS,NBA,,44.0,,,0.423,0.45,,,,,,0.6,0.6,1.2,,
4,1951-52,24.0,BOS,NBA,PF,66.0,1899.0,14.2,0.463,0.451,,,,,,2.2,2.1,4.3,0.11,
5,1952-53,25.0,BOS,NBA,SF,70.0,1971.0,12.6,0.463,0.492,,,,,,2.0,1.5,3.4,0.084,
6,1953-54,26.0,BOS,NBA,SF,71.0,1898.0,11.1,0.433,0.421,,,,,,0.8,1.1,1.9,0.048,
7,Career,,,NBA,,325.0,5768.0,12.6,0.44,0.458,,,,,,7.3,8.4,15.7,0.081,
8,,,,,,,,,,,,,,,,,,,,
9,4 seasons,,BOS,NBA,,251.0,5768.0,12.6,0.449,0.455,,,,,,5.6,5.2,10.8,0.081,
10,2 seasons,,FTW,NBA,,74.0,,,0.411,0.466,,,,,,1.7,3.2,4.9,,
