,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1968-69,23.0,NYK,NBA,SF,48.0,560.0,9.2,0.41,0.26,,,,8.2,,,,-0.6,0.6,0.0,0.002,,,,,
1,1969-70,24.0,NYK,NBA,SF,37.0,238.0,9.8,0.439,0.188,,,,8.9,,,,-0.2,0.4,0.2,0.047,,,,,
2,1970-71,25.0,BUF,NBA,SF,76.0,2666.0,17.1,0.515,0.262,,,9.7,9.0,,,,4.5,1.7,6.1,0.11,,,,,
3,1971-72,26.0,ATL,NBA,SF,75.0,1285.0,13.6,0.542,0.345,,,8.2,6.1,,,,2.3,0.6,2.9,0.11,,,,,
4,1972-73,27.0,TOT,NBA,SF,58.0,919.0,14.1,0.487,0.219,,,10.4,10.1,,,,0.7,0.6,1.3,0.067,,,,,
5,1972-73,27.0,ATL,NBA,SF,32.0,317.0,12.0,0.488,0.231,,,10.1,8.9,,,,0.2,0.2,0.5,0.071,,,,,
6,1972-73,27.0,PHI,NBA,SF,26.0,602.0,15.2,0.487,0.214,,,10.6,10.7,,,,0.5,0.3,0.8,0.065,,,,,
7,1973-74,28.0,PHI,NBA,SF,56.0,812.0,12.5,0.477,0.278,2.8,13.7,8.0,11.8,1.4,0.5,,-0.1,0.6,0.5,0.029,,-3.0,-0.4,-3.5,-0.3
8,1974-75,29.0,KCO,NBA,SF,29.0,139.0,12.2,0.54,0.222,3.0,6.7,4.9,5.7,1.3,0.8,,0.2,0.1,0.3,0.088,,-2.7,-0.3,-3.0,0.0
9,Career,,,NBA,,379.0,6619.0,14.4,0.501,0.268,2.9,12.7,9.1,8.8,1.4,0.5,,6.7,4.6,11.4,0.082,,-3.0,-0.4,-3.4,-0.3
10,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2 seasons,,ATL,NBA,,107.0,1602.0,13.3,0.53,0.32,,,8.6,6.7,,,,2.6,0.9,3.4,0.102,,,,,
12,2 seasons,,NYK,NBA,,85.0,798.0,9.4,0.419,0.238,,,,8.4,,,,-0.8,1.1,0.3,0.015,,,,,
13,2 seasons,,PHI,NBA,,82.0,1414.0,13.6,0.481,0.25,2.8,13.7,9.1,11.3,1.4,0.5,,0.3,1.0,1.3,0.045,,-3.0,-0.4,-3.5,-0.3
14,1 season,,BUF,NBA,,76.0,2666.0,17.1,0.515,0.262,,,9.7,9.0,,,,4.5,1.7,6.1,0.11,,,,,
15,1 season,,KCO,NBA,,29.0,139.0,12.2,0.54,0.222,3.0,6.7,4.9,5.7,1.3,0.8,,0.2,0.1,0.3,0.088,,-2.7,-0.3,-3.0,0.0
