,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1948-49,28.0,FTW,BAA,,53.0,,,0.323,0.209,,,,,,-2.3,2.1,-0.2,,
1,1949-50,29.0,TOT,NBA,,29.0,,,0.331,0.261,,,,,,-0.6,0.0,-0.6,,
2,1949-50,29.0,BLB,NBA,,8.0,,,0.324,0.154,,,,,,-0.2,0.1,-0.1,,
3,1949-50,29.0,WAT,NBA,,21.0,,,0.333,0.298,,,,,,-0.4,-0.1,-0.5,,
4,Career,,,TOT,,82.0,,,0.324,0.219,,,,,,-2.9,2.1,-0.8,,
5,,,,BAA,,53.0,,,0.323,0.209,,,,,,-2.3,2.1,-0.2,,
6,,,,NBA,,29.0,,,0.331,0.261,,,,,,-0.6,0.0,-0.6,,
7,,,,,,,,,,,,,,,,,,,,
8,1 season,,FTW,BAA,,53.0,,,0.323,0.209,,,,,,-2.3,2.1,-0.2,,
9,1 season,,WAT,NBA,,21.0,,,0.333,0.298,,,,,,-0.4,-0.1,-0.5,,
10,1 season,,BLB,NBA,,8.0,,,0.324,0.154,,,,,,-0.2,0.1,-0.1,,
