,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Unnamed: 16,OWS,DWS,WS,WS/48,Unnamed: 21,OBPM,DBPM,BPM,VORP
0,1969-70,23.0,CIN,NBA,SG,57.0,1161.0,11.0,0.443,0.206,,,,19.3,,,,-0.6,1.1,0.4,0.019,,,,,
1,1970-71,24.0,BUF,NBA,SG,80.0,2082.0,13.1,0.459,0.211,,,7.3,20.5,,,,0.0,1.4,1.4,0.033,,,,,
2,1971-72,25.0,ATL,NBA,PG,82.0,2337.0,13.1,0.491,0.224,,,7.0,22.0,,,,1.5,1.5,2.9,0.061,,,,,
3,1972-73,26.0,ATL,NBA,PG,76.0,2741.0,14.0,0.496,0.149,,,6.9,23.1,,,,2.5,2.4,4.9,0.086,,,,,
4,1973-74,27.0,ATL,NBA,PG,62.0,2003.0,15.8,0.483,0.158,3.0,10.5,6.7,24.6,2.9,0.5,,1.4,2.1,3.4,0.082,,-0.3,0.7,0.4,1.2
5,1974-75,28.0,ATL,NBA,SG,60.0,1393.0,16.2,0.459,0.154,5.0,9.5,7.1,19.1,2.5,0.5,,1.4,1.1,2.5,0.087,,0.9,0.2,1.1,1.1
6,1975-76,29.0,SEA,NBA,SG,81.0,1644.0,13.8,0.473,0.172,3.4,10.6,6.9,17.2,2.2,0.4,,1.2,1.4,2.7,0.078,,-0.4,0.1,-0.3,0.7
7,1976-77,30.0,POR,NBA,SG,80.0,1665.0,12.7,0.467,0.161,4.0,8.3,6.2,14.1,2.0,0.2,,0.9,1.5,2.5,0.071,,-1.1,-0.6,-1.7,0.1
8,Career,,,NBA,,578.0,15026.0,13.8,0.474,0.177,3.8,9.8,6.9,20.5,2.4,0.4,,8.3,12.5,20.8,0.066,,-0.3,0.1,-0.1,3.2
9,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4 seasons,,ATL,NBA,,280.0,8474.0,14.5,0.484,0.169,3.8,10.1,6.9,22.5,2.7,0.5,,6.8,7.0,13.8,0.078,,0.2,0.5,0.7,2.3
11,1 season,,SEA,NBA,,81.0,1644.0,13.8,0.473,0.172,3.4,10.6,6.9,17.2,2.2,0.4,,1.2,1.4,2.7,0.078,,-0.4,0.1,-0.3,0.7
12,1 season,,BUF,NBA,,80.0,2082.0,13.1,0.459,0.211,,,7.3,20.5,,,,0.0,1.4,1.4,0.033,,,,,
13,1 season,,POR,NBA,,80.0,1665.0,12.7,0.467,0.161,4.0,8.3,6.2,14.1,2.0,0.2,,0.9,1.5,2.5,0.071,,-1.1,-0.6,-1.7,0.1
14,1 season,,CIN,NBA,,57.0,1161.0,11.0,0.443,0.206,,,,19.3,,,,-0.6,1.1,0.4,0.019,,,,,
