,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,Unnamed: 14,OWS,DWS,WS,WS/48,Unnamed: 19
0,1971-72,22.0,CHI,NBA,SF,18,89,13.7,0.452,0.488,,,10.7,11.2,,0.0,0.2,0.1,0.073,
1,Career,,,NBA,,18,89,13.7,0.452,0.488,,,10.7,11.2,,0.0,0.2,0.1,0.073,
